facilityName,type,state,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,primaryFuel,year
Alinta Wagerup Generation Facility,F,WA,139462.0,90740.0,4374.0,95114,0.65,Gas,2017
Diamantina Power Station,F,QLD,1649300.0,667141.0,62.0,667203,0.4,Gas,2017
Emu Downs Wind Farm,F,WA,258824.0,64.0,281.0,345,0.0,Wind,2017
Braemar 2 Power Station,F,QLD,460482.0,274255.0,3987.0,278242,0.6,Coal Seam Methane,2017
Karratha Power Station,F,WA,345471.0,187036.0,,187036,0.54,Gas,2017
Osborne facility,F,SA,966933.0,397951.0,1266.0,399217,0.41,Gas,2017
Facility,F,VIC,256544.0,,1098.0,1098,,Wind,2017
Smithfield Power Partnership,F,NSW,979394.0,462385.0,19.0,462404,0.47,Gas,2017
Yarnima Power Station,F,WA,707273.0,302918.0,,302918,0.43,Gas,2017
Bluewaters Power 1,F,WA,1829005.0,1632484.0,1297.0,1633781,0.89,Black Coal,2017
Bluewaters Power 2,F,WA,833636.0,722562.0,5659.0,728221,0.87,Black Coal,2017
Enwave Central Park Pty Ltd,F,NSW,401.0,2417.0,,2417,6.03,Gas,2017
Enwave Mascot Pty Ltd,F,NSW,28055.0,15416.0,1448.0,16864,0.55,Gas,2017
Callide B Power Station,F,QLD,4778347.0,4396350.0,31238.0,4427588,0.92,Black Coal,2017
Kogan Creek Power Station,F,QLD,5924064.0,4849031.0,2335.0,4851366,0.82,Black Coal,2017
Wivenhoe Power Station,F,QLD,66170.0,33.0,90635.0,90668,0.0,Hydro,2017
Canunda Wind Farm,F,SA,117988.0,8.0,112.0,120,0.0,Wind,2017
Broadwater Power Plant,F,NSW,214876.0,7184.0,1004.0,8188,0.03,Bagasse,2017
Condong Power Plant,F,NSW,178028.0,7418.0,1392.0,8810,0.04,Bagasse,2017
Facility,F,VIC,75801.0,,108.0,108,,Wind,2017
Appin CSM Power Station,F,NSW,64535.0,46085.0,522.0,46607,0.71,Coal Seam Methane,2017
Ardyaloon Remote Power Station,F,WA,1847.0,1337.0,,1337,0.72,Liquid Fuel,2017
Beagle Bay Remote Power Station,F,WA,1741.0,1261.0,,1261,0.72,Liquid Fuel,2017
Belrose LFG Power Station,F,NSW,5514.0,366.0,,366,0.07,Landfill Gas,2017
Berwick LFG Power Station,F,VIC,15979.0,1023.0,504.0,1527,0.06,Landfill Gas,2017
Bidyadanga Remote Power Station,F,WA,2898.0,2130.0,,2130,0.73,Liquid Fuel,2017
Broadmeadows LFG Power Station,F,VIC,17448.0,1115.0,97.0,1212,0.06,Landfill Gas,2017
Brooklyn LFG Power Station,F,VIC,12765.0,796.0,6.0,802,0.06,Landfill Gas,2017
Broome LNG Power Station,F,WA,138547.0,73718.0,,73718,0.53,Gas,2017
Browns Plains LFG Power Station,F,QLD,13435.0,852.0,2.0,854,0.06,Landfill Gas,2017
Clayton LFG Power Station,F,VIC,78167.0,4370.0,346.0,4716,0.06,Landfill Gas,2017
Coober Pedy Remote Power Station,F,SA,12588.0,8614.0,,8614,0.68,Diesel,2017
Corio LFG Power Station,F,VIC,7267.0,464.0,5.0,469,0.06,Landfill Gas,2017
Cullerin Range Wind Farm,F,NSW,98466.0,23.0,87.0,110,0.0,Wind,2017
Derby LNG Power Station,F,WA,34239.0,20130.0,,20130,0.59,Gas,2017
Djarindjin Remote Power Station,F,WA,1820.0,1317.0,,1317,0.72,Liquid Fuel,2017
Eastern Creek LFG Power Station,F,NSW,12046.0,698.0,2.0,700,0.06,Landfill Gas,2017
Fitzroy Crossing LNG Power Station,F,WA,14174.0,8379.0,,8379,0.59,Gas,2017
Gascoyne Junction Remote Power Station,F,WA,789.0,622.0,,622,0.79,Liquid Fuel,2017
German Creek CMM Power Station,F,QLD,319786.0,166839.0,21.0,166860,0.52,Waste Coal Mine Gas,2017
Glennies Creek Power Station,F,NSW,78624.0,40317.0,3.0,40320,0.51,Waste Coal Mine Gas,2017
Grange Avenue LFG Power Station,F,NSW,6607.0,391.0,3.0,394,0.06,Landfill Gas,2017
Grosvenor I WCMG Power Station,F,QLD,45806.0,25455.0,25.0,25480,0.56,Waste Coal Mine Gas,2017
Halls Creek LNG Power Station,F,WA,11465.0,7302.0,,7302,0.64,Gas,2017
Jacks Gully LFG Power Station,F,NSW,13169.0,838.0,4.0,842,0.06,Landfill Gas,2017
Kalamunda Power Station,F,WA,22.0,5.0,1.0,6,0.23,Diesel,2017
Laverton Remote Power Station,F,WA,3643.0,2620.0,,2620,0.72,Liquid Fuel,2017
Leonora Remote Power Station,F,WA,8414.0,6291.0,,6291,0.75,Gas,2017
Looma Power Station,F,WA,2605.0,2074.0,,2074,0.8,Diesel,2017
Lucas Heights 1 LFG Power Station,F,NSW,16262.0,1041.0,2.0,1043,0.06,Landfill Gas,2017
Lucas Heights 2 LFG Power Station,F,NSW,97163.0,6148.0,2.0,6150,0.06,Landfill Gas,2017
McArthur River Power Station,F,NT,247704.0,122205.0,,122205,0.49,Gas,2017
Menzies Remote Power Station,F,WA,627.0,517.0,,517,0.82,Liquid Fuel,2017
Moranbah North CMM Power Station,F,QLD,490229.0,260208.0,,260208,0.53,Waste Coal Mine Gas,2017
Mugga Lane LFG Power Station,F,ACT,24575.0,1602.0,1.0,1603,0.07,Landfill Gas,2017
Oaky Creek I Power Station,F,QLD,127137.0,65219.0,43.0,65262,0.51,Waste Coal Mine Gas,2017
Oaky Creek II Power Station,F,QLD,102226.0,53524.0,43.0,53567,0.52,Waste Coal Mine Gas,2017
Pine Creek A Power Station,F,NT,181016.0,95430.0,,95430,0.53,Gas,2017
Red Hill Power Station,F,WA,27766.0,1576.0,3.0,1579,0.06,Landfill Gas,2017
Roghan Road LFG Power Station,F,QLD,997.0,63.0,44.0,107,0.06,Landfill Gas,2017
Springvale LFG Power Station,F,VIC,14282.0,915.0,9.0,924,0.06,Landfill Gas,2017
Tahmoor Power Station,F,NSW,28237.0,16206.0,9.0,16215,0.57,Waste Coal Mine Gas,2017
Tamala Park Power Station,F,WA,40344.0,2558.0,0.0,2558,0.06,Landfill Gas,2017
Tower CSM Power Station,F,NSW,269090.0,185569.0,7.0,185576,0.69,Coal Seam Methane,2017
Warmun Remote Power Station,F,WA,2753.0,2046.0,,2046,0.74,Liquid Fuel,2017
West Belconnen LFG Power Station,F,ACT,2175.0,152.0,13.0,165,0.07,Landfill Gas,2017
Wingfield 1 LFG Power Station,F,SA,14991.0,951.0,1.0,952,0.06,Landfill Gas,2017
Wingfield 2 LFG Power Station,F,SA,17258.0,1094.0,1.0,1095,0.06,Landfill Gas,2017
Wonthaggi Wind Farm,F,VIC,3033.0,1.0,8.0,9,0.0,Wind,2017
Cue Town Powerstation,F,WA,2667.0,1846.0,,1846,0.69,Liquid Fuel,2017
Meekatharra Town Powerstation,F,WA,7638.0,5235.0,,5235,0.69,Liquid Fuel,2017
Mt Magnet Town Powerstation,F,WA,3878.0,2118.0,,2118,0.55,Gas,2017
Norseman Gold Power Station,F,WA,8276.0,6283.0,,6283,0.76,Diesel,2017
Sandstone Town Powerstation,F,WA,701.0,539.0,,539,0.77,Liquid Fuel,2017
Wiluna Town Powerstation,F,WA,2367.0,1651.0,,1651,0.7,Liquid Fuel,2017
Yalgoo Town Powerstation,F,WA,1078.0,786.0,,786,0.73,Liquid Fuel,2017
Collgar Wind Farm,F,WA,696306.0,270.0,556.0,826,0.0,Wind,2017
Boco Rock Wind Farm Pty Ltd,F,NSW,349302.0,116.0,929.0,1045,0.0,Wind,2017
Royalla Solar Farm,F,ACT,37199.0,,188.0,188,,Solar,2017
Jeeralang Power Station,F,VIC,59510.0,46547.0,6491.0,53038,0.78,Gas,2017
Newport Power Station,F,VIC,322211.0,171720.0,19822.0,191542,0.53,Gas,2017
Bald Hills Wind Farm Pty Ltd,F,VIC,352690.0,120.0,812.0,932,0.0,Wind,2017
Mumbida Wind Farm Pty Ltd,F,WA,204617.0,45.0,247.0,292,0.0,Wind,2017
Albany Wind Farm,F,WA,85900.0,12.0,11.0,23,0.0,Wind,2017
Bremer Bay Wind Diesel Power Station,F,WA,1546.0,10.0,3.0,13,0.01,Wind,2017
Cockburn Power Station,F,WA,363931.0,140394.0,,140394,0.39,Gas,2017
Collie Power Station,F,WA,2230763.0,2003337.0,4052.0,2007389,0.9,Black Coal,2017
Coral Bay Wind Diesel Power Station,F,WA,3438.0,1538.0,,1538,0.45,Wind,2017
Denham Wind Farm,F,WA,2190.0,,0.0,0,,Wind,2017
Esperance Wind Farm,F,WA,14289.0,1.0,6.0,7,0.0,Wind,2017
Hopetoun Wind Diesel Power Station,F,WA,4949.0,2310.0,,2310,0.47,Wind,2017
Kalbarri Wind Farm,F,WA,4008.0,,3.0,3,,Wind,2017
Kalgoorlie Gas Turbine Station,F,WA,343.0,322.0,,322,0.94,Gas,2017
Kwinana Power Station,F,WA,660433.0,355447.0,636.0,356083,0.54,Gas,2017
Muja Power Station,F,WA,5152438.0,4741822.0,2692.0,4744514,0.92,Black Coal,2017
Mungarra Gas Turbine Station,F,WA,13262.0,9974.0,,9974,0.75,Gas,2017
Pinjar Gas Turbine Station,F,WA,511125.0,420822.0,,420822,0.82,Gas,2017
Ravensthorpe Power Station,F,WA,139.0,95.0,,95,0.68,Liquid Fuel,2017
Barcaldine Power Station Facility,F,QLD,3942.0,6514.0,,6514,1.65,Gas,2017
Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,2017.0,1529.0,416.0,1945,0.76,Liquid Fuel,2017
Energy Impact - Generation - Facility,F,QLD,1244.0,876.0,,876,0.7,Liquid Fuel,2017
Cathedral Rocks Wind Farm,F,SA,153188.0,53.0,121.0,174,0.0,Wind,2017
Hallett Power Station,F,SA,46253.0,48116.0,2030.0,50146,1.04,Gas,2017
Mt Piper Power Station,F,NSW,7557603.0,6576290.0,18530.0,6594820,0.87,Black Coal,2017
Tallawarra Power Station,F,NSW,803031.0,309255.0,6808.0,316063,0.39,Gas,2017
Waterloo Wind Farm,F,SA,309197.0,57.0,263.0,320,0.0,Wind,2017
Yallourn Power Station,F,VIC,11473837.0,14813624.0,172128.0,14985752,1.29,Brown Coal,2017
Newgen Neerabup Power Station,F,WA,166241.0,102273.0,3011.0,105284,0.62,Gas,2017
Oakey Power Station,F,QLD,133205.0,88678.0,2076.0,90754,0.67,Gas,2017
Esperance Power Station,F,WA,77056.0,61447.0,,61447,0.8,Gas,2017
Essential Energy Generation Facilities,FA,NSW,21.0,,123.0,123,,Solar,2017
Exmouth Power Station Pty Ltd,F,WA,23791.0,16793.0,,16793,0.71,Gas,2017
Parkeston Power Station,F,WA,196066.0,114018.0,,114018,0.58,Gas,2017
Burrinjuck Power Station,F,NSW,106969.0,12.0,2.0,14,0.0,Hydro,2017
Hume Power Station,F,NSW,255677.0,23.0,205.0,228,0.0,Hydro,2017
Keepit Power Station,F,NSW,5972.0,7.0,0.0,7,0.0,Hydro,2017
HWF1 Pty Ltd,F,SA,306023.0,,169.0,169,,Wind,2017
HWF2 Pty Ltd,F,SA,80623.0,,193.0,193,,Wind,2017
Wyangala A,F,NSW,70965.0,,4.0,4,,Hydro,2017
Wyangala B,F,NSW,11246.0,,1.0,1,,Hydro,2017
Bastyan Hydro Power Station,F,TAS,384798.0,,13.0,13,,Hydro,2017
Butlers Gorge Hydro Power Station,F,TAS,93229.0,,,0,,Hydro,2017
Catagunya Hydro Power Station,F,TAS,224421.0,,17.0,17,,Hydro,2017
Cethana Hydro Power Station,F,TAS,413990.0,,289.0,289,,Hydro,2017
Cluny Hydro Power Station,F,TAS,62451.0,,16.0,16,,Hydro,2017
Devils Gate Hydro Power Station,F,TAS,287216.0,,15.0,15,,Hydro,2017
Fisher Hydro Power Station,F,TAS,237569.0,,2.0,2,,Hydro,2017
Flinders Island Power Station,F,TAS,5242.0,2875.0,2.0,2877,0.55,Wind,2017
Gordon Hydro Power Station,F,TAS,403399.0,,42.0,42,,Hydro,2017
John Butters Hydro Power Station,F,TAS,737642.0,,306.0,306,,Hydro,2017
King Island Power Station,F,TAS,13458.0,4969.0,3.0,4972,0.37,Wind,2017
Lake Echo Hydro Power Station,F,TAS,53879.0,,15.0,15,,Hydro,2017
Lake Margaret Lower Hydro Power station,F,TAS,14689.0,,1.0,1,,Hydro,2017
Lake Margaret Upper Hydro Power Station,F,TAS,48129.0,,3.0,3,,Hydro,2017
Lemonthyme Hydro Power Station,F,TAS,286538.0,,31.0,31,,Hydro,2017
Liapootah Hydro Power Station,F,TAS,435138.0,,141.0,141,,Hydro,2017
Mackintosh Hydro Power Station,F,TAS,403216.0,,110.0,110,,Hydro,2017
Meadowbank Hydro Power Station,F,TAS,184230.0,,15.0,15,,Hydro,2017
Paloona Hydro Power Station,F,TAS,44406.0,,17.0,17,,Hydro,2017
Parangana Hydro Power Station,F,TAS,3399.0,,0.0,0,,Hydro,2017
Poatina Hydro Power Station,F,TAS,754030.0,,1202.0,1202,,Hydro,2017
Reece Hydro Power Station,F,TAS,1031386.0,,1209.0,1209,,Hydro,2017
Repulse Hydro Power Station,F,TAS,144245.0,,7.0,7,,Hydro,2017
Rowallan Hydro Power Station,F,TAS,49918.0,,0.0,0,,Hydro,2017
Tamar Valley Power Station,F,TAS,793836.0,328637.0,914.0,329551,0.41,Gas,2017
Tarraleah Hydro Power Station,F,TAS,551043.0,,73.0,73,,Hydro,2017
Tods Corner Hydro Power Station,F,TAS,1264.0,,6.0,6,,Hydro,2017
Trevallyn Hydro Power Station,F,TAS,439575.0,,36.0,36,,Hydro,2017
Tribute Hydro Power Station,F,TAS,245559.0,,37.0,37,,Hydro,2017
Tungatinah Hydro Power Station,F,TAS,531869.0,,90.0,90,,Hydro,2017
Wayatinah Hydro Power Station,F,TAS,232238.0,,26.0,26,,Hydro,2017
Wilmot Hydro Power Station,F,TAS,133227.0,,32.0,32,,Hydro,2017
Alinta Wind Farm,F,WA,345628.0,65.0,472.0,537,0.0,Wind,2017
Capital East Solar Farm,F,NSW,97.0,,6.0,6,,Solar,2017
Capital Wind Farm,F,NSW,354643.0,168.0,901.0,1069,0.0,Wind,2017
"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,666716.0,115.0,793.0,908,0.0,Wind,2017
Woodlawn Wind Farm,F,NSW,146912.0,42.0,404.0,446,0.0,Wind,2017
Kwinana Cogeneration Plant,F,WA,854565.0,471033.0,0.0,471033,0.55,Gas,2017
Loy Yang B Power Station,F,VIC,8572256.0,9631697.0,2440.0,9634137,1.12,Brown Coal,2017
Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,5373.0,0.0,0.0,0,0.0,Solar,2017
Albury Renewable Energy Facility,F,NSW,8581.0,467.0,,467,0.05,Landfill Gas,2017
Atlas Renewable Energy Facility,F,WA,3393.0,201.0,,201,0.06,Landfill Gas,2017
Awaba Renewable Energy Facility,F,NSW,8086.0,441.0,,441,0.05,Landfill Gas,2017
Ballarat Renewable Energy Facility,F,VIC,6663.0,370.0,,370,0.06,Landfill Gas,2017
Bendigo Renewable Energy Facility,F,VIC,4189.0,231.0,,231,0.06,Solar,2017
Birkdale Renewable Energy Facility,F,QLD,5804.0,331.0,,331,0.06,Landfill Gas,2017
Darwin Renewable Energy Facility,F,NT,7612.0,464.0,,464,0.06,Landfill Gas,2017
Eastern Creek 2 Renewable Energy Facility,F,NSW,60975.0,3198.0,,3198,0.05,Landfill Gas,2017
Hampton Park Renewable Energy Facility,F,VIC,58454.0,3059.0,,3059,0.05,Landfill Gas,2017
Ipswich Renewable Energy Facility,F,QLD,6342.0,351.0,,351,0.06,Landfill Gas,2017
Mornington Peninsula Renewable Energy Facility,F,VIC,6338.0,359.0,,359,0.06,Landfill Gas,2017
Newcastle Renewable Energy Facility,F,NSW,16996.0,912.0,,912,0.05,Landfill Gas,2017
Remount Renewable Energy Facility,F,TAS,12554.0,695.0,,695,0.06,Landfill Gas,2017
Rochedale Renewable Energy Facility,F,QLD,35649.0,1932.0,,1932,0.05,Landfill Gas,2017
Shepparton Renewable Energy Facility,F,VIC,5606.0,313.0,,313,0.06,Landfill Gas,2017
South Cardup Renewable Energy Facility,F,WA,25132.0,1406.0,,1406,0.06,Landfill Gas,2017
Stapylton Renewable Energy Facility,F,QLD,13954.0,788.0,,788,0.06,Landfill Gas,2017
Swanbank Renewable Energy Facility,F,QLD,12705.0,692.0,,692,0.05,Landfill Gas,2017
Wollert Renewable Energy Facility,F,VIC,55058.0,3041.0,,3041,0.06,Landfill Gas,2017
Wyndham Renewable Energy Facility,F,VIC,14795.0,753.0,,753,0.05,Landfill Gas,2017
Wyong Renewable Energy Facility,F,NSW,18173.0,999.0,,999,0.05,Landfill Gas,2017
Mt Mercer Wind farm Pty Ltd,F,VIC,362339.0,87.0,,87,0.0,Wind,2017
Mt Millar Wind Farm Pty Ltd,F,SA,160278.0,41.0,,41,0.0,Wind,2017
Alfred Hospital Cogeneration Plant,F,VIC,14028.0,13692.0,531.0,14223,0.98,Gas,2017
Dandenong Hospital Cogeneration Plant,F,VIC,12526.0,11019.0,369.0,11388,0.88,Gas,2017
Geelong Hospital Cogeneration Plant,F,VIC,13914.0,12222.0,512.0,12734,0.88,Gas,2017
Royal Melbourne Hospital Cogeneration Plant,F,VIC,30690.0,26308.0,536.0,26844,0.86,Gas,2017
ST. Vincent’s Hospital Cogeneration Plant,F,VIC,12946.0,13144.0,512.0,13656,1.02,Gas,2017
Mortons Lane Windfarm Pty Ltd,F,VIC,60945.0,,49.0,49,,Wind,2017
Hazelwood Power Station,F,VIC,7700208.0,10820998.0,148389.0,10969387,1.41,Brown Coal,2017
New Gullen Range Wind Farm Pty Ltd,F,NSW,473414.0,,453.0,453,,Wind,2017
Kwinana Gas Fired Power Station,F,WA,2159697.0,845847.0,260.0,846107,0.39,Gas,2017
Gladstone Power Station,F,QLD,6662610.0,6393361.0,49533.0,6442894,0.96,Black Coal,2017
Onslow Power Station,F,WA,13282.0,7615.0,,7615,0.57,Gas,2017
Australand,F,NSW,1241.0,738.0,52.0,790,0.59,Gas,2017
Ballarat Solar Park,F,VIC,441.0,,2.0,2,,Solar,2017
Bendigo Solar Park,F,VIC,493.0,,3.0,3,,Solar,2017
Blackmores,F,NSW,1268.0,916.0,53.0,969,0.72,Gas,2017
Bond,F,NSW,991.0,556.0,42.0,598,0.56,Gas,2017
Chifley Square,F,NSW,880.0,472.0,37.0,509,0.54,Gas,2017
Cullerin Wind Farm,F,NSW,4645.0,8.0,2.0,10,0.0,Wind,2017
Dandenong,F,VIC,2938.0,1801.0,183.0,1984,0.61,Gas,2017
Darling Downs Power Station,F,QLD,3342947.0,1389019.0,8731.0,1397750,0.42,Gas,2017
Drapac,F,VIC,663.0,423.0,36.0,459,0.64,Gas,2017
Eraring Power Station,F,NSW,14993469.0,12895988.0,22981.0,12918969,0.86,Black Coal,2017
Exhibition Street,F,VIC,2201.0,1228.0,120.0,1348,0.56,Gas,2017
Kent Street,F,NSW,3500.0,1736.0,147.0,1883,0.5,Gas,2017
La Trobe,F,VIC,665.0,404.0,36.0,440,0.61,Gas,2017
Ladbroke Grove Power Station,F,SA,211147.0,109849.0,433.0,110282,0.52,Gas,2017
Mirvac,F,NSW,4323.0,2379.0,182.0,2561,0.55,Gas,2017
Mortlake Power Station,F,VIC,1102918.0,609582.0,5285.0,614867,0.55,Gas,2017
Mount,F,NSW,1916.0,1074.0,80.0,1154,0.56,Gas,2017
Mt Stuart Power Station,F,QLD,73408.0,70868.0,3840.0,74708,0.97,Kerosene,2017
Quarantine Power Station,F,SA,264028.0,172014.0,1582.0,173596,0.65,Gas,2017
Roma Power Station,F,QLD,41739.0,27146.0,883.0,28029,0.65,Gas,2017
Shoalhaven Scheme,F,NSW,117187.0,2.0,124407.0,124409,0.0,Hydro,2017
Stockland Headquarters,F,NSW,1457.0,849.0,61.0,910,0.58,Gas,2017
University of NSW,F,NSW,2330.0,1458.0,98.0,1556,0.63,Gas,2017
Uranquinty Power Station,F,NSW,636399.0,388201.0,5306.0,393507,0.61,Gas,2017
Millmerran Power Station (facility),F,QLD,6608557.0,5409970.0,3039.0,5413009,0.82,Black Coal,2017
Pelican Point Power Station,F,SA,1209624.0,492834.0,4777.0,497611,0.41,Gas,2017
Kwinana Swift Power Station,F,WA,57688.0,33597.0,651.0,34248,0.58,Gas,2017
Merredin Energy Power Station,F,WA,442.0,473.0,524.0,997,1.07,Gas,2017
Paraburdoo Power Station,F,WA,545527.0,288580.0,,288580,0.53,Gas,2017
West Angelas Power Station,F,WA,380221.0,205655.0,,205655,0.54,Gas,2017
Yurralyi Maya Power Station,F,WA,756219.0,414906.0,,414906,0.55,Gas,2017
Bairnsdale Power Station,F,VIC,168524.0,93507.0,885.0,94392,0.55,Gas,2017
Braemar Power Station,F,QLD,649747.0,380305.0,1746.0,382051,0.59,Coal Seam Methane,2017
Newman Power Station,F,WA,187149.0,159852.0,,159852,0.85,Gas,2017
Port Hedland Power Station,F,WA,481108.0,375138.0,,375138,0.78,Gas,2017
Wagerup Power Station,F,WA,50385.0,30110.0,839.0,30949,0.6,Gas,2017
Alpurrurulam (Lake Nash),F,NT,1846.0,1191.0,,1191,0.65,Diesel,2017
Amanbidgi (Kildurk),F,NT,270.0,256.0,,256,0.95,Diesel,2017
"Ampilatwatja (Alparra, Ammaroo)",F,NT,3345.0,2373.0,,2373,0.71,Diesel,2017
Amunturangu (Mount Liebig),F,NT,759.0,604.0,,604,0.8,Diesel,2017
Aputula (Finke),F,NT,1004.0,720.0,,720,0.72,Diesel,2017
Areyonga (Utju),F,NT,1078.0,757.0,,757,0.7,Diesel,2017
Atitjere (Harts Range),F,NT,868.0,649.0,,649,0.75,Diesel,2017
Borroloola Generation,F,NT,6344.0,4358.0,,4358,0.69,Diesel,2017
Bulla Camp,F,NT,423.0,398.0,,398,0.94,Diesel,2017
Bulman,F,NT,1221.0,934.0,,934,0.76,Diesel,2017
Daly Waters Generation,F,NT,1044.0,792.0,,792,0.76,Diesel,2017
Elliot Generation,F,NT,2703.0,1927.0,,1927,0.71,Gas,2017
Engawala (Alcoota),F,NT,548.0,435.0,,435,0.79,Diesel,2017
Epenarra (Wutunugurra),F,NT,683.0,579.0,,579,0.85,Diesel,2017
Eva Valley,F,NT,358.0,316.0,,316,0.88,Diesel,2017
Galiwinku (Elcho Island),F,NT,7021.0,4994.0,,4994,0.71,Diesel,2017
Gapuwiyak (Lake Evella),F,NT,2906.0,2107.0,,2107,0.73,Diesel,2017
Gunbalanya (Oenpelli),F,NT,4982.0,3557.0,,3557,0.71,Diesel,2017
Ikuntji (Haasts Bluff),F,NT,726.0,579.0,,579,0.8,Diesel,2017
Imangara (Murray Downs),F,NT,292.0,243.0,,243,0.83,Diesel,2017
Imanpa (Mount Ebenezer),F,NT,580.0,457.0,,457,0.79,Diesel,2017
Kalkaringi (Wave Hill),F,NT,3006.0,1727.0,,1727,0.57,Diesel,2017
Kaltukatjara (Docker River),F,NT,1452.0,1042.0,,1042,0.72,Diesel,2017
Lajamanu (Hooker Creek),F,NT,2945.0,2112.0,,2112,0.72,Diesel,2017
Laramba (Napperby),F,NT,934.0,685.0,,685,0.73,Diesel,2017
Maningrida,F,NT,8919.0,5945.0,,5945,0.67,Diesel,2017
Milikapiti (Snake Bay),F,NT,2093.0,1583.0,,1583,0.76,Diesel,2017
Milingimbi,F,NT,3669.0,2724.0,,2724,0.74,Diesel,2017
Milyakburra (Bickerton Island),F,NT,944.0,690.0,,690,0.73,Diesel,2017
Minjilang (Croker Island),F,NT,1291.0,989.0,,989,0.77,Diesel,2017
Minyerri (Hodgson Downs),F,NT,2257.0,1652.0,,1652,0.73,Diesel,2017
Nauiyu Nambiyu (Daly River),F,NT,3104.0,2178.0,,2178,0.7,Diesel,2017
Nguiu (Bathurst Island),F,NT,6508.0,4766.0,,4766,0.73,Diesel,2017
Ngukurr (Roper River),F,NT,4573.0,3306.0,,3306,0.72,Diesel,2017
Numbulwar (Rose River),F,NT,3031.0,2134.0,,2134,0.7,Diesel,2017
Nyirripi (Waite Creek),F,NT,979.0,687.0,,687,0.7,Diesel,2017
Orwaitilla (Canteen Creek),F,NT,962.0,679.0,,679,0.71,Diesel,2017
Palumpa,F,NT,1531.0,1072.0,,1072,0.7,Diesel,2017
Papunya,F,NT,1884.0,1359.0,,1359,0.72,Diesel,2017
Peppimenarti,F,NT,1208.0,873.0,,873,0.72,Diesel,2017
Pidgeon Hole,F,NT,494.0,384.0,,384,0.78,Diesel,2017
Pirlangimpi (Garden Point),F,NT,2010.0,1611.0,,1611,0.8,Diesel,2017
Ramingining,F,NT,3227.0,2173.0,,2173,0.67,Diesel,2017
Robinson River,F,NT,1061.0,787.0,,787,0.74,Diesel,2017
Tara (Neutral Junction),F,NT,325.0,286.0,,286,0.88,Diesel,2017
Ti Tree Generation,F,NT,2443.0,1588.0,,1588,0.65,Diesel,2017
Timber Creek,F,NT,2883.0,2072.0,,2072,0.72,Diesel,2017
Titjikala (Maryvale),F,NT,1113.0,765.0,,765,0.69,Diesel,2017
Umbakumba,F,NT,2631.0,2021.0,,2021,0.77,Diesel,2017
Wadeye (Port Keats),F,NT,9420.0,6064.0,,6064,0.64,Gas,2017
Walungurru (Kintore),F,NT,1756.0,1278.0,,1278,0.73,Diesel,2017
Warruwi (Goulburn Is),F,NT,1895.0,1300.0,,1300,0.69,Diesel,2017
Wilora (Stirling),F,NT,293.0,256.0,,256,0.88,Diesel,2017
Wirliyatjarrayi (Willowra),F,NT,888.0,633.0,,633,0.71,Diesel,2017
Yarralin,F,NT,1375.0,985.0,,985,0.72,Diesel,2017
Yuendumu,F,NT,5177.0,3576.0,,3576,0.69,Diesel,2017
Channel Island Power Station,F,NT,1039472.0,612232.0,,612232,0.59,Gas,2017
Katherine Power Station,F,NT,24293.0,17816.0,,17816,0.73,Gas,2017
Kings Canyon,F,NT,874.0,699.0,,699,0.8,Solar,2017
Owen Springs Power Station,F,NT,85233.0,50040.0,,50040,0.59,Gas,2017
Ron Goodin Power Station,F,NT,113878.0,83638.0,,83638,0.73,Gas,2017
Tennant Creek Power Station,F,NT,29403.0,21094.0,,21094,0.72,Gas,2017
Weddell Power Station,F,NT,380063.0,220184.0,,220184,0.58,Gas,2017
Yulara Power Station,F,NT,19885.0,13173.0,,13173,0.66,Gas,2017
Visy Energy - Coolaroo Co-gen,F,VIC,18290.0,27834.0,12443.0,40277,1.52,Biofuel,2017
Condamine Power Station,F,QLD,960791.0,387939.0,803.0,388742,0.4,Gas,2017
Kemerton Power Station,F,WA,107769.0,72103.0,2459.0,74562,0.67,Gas,2017
Starfish Hill Wind Farm,F,SA,63834.0,65.0,52.0,117,0.0,Wind,2017
Toora Wind Farm,F,VIC,49514.0,33.0,226.0,259,0.0,Wind,2017
Townsville Power Station,F,QLD,524547.0,226290.0,3003.0,229293,0.43,Gas,2017
Windy Hill Wind Farm,F,QLD,27826.0,28.0,17.0,45,0.0,Wind,2017
Carnarvon Power Station & Distribution network,F,WA,41241.0,24958.0,0.0,24958,0.61,Gas,2017
Denham Power Station & Denham Distribution network,F,WA,3157.0,2275.0,,2275,0.72,Diesel,2017
Kalumburu Power Station & Distribution network,F,WA,2270.0,1524.0,,1524,0.67,Diesel,2017
Kununurra Power Station & Kununurra Distribution network,F,WA,248.0,356.0,0.0,356,1.44,Diesel,2017
Marble Bar Power Station & Marble Bar Distribution network,F,WA,2290.0,1193.0,,1193,0.52,Diesel,2017
Murchison Radio Astronomy Power Station and Distribution Network,F,WA,2404.0,1553.0,,1553,0.65,Diesel,2017
Nullagine Power Station & Nullagine Distribution network,F,WA,1114.0,616.0,,616,0.55,Diesel,2017
Onslow Power Station Horizon Power back-up & Onslow Distribtion Network,F,WA,6548.0,4378.0,549.0,4927,0.67,Gas,2017
