facilityName,type,state,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,primaryFuel,year,lat,lng
Royalla Solar Farm,F,ACT,37199.0,,188.0,188,,Solar,2017,-35.4897929,149.1430018
Jeeralang Power Station,F,VIC,59510.0,46547.0,6491.0,53038,0.78,Gas,2017,-38.3670385,146.4391023
Newport Power Station,F,VIC,322211.0,171720.0,19822.0,191542,0.53,Gas,2017,-37.8411815,144.8944409
Bald Hills Wind Farm Pty Ltd,F,VIC,352690.0,120.0,812.0,932,0.0,Wind,2017,-38.7478299,145.9494813
Mumbida Wind Farm Pty Ltd,F,WA,204617.0,45.0,247.0,292,0.0,Wind,2017,-29.0110631,114.9684225
Albany Wind Farm,F,WA,85900.0,12.0,11.0,23,0.0,Wind,2017,-35.0658656,117.7996621
Bremer Bay Wind Diesel Power Station,F,WA,1546.0,10.0,3.0,13,0.01,Wind,2017,-34.3928168,119.378766
Cockburn Power Station,F,WA,363931.0,140394.0,,140394,0.39,Gas,2017,-32.2003779,115.7740725
Collie Power Station,F,WA,2230763.0,2003337.0,4052.0,2007389,0.9,Black Coal,2017,-33.341898,116.2622544
Coral Bay Wind Diesel Power Station,F,WA,3438.0,1538.0,,1538,0.45,Wind,2017,-23.1422976,113.7723112
Denham Wind Farm,F,WA,2190.0,,0.0,0,,Wind,2017,-25.9282531,113.5398582
Esperance Wind Farm,F,WA,14289.0,1.0,6.0,7,0.0,Wind,2017,-33.8613953,121.8912724
Hopetoun Wind Diesel Power Station,F,WA,4949.0,2310.0,,2310,0.47,Wind,2017,-33.9216173,120.1350156
Kalbarri Wind Farm,F,WA,4008.0,,3.0,3,,Wind,2017,-27.8983075,114.1945476
Kalgoorlie Gas Turbine Station,F,WA,343.0,322.0,,322,0.94,Gas,2017,-30.749,121.466
Kwinana Power Station,F,WA,660433.0,355447.0,636.0,356083,0.54,Gas,2017,-32.2002686,115.7759049
Muja Power Station,F,WA,5152438.0,4741822.0,2692.0,4744514,0.92,Black Coal,2017,-33.446204,116.3065633
Mungarra Gas Turbine Station,F,WA,13262.0,9974.0,,9974,0.75,Gas,2017,-22.6849341,117.7945579
Pinjar Gas Turbine Station,F,WA,511125.0,420822.0,,420822,0.82,Gas,2017,-31.62058739999999,115.8208094
Ravensthorpe Power Station,F,WA,139.0,95.0,,95,0.68,Liquid Fuel,2017,-33.5817351,120.0470727
Barcaldine Power Station Facility,F,QLD,3942.0,6514.0,,6514,1.65,Gas,2017,-23.5523795,145.3140957
Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,2017.0,1529.0,416.0,1945,0.76,Liquid Fuel,2017,-27.981644,152.9673844
Energy Impact - Generation - Facility,F,QLD,1244.0,876.0,,876,0.7,Liquid Fuel,2017,-22.575197,144.0847926
Cathedral Rocks Wind Farm,F,SA,153188.0,53.0,121.0,174,0.0,Wind,2017,-34.8650514,135.5967417
Hallett Power Station,F,SA,46253.0,48116.0,2030.0,50146,1.04,Gas,2017,-33.3522796,138.7536186
Mt Piper Power Station,F,NSW,7557603.0,6576290.0,18530.0,6594820,0.87,Black Coal,2017,-33.358008,150.0320006
Tallawarra Power Station,F,NSW,803031.0,309255.0,6808.0,316063,0.39,Gas,2017,-34.5248325,150.8065789
Waterloo Wind Farm,F,SA,309197.0,57.0,263.0,320,0.0,Wind,2017,-34.00106030000001,138.9110041
Yallourn Power Station,F,VIC,11473837.0,14813624.0,172128.0,14985752,1.29,Brown Coal,2017,-38.1814386,146.3479385
Newgen Neerabup Power Station,F,WA,166241.0,102273.0,3011.0,105284,0.62,Gas,2017,-31.6711775,115.801039
Oakey Power Station,F,QLD,133205.0,88678.0,2076.0,90754,0.67,Gas,2017,-27.4182658,151.6810198
Esperance Power Station,F,WA,77056.0,61447.0,,61447,0.8,Gas,2017,-33.8613953,121.8912724
Essential Energy Generation Facilities,FA,NSW,21.0,,123.0,123,,Solar,2017,-31.431512,152.9034073
Exmouth Power Station Pty Ltd,F,WA,23791.0,16793.0,,16793,0.71,Gas,2017,-21.9464819,114.1249463
Parkeston Power Station,F,WA,196066.0,114018.0,,114018,0.58,Gas,2017,-30.7269451,121.4974951
Burrinjuck Power Station,F,NSW,106969.0,12.0,2.0,14,0.0,Hydro,2017,-35.0012722,148.5828538
Hume Power Station,F,NSW,255677.0,23.0,205.0,228,0.0,Hydro,2017,-34.8372594,149.0145631
Keepit Power Station,F,NSW,5972.0,7.0,0.0,7,0.0,Hydro,2017,-30.8813898,150.4909994
HWF1 Pty Ltd,F,SA,306023.0,,169.0,169,,Wind,2017,-30.0002315,136.2091547
HWF2 Pty Ltd,F,SA,80623.0,,193.0,193,,Wind,2017,-30.0002315,136.2091547
Wyangala A,F,NSW,70965.0,,4.0,4,,Hydro,2017,-33.9625881,148.9543394
Wyangala B,F,NSW,11246.0,,1.0,1,,Hydro,2017,-33.9625881,148.9543394
Bastyan Hydro Power Station,F,TAS,384798.0,,13.0,13,,Hydro,2017,-41.7360047,145.5318835
Butlers Gorge Hydro Power Station,F,TAS,93229.0,,,0,,Hydro,2017,-42.28059469999999,146.3151456
Catagunya Hydro Power Station,F,TAS,224421.0,,17.0,17,,Hydro,2017,-42.4523344,146.5978522
Cethana Hydro Power Station,F,TAS,413990.0,,289.0,289,,Hydro,2017,-41.4798866,146.147545
Cluny Hydro Power Station,F,TAS,62451.0,,16.0,16,,Hydro,2017,-42.0409059,146.8087322
Devils Gate Hydro Power Station,F,TAS,287216.0,,15.0,15,,Hydro,2017,-41.3429983,146.2686841
Fisher Hydro Power Station,F,TAS,237569.0,,2.0,2,,Hydro,2017,-42.0409059,146.8087322
Flinders Island Power Station,F,TAS,5242.0,2875.0,2.0,2877,0.55,Wind,2017,-40.1163649,148.0288719
Gordon Hydro Power Station,F,TAS,403399.0,,42.0,42,,Hydro,2017,-43.26312830000001,147.2389971
John Butters Hydro Power Station,F,TAS,737642.0,,306.0,306,,Hydro,2017,-42.1548711,145.5345778
King Island Power Station,F,TAS,13458.0,4969.0,3.0,4972,0.37,Wind,2017,-39.87534770000001,143.9370758
Lake Echo Hydro Power Station,F,TAS,53879.0,,15.0,15,,Hydro,2017,-42.1581419,146.6456158
Lake Margaret Lower Hydro Power station,F,TAS,14689.0,,1.0,1,,Hydro,2017,-42.004734,145.5437696
Lake Margaret Upper Hydro Power Station,F,TAS,48129.0,,3.0,3,,Hydro,2017,-42.0039252,145.5442864
Lemonthyme Hydro Power Station,F,TAS,286538.0,,31.0,31,,Hydro,2017,-41.5198249,146.0996551
Liapootah Hydro Power Station,F,TAS,435138.0,,141.0,141,,Hydro,2017,-42.3182578,146.4726908
Mackintosh Hydro Power Station,F,TAS,403216.0,,110.0,110,,Hydro,2017,-42.0409059,146.8087322
Meadowbank Hydro Power Station,F,TAS,184230.0,,15.0,15,,Hydro,2017,-42.6362629,146.8488872
Paloona Hydro Power Station,F,TAS,44406.0,,17.0,17,,Hydro,2017,-41.2581401,146.2699943
Parangana Hydro Power Station,F,TAS,3399.0,,0.0,0,,Hydro,2017,-41.630016,146.2200452
Poatina Hydro Power Station,F,TAS,754030.0,,1202.0,1202,,Hydro,2017,-41.7958243,146.9610493
Reece Hydro Power Station,F,TAS,1031386.0,,1209.0,1209,,Hydro,2017,-41.725106,145.1349868
Repulse Hydro Power Station,F,TAS,144245.0,,7.0,7,,Hydro,2017,-42.528477,146.5060043
Rowallan Hydro Power Station,F,TAS,49918.0,,0.0,0,,Hydro,2017,-42.0409059,146.8087322
Tamar Valley Power Station,F,TAS,793836.0,328637.0,914.0,329551,0.41,Gas,2017,-41.1399392,146.9056309
Tarraleah Hydro Power Station,F,TAS,551043.0,,73.0,73,,Hydro,2017,-42.301225,146.4503471
Tods Corner Hydro Power Station,F,TAS,1264.0,,6.0,6,,Hydro,2017,-41.9695227,146.796318
Trevallyn Hydro Power Station,F,TAS,439575.0,,36.0,36,,Hydro,2017,-41.43540950000001,147.1197143
Tribute Hydro Power Station,F,TAS,245559.0,,37.0,37,,Hydro,2017,-42.0409059,146.8087322
Tungatinah Hydro Power Station,F,TAS,531869.0,,90.0,90,,Hydro,2017,-42.2967833,146.4566074
Wayatinah Hydro Power Station,F,TAS,232238.0,,26.0,26,,Hydro,2017,-42.3886455,146.4997426
Wilmot Hydro Power Station,F,TAS,133227.0,,32.0,32,,Hydro,2017,-41.388836,146.1772087
Alinta Wind Farm,F,WA,345628.0,65.0,472.0,537,0.0,Wind,2017,-28.9024923,114.8927165
Capital East Solar Farm,F,NSW,97.0,,6.0,6,,Solar,2017,-31.2532183,146.921099
Capital Wind Farm,F,NSW,354643.0,168.0,901.0,1069,0.0,Wind,2017,-35.1878487,149.5241353
"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,666716.0,115.0,793.0,908,0.0,Wind,2017,-34.2212234,140.4463218
Woodlawn Wind Farm,F,NSW,146912.0,42.0,404.0,446,0.0,Wind,2017,-35.1878364,149.524134
Kwinana Cogeneration Plant,F,WA,854565.0,471033.0,0.0,471033,0.55,Gas,2017,-31.9505048,115.8604867
Loy Yang B Power Station,F,VIC,8572256.0,9631697.0,2440.0,9634137,1.12,Brown Coal,2017,-38.2567843,146.5860271
Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,5373.0,0.0,0.0,0,0.0,Solar,2017,-23.5559218,145.2882741
Albury Renewable Energy Facility,F,NSW,8581.0,467.0,,467,0.05,Landfill Gas,2017,-36.0751193,146.9094852
Atlas Renewable Energy Facility,F,WA,3393.0,201.0,,201,0.06,Landfill Gas,2017,-27.6728168,121.6283098
Awaba Renewable Energy Facility,F,NSW,8086.0,441.0,,441,0.05,Landfill Gas,2017,-33.0086146,151.5475816
Ballarat Renewable Energy Facility,F,VIC,6663.0,370.0,,370,0.06,Landfill Gas,2017,-37.5621587,143.8502556
Bendigo Renewable Energy Facility,F,VIC,4189.0,231.0,,231,0.06,Solar,2017,-36.75961960000001,144.2785764
Birkdale Renewable Energy Facility,F,QLD,5804.0,331.0,,331,0.06,Landfill Gas,2017,-27.4935931,153.2137869
Darwin Renewable Energy Facility,F,NT,7612.0,464.0,,464,0.06,Landfill Gas,2017,-12.4637333,130.8444446
Eastern Creek 2 Renewable Energy Facility,F,NSW,60975.0,3198.0,,3198,0.05,Landfill Gas,2017,-33.8102184,150.85064
Hampton Park Renewable Energy Facility,F,VIC,58454.0,3059.0,,3059,0.05,Landfill Gas,2017,-38.032286,145.2678469
Ipswich Renewable Energy Facility,F,QLD,6342.0,351.0,,351,0.06,Landfill Gas,2017,-27.614614,152.7608421
Mornington Peninsula Renewable Energy Facility,F,VIC,6338.0,359.0,,359,0.06,Landfill Gas,2017,-38.2854053,145.093449
Newcastle Renewable Energy Facility,F,NSW,16996.0,912.0,,912,0.05,Landfill Gas,2017,-32.9282712,151.7816802
Remount Renewable Energy Facility,F,TAS,12554.0,695.0,,695,0.06,Landfill Gas,2017,-41.4050508,147.1470277
Rochedale Renewable Energy Facility,F,QLD,35649.0,1932.0,,1932,0.05,Landfill Gas,2017,-27.56924,153.1164813
Shepparton Renewable Energy Facility,F,VIC,5606.0,313.0,,313,0.06,Landfill Gas,2017,-36.3811027,145.3993137
South Cardup Renewable Energy Facility,F,WA,25132.0,1406.0,,1406,0.06,Landfill Gas,2017,-32.2577875,115.9963935
Stapylton Renewable Energy Facility,F,QLD,13954.0,788.0,,788,0.06,Landfill Gas,2017,-27.7295742,153.2388459
Swanbank Renewable Energy Facility,F,QLD,12705.0,692.0,,692,0.05,Landfill Gas,2017,-27.6646733,152.8205871
Wollert Renewable Energy Facility,F,VIC,55058.0,3041.0,,3041,0.06,Landfill Gas,2017,-37.6085118,145.0313459
Wyndham Renewable Energy Facility,F,VIC,14795.0,753.0,,753,0.05,Landfill Gas,2017,-37.9119003,144.6533747
Wyong Renewable Energy Facility,F,NSW,18173.0,999.0,,999,0.05,Landfill Gas,2017,-33.2843475,151.4249427
Mt Mercer Wind farm Pty Ltd,F,VIC,362339.0,87.0,,87,0.0,Wind,2017,-37.8318698,143.8884633
Mt Millar Wind Farm Pty Ltd,F,SA,160278.0,41.0,,41,0.0,Wind,2017,-30.0002315,136.2091547
Alfred Hospital Cogeneration Plant,F,VIC,14028.0,13692.0,531.0,14223,0.98,Gas,2017,-37.8457479,144.9818979
Dandenong Hospital Cogeneration Plant,F,VIC,12526.0,11019.0,369.0,11388,0.88,Gas,2017,-37.9770059,145.2185119
Geelong Hospital Cogeneration Plant,F,VIC,13914.0,12222.0,512.0,12734,0.88,Gas,2017,-38.1521039,144.3654034
Royal Melbourne Hospital Cogeneration Plant,F,VIC,30690.0,26308.0,536.0,26844,0.86,Gas,2017,-37.7986657,144.955973
ST. Vincent’s Hospital Cogeneration Plant,F,VIC,12946.0,13144.0,512.0,13656,1.02,Gas,2017,-37.8070382,144.9749751
Mortons Lane Windfarm Pty Ltd,F,VIC,60945.0,,49.0,49,,Wind,2017,-37.8349268,142.4666868
Hazelwood Power Station,F,VIC,7700208.0,10820998.0,148389.0,10969387,1.41,Brown Coal,2017,-38.272468,146.3919257
New Gullen Range Wind Farm Pty Ltd,F,NSW,473414.0,,453.0,453,,Wind,2017,-33.863638,151.2049168
Kwinana Gas Fired Power Station,F,WA,2159697.0,845847.0,260.0,846107,0.39,Gas,2017,-32.2320792,115.7787256
Gladstone Power Station,F,QLD,6662610.0,6393361.0,49533.0,6442894,0.96,Black Coal,2017,-23.8487488,151.2183353
Onslow Power Station,F,WA,13282.0,7615.0,,7615,0.57,Gas,2017,-21.6671744,115.105188
Australand,F,NSW,1241.0,738.0,52.0,790,0.59,Gas,2017,-31.2532183,146.921099
Ballarat Solar Park,F,VIC,441.0,,2.0,2,,Solar,2017,-37.5621587,143.8502556
Bendigo Solar Park,F,VIC,493.0,,3.0,3,,Solar,2017,-36.75961960000001,144.2785764
Blackmores,F,NSW,1268.0,916.0,53.0,969,0.72,Gas,2017,-31.2532183,146.921099
Bond,F,NSW,991.0,556.0,42.0,598,0.56,Gas,2017,-31.2532183,146.921099
Chifley Square,F,NSW,880.0,472.0,37.0,509,0.54,Gas,2017,-33.8661092,151.2109354
Cullerin Wind Farm,F,NSW,4645.0,8.0,2.0,10,0.0,Wind,2017,-34.7580548,149.3251101
Dandenong,F,VIC,2938.0,1801.0,183.0,1984,0.61,Gas,2017,-37.9847811,145.2139907
Darling Downs Power Station,F,QLD,3342947.0,1389019.0,8731.0,1397750,0.42,Gas,2017,-27.1164455,150.8954925
Drapac,F,VIC,663.0,423.0,36.0,459,0.64,Gas,2017,-37.8097085,144.9579359
Eraring Power Station,F,NSW,14993469.0,12895988.0,22981.0,12918969,0.86,Black Coal,2017,-33.0653926,151.5196425
Exhibition Street,F,VIC,2201.0,1228.0,120.0,1348,0.56,Gas,2017,-37.8116895,144.9704421
Kent Street,F,NSW,3500.0,1736.0,147.0,1883,0.5,Gas,2017,-33.8668273,151.2043526
La Trobe,F,VIC,665.0,404.0,36.0,440,0.61,Gas,2017,-38.255603,146.4719928
Ladbroke Grove Power Station,F,SA,211147.0,109849.0,433.0,110282,0.52,Gas,2017,-37.4567796,140.7829467
Mirvac,F,NSW,4323.0,2379.0,182.0,2561,0.55,Gas,2017,-33.86255,151.207935
Mortlake Power Station,F,VIC,1102918.0,609582.0,5285.0,614867,0.55,Gas,2017,-38.06297259999999,142.6678811
Mount,F,NSW,1916.0,1074.0,80.0,1154,0.56,Gas,2017,-31.2532183,146.921099
Mt Stuart Power Station,F,QLD,73408.0,70868.0,3840.0,74708,0.97,Kerosene,2017,-19.35,146.7833333
Quarantine Power Station,F,SA,264028.0,172014.0,1582.0,173596,0.65,Gas,2017,-34.7801689,138.5221239
Roma Power Station,F,QLD,41739.0,27146.0,883.0,28029,0.65,Gas,2017,-26.5771878,148.8400888
Shoalhaven Scheme,F,NSW,117187.0,2.0,124407.0,124409,0.0,Hydro,2017,-35.0810677,150.4892292
Stockland Headquarters,F,NSW,1457.0,849.0,61.0,910,0.58,Gas,2017,-31.2532183,146.921099
University of NSW,F,NSW,2330.0,1458.0,98.0,1556,0.63,Gas,2017,-33.917347,151.2312675
Uranquinty Power Station,F,NSW,636399.0,388201.0,5306.0,393507,0.61,Gas,2017,-35.1793949,147.2149902
Millmerran Power Station (facility),F,QLD,6608557.0,5409970.0,3039.0,5413009,0.82,Black Coal,2017,-27.963336,151.2767745
Pelican Point Power Station,F,SA,1209624.0,492834.0,4777.0,497611,0.41,Gas,2017,-34.7646862,138.5051512
Kwinana Swift Power Station,F,WA,57688.0,33597.0,651.0,34248,0.58,Gas,2017,-32.2320792,115.7787256
Merredin Energy Power Station,F,WA,442.0,473.0,524.0,997,1.07,Gas,2017,-31.4843818,118.2755299
Paraburdoo Power Station,F,WA,545527.0,288580.0,,288580,0.53,Gas,2017,-23.223817,117.6136942
West Angelas Power Station,F,WA,380221.0,205655.0,,205655,0.54,Gas,2017,-23.153984,118.7241516
Yurralyi Maya Power Station,F,WA,756219.0,414906.0,,414906,0.55,Gas,2017,-20.7637215,116.7427853
Bairnsdale Power Station,F,VIC,168524.0,93507.0,885.0,94392,0.55,Gas,2017,-37.8428384,147.563966
Braemar Power Station,F,QLD,649747.0,380305.0,1746.0,382051,0.59,Coal Seam Methane,2017,-27.113373,150.9055138
Newman Power Station,F,WA,187149.0,159852.0,,159852,0.85,Gas,2017,-23.3439244,119.7090905
Port Hedland Power Station,F,WA,481108.0,375138.0,,375138,0.78,Gas,2017,-20.4280016,118.5502998
Wagerup Power Station,F,WA,50385.0,30110.0,839.0,30949,0.6,Gas,2017,-32.9169481,115.9171125
Alpurrurulam (Lake Nash),F,NT,1846.0,1191.0,,1191,0.65,Diesel,2017,-20.9841916,137.847666
Amanbidgi (Kildurk),F,NT,270.0,256.0,,256,0.95,Diesel,2017,-16.1852745,129.6407049
"Ampilatwatja (Alparra, Ammaroo)",F,NT,3345.0,2373.0,,2373,0.71,Diesel,2017,-21.6579548,135.2265754
Amunturangu (Mount Liebig),F,NT,759.0,604.0,,604,0.8,Diesel,2017,-23.2659591,131.2722316
Aputula (Finke),F,NT,1004.0,720.0,,720,0.72,Diesel,2017,-25.5821522,134.5779806
Areyonga (Utju),F,NT,1078.0,757.0,,757,0.7,Diesel,2017,-24.0734509,132.2690068
Atitjere (Harts Range),F,NT,868.0,649.0,,649,0.75,Diesel,2017,-22.985241,134.9315766
Borroloola Generation,F,NT,6344.0,4358.0,,4358,0.69,Diesel,2017,-16.070278,136.307222
Bulla Camp,F,NT,423.0,398.0,,398,0.94,Diesel,2017,-15.7688748,130.0393456
Bulman,F,NT,1221.0,934.0,,934,0.76,Diesel,2017,-13.663028,134.3317308
Daly Waters Generation,F,NT,1044.0,792.0,,792,0.76,Diesel,2017,-16.253333,133.369167
Elliot Generation,F,NT,2703.0,1927.0,,1927,0.71,Gas,2017,-17.5535633,133.5450973
Engawala (Alcoota),F,NT,548.0,435.0,,435,0.79,Diesel,2017,-22.8036906,134.4554661
Epenarra (Wutunugurra),F,NT,683.0,579.0,,579,0.85,Diesel,2017,-20.4626041,135.2512773
Eva Valley,F,NT,358.0,316.0,,316,0.88,Diesel,2017,-13.1298444,131.0142497
Galiwinku (Elcho Island),F,NT,7021.0,4994.0,,4994,0.71,Diesel,2017,-12.0277682,135.5650377
Gapuwiyak (Lake Evella),F,NT,2906.0,2107.0,,2107,0.73,Diesel,2017,-12.5125,135.8025
Gunbalanya (Oenpelli),F,NT,4982.0,3557.0,,3557,0.71,Diesel,2017,-12.3320023,133.0417802
Ikuntji (Haasts Bluff),F,NT,726.0,579.0,,579,0.8,Diesel,2017,-23.4471526,131.8822091
Imangara (Murray Downs),F,NT,292.0,243.0,,243,0.83,Diesel,2017,-21.2735001,134.9491643
Imanpa (Mount Ebenezer),F,NT,580.0,457.0,,457,0.79,Diesel,2017,-25.17609,132.678604
Kalkaringi (Wave Hill),F,NT,3006.0,1727.0,,1727,0.57,Diesel,2017,-17.4480442,130.8310031
Kaltukatjara (Docker River),F,NT,1452.0,1042.0,,1042,0.72,Diesel,2017,-24.8736576,129.082823
Lajamanu (Hooker Creek),F,NT,2945.0,2112.0,,2112,0.72,Diesel,2017,-18.3365,130.636993
Laramba (Napperby),F,NT,934.0,685.0,,685,0.73,Diesel,2017,-22.5372946,132.7712369
Maningrida,F,NT,8919.0,5945.0,,5945,0.67,Diesel,2017,-12.0551674,134.2313799
Milikapiti (Snake Bay),F,NT,2093.0,1583.0,,1583,0.76,Diesel,2017,-11.4227161,130.6530109
Milingimbi,F,NT,3669.0,2724.0,,2724,0.74,Diesel,2017,-12.1029214,134.9186015
Milyakburra (Bickerton Island),F,NT,944.0,690.0,,690,0.73,Diesel,2017,-13.7832463,136.1961739
Minjilang (Croker Island),F,NT,1291.0,989.0,,989,0.77,Diesel,2017,-11.1492952,132.5785263
Minyerri (Hodgson Downs),F,NT,2257.0,1652.0,,1652,0.73,Diesel,2017,-15.2254373,134.0797815
Nauiyu Nambiyu (Daly River),F,NT,3104.0,2178.0,,2178,0.7,Diesel,2017,-13.7503914,130.6895874
Nguiu (Bathurst Island),F,NT,6508.0,4766.0,,4766,0.73,Diesel,2017,-11.7619224,130.6317999
Ngukurr (Roper River),F,NT,4573.0,3306.0,,3306,0.72,Diesel,2017,-14.733834,134.7322863
Numbulwar (Rose River),F,NT,3031.0,2134.0,,2134,0.7,Diesel,2017,-14.2770418,135.7210604
Nyirripi (Waite Creek),F,NT,979.0,687.0,,687,0.7,Diesel,2017,-22.6499244,130.5524637
Orwaitilla (Canteen Creek),F,NT,962.0,679.0,,679,0.71,Diesel,2017,-20.6440035,135.587927
Palumpa,F,NT,1531.0,1072.0,,1072,0.7,Diesel,2017,-14.3523927,129.8822501
Papunya,F,NT,1884.0,1359.0,,1359,0.72,Diesel,2017,-23.2053323,131.9112738
Peppimenarti,F,NT,1208.0,873.0,,873,0.72,Diesel,2017,-14.1501858,130.0762599
Pidgeon Hole,F,NT,494.0,384.0,,384,0.78,Diesel,2017,-16.8148579,131.2196946
Pirlangimpi (Garden Point),F,NT,2010.0,1611.0,,1611,0.8,Diesel,2017,-11.4055918,130.422919
Ramingining,F,NT,3227.0,2173.0,,2173,0.67,Diesel,2017,-12.3285681,134.9280587
Robinson River,F,NT,1061.0,787.0,,787,0.74,Diesel,2017,-16.7579406,136.9838656
Tara (Neutral Junction),F,NT,325.0,286.0,,286,0.88,Diesel,2017,-21.5114312,133.950626
Ti Tree Generation,F,NT,2443.0,1588.0,,1588,0.65,Diesel,2017,-22.1291783,133.4161598
Timber Creek,F,NT,2883.0,2072.0,,2072,0.72,Diesel,2017,-15.6458527,130.4668349
Titjikala (Maryvale),F,NT,1113.0,765.0,,765,0.69,Diesel,2017,-24.674782,134.0764527
Umbakumba,F,NT,2631.0,2021.0,,2021,0.77,Diesel,2017,-13.8616879,136.8117295
Wadeye (Port Keats),F,NT,9420.0,6064.0,,6064,0.64,Gas,2017,-14.250637,129.549659
Walungurru (Kintore),F,NT,1756.0,1278.0,,1278,0.73,Diesel,2017,-23.2756448,129.3893238
Warruwi (Goulburn Is),F,NT,1895.0,1300.0,,1300,0.69,Diesel,2017,-11.6511842,133.3885099
Wilora (Stirling),F,NT,293.0,256.0,,256,0.88,Diesel,2017,-21.7404613,133.7311459
Wirliyatjarrayi (Willowra),F,NT,888.0,633.0,,633,0.71,Diesel,2017,-21.2471627,132.6105377
Yarralin,F,NT,1375.0,985.0,,985,0.72,Diesel,2017,-16.4474276,130.8837408
Yuendumu,F,NT,5177.0,3576.0,,3576,0.69,Diesel,2017,-22.2539566,131.7953883
Channel Island Power Station,F,NT,1039472.0,612232.0,,612232,0.59,Gas,2017,-12.5550166,130.8663184
Katherine Power Station,F,NT,24293.0,17816.0,,17816,0.73,Gas,2017,-14.4584827,132.244431
Kings Canyon,F,NT,874.0,699.0,,699,0.8,Solar,2017,-24.2552941,131.5700131
Owen Springs Power Station,F,NT,85233.0,50040.0,,50040,0.59,Gas,2017,-23.8632482,133.8253457
Ron Goodin Power Station,F,NT,113878.0,83638.0,,83638,0.73,Gas,2017,-19.4914108,132.5509603
Tennant Creek Power Station,F,NT,29403.0,21094.0,,21094,0.72,Gas,2017,-19.64591,134.1909565
Weddell Power Station,F,NT,380063.0,220184.0,,220184,0.58,Gas,2017,-12.5772143,130.9502033
Yulara Power Station,F,NT,19885.0,13173.0,,13173,0.66,Gas,2017,-25.2320231,130.9913732
Visy Energy - Coolaroo Co-gen,F,VIC,18290.0,27834.0,12443.0,40277,1.52,Biofuel,2017,-37.6612312,144.9370304
Condamine Power Station,F,QLD,960791.0,387939.0,803.0,388742,0.4,Gas,2017,-26.6681504,150.270009
Kemerton Power Station,F,WA,107769.0,72103.0,2459.0,74562,0.67,Gas,2017,-33.1633786,115.7807467
Starfish Hill Wind Farm,F,SA,63834.0,65.0,52.0,117,0.0,Wind,2017,-35.5787555,138.1302294
Toora Wind Farm,F,VIC,49514.0,33.0,226.0,259,0.0,Wind,2017,-38.6534438,146.3402295
Townsville Power Station,F,QLD,524547.0,226290.0,3003.0,229293,0.43,Gas,2017,-19.20158,146.6183471
Windy Hill Wind Farm,F,QLD,27826.0,28.0,17.0,45,0.0,Wind,2017,-17.5945918,145.5313612
Carnarvon Power Station & Distribution network,F,WA,41241.0,24958.0,0.0,24958,0.61,Gas,2017,-24.8838363,113.6570584
Denham Power Station & Denham Distribution network,F,WA,3157.0,2275.0,,2275,0.72,Diesel,2017,-25.9282531,113.5398582
Kalumburu Power Station & Distribution network,F,WA,2270.0,1524.0,,1524,0.67,Diesel,2017,-14.2917439,126.646165
Kununurra Power Station & Kununurra Distribution network,F,WA,248.0,356.0,0.0,356,1.44,Diesel,2017,-15.7783483,128.7439001
Marble Bar Power Station & Marble Bar Distribution network,F,WA,2290.0,1193.0,,1193,0.52,Diesel,2017,-21.1713985,119.7441577
Murchison Radio Astronomy Power Station and Distribution Network,F,WA,2404.0,1553.0,,1553,0.65,Diesel,2017,-26.7030592,116.6705579
Nullagine Power Station & Nullagine Distribution network,F,WA,1114.0,616.0,,616,0.55,Diesel,2017,-21.8864147,120.1080446
Onslow Power Station Horizon Power back-up & Onslow Distribtion Network,F,WA,6548.0,4378.0,549.0,4927,0.67,Gas,2017,-21.7765045,115.0831642
South Hedland Temporary Generation Power Station,F,WA,58520.0,39885.0,,39885,0.68,Gas,2017,-20.4072579,118.5965289
Wyndham Power Station & Distribution network,F,WA,143.0,115.0,,115,0.81,Diesel,2017,-15.4869187,128.1221728
Yungngora Power Station & Yungngora Distribution Network,F,WA,1530.0,872.0,,872,0.57,Diesel,2017,-18.5015925,124.8277277
FPC Green Energy,F,QLD,41705.0,1632.0,1929.0,3561,0.04,Biofuel,2017,-27.7353228,153.3278212
Wilga Park Power Station,F,NSW,89631.0,49655.0,24.0,49679,0.55,Coal Seam Methane,2017,-30.3634841,149.6771233
Musselroe Wind Farm Pty Ltd,F,TAS,601719.0,153.0,155.0,308,0.0,Wind,2017,-40.7803916,148.0104827
Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,230332.0,75.0,22.0,97,0.0,Wind,2017,-40.7396138,144.6893962
Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,266405.0,86.0,25.0,111,0.0,Wind,2017,-40.7848399,144.7294621
SNOWTOWN SOUTH WIND FARM,F,SA,416691.0,92.0,191.0,283,0.0,Wind,2017,-33.7809175,138.2149099
Snowtown Wind Farm,F,SA,310426.0,121.0,347.0,468,0.0,Wind,2017,-33.7140884,138.1408256
SNOWTOWN WIND FARM STAGE 2,F,SA,406591.0,104.0,286.0,390,0.0,Wind,2017,-33.7140884,138.1408256
Angaston Power Station,F,SA,7650.0,5267.0,357.0,5624,0.69,Liquid Fuel,2017,-34.5035074,139.0228902
