facilityName,type,state,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,primaryFuel,year,lat,lng
Mica Creek Power Station,F,QLD,381.0,309.0,0.0,309,0.81,Gas,2022,-20.7784961,139.489875
Stanwell Power Station,F,QLD,8616485.0,7440001.0,10935.0,7450936,0.86,Black Coal,2022,-23.5091325,150.3208166
Tarong Power Stations,F,QLD,11095509.0,9837276.0,48396.0,9885672,0.89,Black Coal,2022,-26.7813053,151.9144592
Stockyard Wind Farm,F,VIC,928901.0,152.0,3477.0,3629,0.0,Wind,2022,-37.5518417,143.3142547
Sunraysia Solar Farm,F,NSW,366388.0,5.0,4620.0,4625,0.0,Solar,2022,-34.8215156,143.5087952
Susan River Solar Farm,F,QLD,149808.0,17.0,387.0,404,0.0,Solar,2022,-25.4150161,152.7482407
Coopers Cogeneration,F,SA,15949.0,12802.0,0.0,12802,0.8,Gas,2022,-30.0002315,136.2091547
Glenorchy Landfill,F,TAS,2992.0,169.0,0.0,169,0.06,Landfill Gas,2022,-42.833056,147.275833
Hobart Landfill,F,TAS,2168.0,166.0,0.0,166,0.08,Landfill Gas,2022,-42.8826055,147.3257196
Kincumber Landfill,F,NSW,0.0,56.0,0.0,56,0.0,Landfill Gas,2022,-33.4689844,151.3898882
Moranbah Power Station,F,QLD,17180.0,7166.0,0.0,7166,0.42,Coal Seam Methane,2022,-22.0060858,148.0398332
Rockingham Landfill,F,WA,4180.0,303.0,0.0,303,0.07,Landfill Gas,2022,-32.2780969,115.7351399
Woy Woy Landfill,F,NSW,1655.0,133.0,0.0,133,0.08,Landfill Gas,2022,-33.4887953,151.3259426
Greenough River Solar Farm,F,WA,100353.0,5.0,202.0,207,0.0,Solar,2022,-28.9038103,115.1115641
Snowtown South Wind Farm Pty Ltd,F,SA,438240.0,45.0,84.0,129,0.0,Wind,2022,-33.7809175,138.2149099
Snowtown Wind Farm Stage 2 Pty Ltd,F,SA,448638.0,52.0,122.0,174,0.0,Wind,2022,-33.7140884,138.1408256
Kalgoorlie Power Station,F,WA,270677.0,150503.0,0.0,150503,0.56,Gas,2022,-30.749,121.466
Kambalda Power Station,F,WA,271580.0,148645.0,0.0,148645,0.55,Gas,2022,-31.1919033,121.6740952
Leinster Power Station,F,WA,251323.0,139326.0,0.0,139326,0.55,Gas,2022,-27.9160232,120.6991024
Mt Keith Power Station,F,WA,307253.0,185892.0,0.0,185892,0.61,Gas,2022,-27.281731,120.501701
South Hedland Power Station,F,WA,525337.0,257766.0,0.0,257766,0.49,Gas,2022,-20.4293262,118.5442718
Tailem Bend Solar farm,F,SA,176587.0,60.0,601.0,661,0.0,Solar,2022,-35.252887,139.4534849
Cocos Keeling Islands - Home Island Generation,F,WA,2437.0,1703.0,0.0,1703,0.7,Diesel,2022,-27.6728168,121.6283098
Cocos Keeling Islands - West Island Generation,F,WA,2669.0,2150.0,0.0,2150,0.81,Diesel,2022,-16.8562618,122.1135665
Clermont Solar Farm,F,QLD,149078.0,325.0,3080.0,3405,0.0,Solar,2022,-22.8284634,147.5887637
Wemen Solar Farm,F,VIC,104761.0,65.0,1679.0,1744,0.0,Solar,2022,-34.8025762,142.5444133
White Rock Solar Farm Pty Ltd,F,NSW,33086.0,0.0,51.0,51,0.0,Solar,2022,-29.7632925,151.5524023
Wild Cattle Hill Wind Farm,F,TAS,433196.0,64.0,189.0,253,0.0,Wind,2022,-42.0409059,146.8087322
Winton Solar Farm,F,VIC,156523.0,31.0,0.0,31,0.0,Solar,2022,-36.4997641,146.1142323
Glenrowan West Solar Farm,F,VIC,206679.0,234.0,609.0,843,0.0,Solar,2022,-36.4881172,146.1454925
YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,26605.0,18073.0,0.0,18073,0.68,Gas,2022,-27.6728168,121.6283098
YATPOOL SOLAR FARM,F,VIC,138160.0,0.0,392.0,392,0.0,Solar,2022,-34.3943523,142.1846235
Cathedral Rocks Wind Farm,F,SA,137592.0,72.0,103.0,175,0.0,Wind,2023,-34.8650514,135.5967417
Gunning Wind Farm,F,NSW,139793.0,55.0,336.0,391,0.0,Wind,2023,-34.6905625,149.4270092
Mortlake South Wind Farm,F,VIC,102651.0,73.0,634.0,707,0.0,Wind,2023,-38.1273837,142.8574093
Mt Gellibrand Wind Farm,F,VIC,278639.0,92.0,872.0,964,0.0,Wind,2023,-38.2579656,143.7995697
Waubra Wind Farm,F,VIC,580257.0,146.0,993.0,1139,0.0,Wind,2023,-37.3946388,143.6386011
Adani Rugby Run Solar Farm,F,QLD,162229.0,0.0,505.0,505,0.0,Solar,2023,-22.1440625,147.9142556
Banimboola Hydro,F,VIC,29714.0,0.0,7.0,7,0.0,Hydro,2023,-36.5335771,147.4603458
Barker Inlet Power Station,F,SA,293867.0,173299.0,2011.0,175310,0.59,Gas,2023,-34.8043219,138.5249106
Bayswater Power Station,F,NSW,14092594.0,12569420.0,28937.0,12598357,0.89,Black Coal,2023,-32.3838413,150.9522752
Bogong Power Station,F,VIC,109585.0,82.0,636.0,718,0.0,Hydro,2023,-36.8057885,147.2281158
Broken Hill Solar Plant,F,NSW,103997.0,82.0,316.0,398,0.0,Solar,2023,-31.9810692,141.3900911
Burrendong Hydro,F,NSW,4624.0,1.0,30.0,31,0.0,Hydro,2023,-32.68234,149.169464
Clover Hydro,F,VIC,56335.0,2.0,162.0,164,0.0,Hydro,2023,-36.9847807,143.3906074
Coopers Gap Wind Farm,F,QLD,1425167.0,160.0,1185.0,1345,0.0,Wind,2023,-26.732897,151.4721505
Copeton Hydro,F,NSW,46275.0,1.0,46.0,47,0.0,Hydro,2023,-29.8861564,150.8934134
Dartmouth Hydro,F,VIC,284447.0,0.0,319.0,319,0.0,Hydro,2023,-36.5324694,147.4961766
Eildon Hydro,F,VIC,291020.0,2.0,37.0,39,0.0,Hydro,2023,-37.2341601,145.9083365
Glenbawn Hydro,F,NSW,0.0,0.0,9.0,9,0.0,Hydro,2023,-32.1080329,150.985732
Hallett (Stage 1) Wind Farm,F,SA,285233.0,97.0,158.0,255,0.0,Wind,2023,-33.4113253,138.8927621
Hallett (Stage 2) Wind Farm,F,SA,217349.0,66.0,105.0,171,0.0,Wind,2023,-33.4113253,138.8927621
Hallett (Stage 4) Wind Farm,F,SA,426178.0,141.0,232.0,373,0.0,Wind,2023,-33.4113253,138.8927621
Hallett (Stage 5) Wind Farm,F,SA,140048.0,53.0,111.0,164,0.0,Wind,2023,-33.4113253,138.8927621
Kwinana Swift Power Station,F,WA,106642.0,62098.0,129.0,62227,0.58,Gas,2023,-32.2320792,115.7787256
Liddell Power Station,F,NSW,5527506.0,5239346.0,26357.0,5265703,0.95,Black Coal,2023,-32.4115859,150.9970294
Loy Yang Power Station and Mine,F,VIC,13929522.0,16170571.0,189860.0,16360431,1.16,Brown Coal,2023,-38.2537069,146.5756631
Macarthur Wind Farm,F,VIC,672232.0,9566.0,2444.0,12010,0.01,Wind,2023,-38.0490795,142.1915163
McKay Creek Hydro,F,VIC,131565.0,0.0,1230.0,1230,0.0,Hydro,2023,-36.8584393,147.2349767
Nyngan Solar Plant,F,NSW,218247.0,156.0,620.0,776,0.0,Solar,2023,-31.5662057,147.0707349
Oaklands Hill Wind Farm,F,VIC,174417.0,68.0,366.0,434,0.0,Wind,2023,-37.683252,142.551115
Pindari Hydro,F,NSW,15428.0,0.0,17.0,17,0.0,Hydro,2023,-31.2532183,146.921099
Rubicon Hydro Scheme,F,VIC,2.0,0.0,30.0,30,0.0,Hydro,2023,-37.32715779999999,145.8605406
Silverton Wind Farm,F,NSW,685199.0,89.0,786.0,875,0.0,Wind,2023,-31.8845633,141.222982
Somerton Power Station,F,VIC,80692.0,59598.0,1429.0,61027,0.74,Gas,2023,-37.6314781,144.9529872
Torrens Island Power Station,F,SA,766715.0,441439.0,6196.0,447635,0.58,Gas,2023,-34.8066718,138.5232577
Wattle Point Wind Farm,F,SA,240286.0,127.0,106.0,233,0.0,Wind,2023,-35.1117422,137.7212617
West Kiewa Hydro,F,VIC,319785.0,0.0,302.0,302,0.0,Hydro,2023,-36.76676391224942,147.1703968224731
Yarrawonga Hydro,F,VIC,29465.0,2.0,44.0,46,0.0,Hydro,2023,-36.0260723,146.0003241
Alinta Pinjarra Generation Facility,F,WA,1636746.0,1299678.0,268.0,1299946,0.79,Gas,2023,-32.6298522,115.8734939
Hillston Sun Farm,F,NSW,206516.0,22.0,962.0,984,0.0,Solar,2023,-33.519282,145.5288354
Molong Solar Farm,F,NSW,36969.0,20.0,397.0,417,0.0,Solar,2023,-33.0896944,148.9124849
Badgingarra Solar Farm,F,WA,43092.0,2.0,28.0,30,0.0,Solar,2023,-30.4616528,115.3462526
Badgingarra Wind Farm,F,WA,444705.0,35.0,160.0,195,0.0,Wind,2023,-30.3988319,115.5547078
Darling Downs Solar Farm,F,QLD,199249.0,62.0,628.0,690,0.0,Wind,2023,-27.5299906,150.5820676
Diamantina Power Station,F,QLD,1882190.0,780863.0,94.0,780957,0.41,Gas,2023,-20.7830295,139.4829711
Dugald River Solar Farm,F,QLD,11750.0,0.0,0.0,0,0.0,Solar,2023,-20.24069088855991,140.1855036398917
Emu Downs Solar Farm,F,WA,44072.0,5.0,113.0,118,0.0,Solar,2023,-30.48468,115.415795
Emu Downs Wind Farm,F,WA,239254.0,61.0,118.0,179,0.0,Wind,2023,-30.4756515,115.381241
Willogoleche Wind Farm,F,SA,352394.0,63.0,155.0,218,0.0,Wind,2023,-33.4495523,138.7973036
Braemar 2 Power Station,F,QLD,600905.0,348883.0,3819.0,352702,0.58,Coal Seam Methane,2023,-27.113373,150.9055138
Karratha Power Station,F,WA,102091.0,76416.0,139.0,76555,0.75,Gas,2023,-20.7336955,116.8447057
Osborne facility,F,SA,440638.0,182619.0,2400.0,185019,0.41,Gas,2023,-34.7963003,138.5015491
Childers Solar Farm,F,QLD,106254.0,18.0,285.0,303,0.0,Solar,2023,-25.3000679,152.4048832
Susan River Solar Farm,F,QLD,145610.0,24.0,352.0,376,0.0,Solar,2023,-25.4150161,152.7482407
Kiata Wind Farm,F,VIC,125252.0,42.0,185.0,227,0.0,Wind,2023,-36.3976929,141.7468272
Nevertire Solar Farm,F,NSW,241826.0,35.0,577.0,612,0.0,Solar,2023,-31.8298168,147.7076416
Facility,F,VIC,437699.0,101.0,859.0,960,0.0,Wind,2023,-36.9847807,143.3906074
Bald Hills Wind Farm Pty Ltd,F,VIC,344993.0,83.0,646.0,729,0.0,Wind,2023,-38.7478299,145.9494813
Beryl Solar Farm,F,NSW,181801.0,36.0,602.0,638,0.0,Solar,2023,-32.3580309,149.4680762
Manildra Solar Farm,F,NSW,43023.0,12.0,159.0,171,0.0,Solar,2023,-33.1854769,148.689159
Warradarge Wind Farm,F,WA,582602.0,180.0,485.0,665,0.0,Wind,2023,-29.9385054,115.5336716
Gullen Solar Pty Ltd,F,NSW,17705.0,3.0,39.0,42,0.0,Solar,2023,-34.605567,149.4626469
New Gullen Range Wind Farm Pty Ltd,F,NSW,478918.0,56.0,350.0,406,0.0,Wind,2023,-33.863638,151.2049168
Newtricity Developments Biala Pty Ltd,F,NSW,384239.0,24.0,1011.0,1035,0.0,Wind,2023,-34.6217632,149.2364477
Yarnima Power Station,F,WA,782093.0,336179.0,0.0,336179,0.43,Gas,2023,-23.3435575,119.7109647
Bluewaters Power 1,F,WA,1002337.0,707580.0,6090.0,713670,0.71,Black Coal,2023,-31.9535601,115.8517887
Bluewaters Power 2,F,WA,1375069.0,964833.0,736.0,965569,0.7,Black Coal,2023,-31.9535601,115.8517887
Callide B Power Station,F,QLD,4203742.0,4016935.0,14881.0,4031816,0.96,Black Coal,2023,-24.2927187,150.4933758
Kogan Creek Power Station,F,QLD,4491560.0,3789148.0,2795.0,3791943,0.84,Black Coal,2023,-26.9146137,150.746994
Broadwater Power Plant,F,NSW,153323.0,4431.0,1145.0,5576,0.03,Bagasse,2023,-29.0145838,153.4300366
Condong Power Plant,F,NSW,121915.0,4465.0,3541.0,8006,0.04,Bagasse,2023,-28.3117883,153.4363815
Facility,F,VIC,73343.0,26.0,73.0,99,0.0,Wind,2023,-36.9847807,143.3906074
White Rock Wind Farm Pty Ltd,F,NSW,494774.0,61.0,410.0,471,0.0,Wind,2023,-31.2532183,146.921099
Cherry Tree Wind Farm Pty Ltd,F,VIC,169580.0,49.0,301.0,350,0.0,Wind,2023,-37.0820599,145.2761434
Appin CSM Power Station,F,NSW,227989.0,185261.0,8.0,185269,0.81,Waste Coal Mine Gas,2023,-34.200914,150.7874904
Ardyaloon Facility,F,WA,1902.0,1390.0,0.0,1390,0.73,Diesel,2023,-16.4469782,123.0597129
Beagle Bay Facility,F,WA,1712.0,1257.0,0.0,1257,0.73,Diesel,2023,-16.9830116,122.6651831
Belrose LFG Power Station,F,NSW,0.0,17.0,0.0,17,0.0,Landfill Gas,2023,-33.72828990000001,151.2179132
Berwick LFG Power Station,F,VIC,0.0,1.0,0.0,1,0.0,Landfill Gas,2023,-38.0309443,145.3437469
Bidyadanga Facility,F,WA,3039.0,2227.0,0.0,2227,0.73,Diesel,2023,-18.6847951,121.7798344
Broadmeadows LFG Power Station,F,VIC,5059.0,396.0,11.0,407,0.08,Landfill Gas,2023,-37.6858788,144.9246674
Brooklyn LFG Power Station,F,VIC,5531.0,408.0,4.0,412,0.07,Landfill Gas,2023,-37.8173492,144.8465361
Broome LNG Power Station,F,WA,132226.0,75453.0,20.0,75473,0.57,Gas,2023,-17.96182,122.236998
Browns Plains LFG Power Station,F,QLD,13639.0,1039.0,3.0,1042,0.08,Landfill Gas,2023,-27.6624358,153.0527734
Clayton LFG Power Station,F,VIC,59126.0,3865.0,2.0,3867,0.07,Landfill Gas,2023,-37.9145479,145.127492
Coober Pedy Facility,F,SA,15174.0,2523.0,0.0,2523,0.17,Wind,2023,-29.013516,134.7544219
Corio LFG Power Station,F,VIC,0.0,6.0,0.0,6,0.0,Landfill Gas,2023,-38.0741708,144.3585808
Cullerin Range Wind Farm,F,NSW,72162.0,14.0,190.0,204,0.0,Wind,2023,-34.8180225,149.399069
Derby LNG Power Station,F,WA,31405.0,19128.0,0.0,19128,0.61,Gas,2023,-17.309288,123.6401839
Djarindjin Facility,F,WA,1941.0,1415.0,0.0,1415,0.73,Diesel,2023,-16.514329,122.895699
Eastern Creek LFG Power Station,F,NSW,4980.0,358.0,8.0,366,0.07,Landfill Gas,2023,-33.8102184,150.85064
Fitzroy Crossing LNG Power Station,F,WA,13036.0,7535.0,0.0,7535,0.58,Gas,2023,-18.19797,125.5670892
German Creek CMM Power Station,F,QLD,141624.0,80118.0,60.0,80178,0.57,Waste Coal Mine Gas,2023,-25.47614107456473,152.8968730508393
Glennies Creek WCMG Power Station,F,NSW,59186.0,31132.0,2.0,31134,0.53,Waste Coal Mine Gas,2023,-32.4612156,151.1069328
Grange Avenue LFG Power Station,F,NSW,1757.0,136.0,18.0,154,0.08,Landfill Gas,2023,-33.701442,150.8513512
Grosvenor 1 WCMG Power Station,F,QLD,132427.0,73663.0,12.0,73675,0.56,Waste Coal Mine Gas,2023,-25.4280672,151.1771816
Grosvenor 2 WCMG Power Station,F,QLD,93648.0,53543.0,7.0,53550,0.57,Waste Coal Mine Gas,2023,-25.4280672,151.1771816
Halls Creek LNG Power Station,F,WA,11753.0,7494.0,0.0,7494,0.64,Gas,2023,-18.2229842,127.6701399
Jabiru Power Station,F,NT,5918.0,5207.0,0.0,5207,0.88,Diesel,2023,-12.6532148,132.8532785
Jack's Gully LFG Power Station,F,NSW,8070.0,628.0,4.0,632,0.08,Landfill Gas,2023,-30.77061538644708,152.4718795408291
Kalamunda Power Station,F,WA,0.0,1.0,0.0,1,0.0,Diesel,2023,-31.9733275,116.0604722
Leonora Facility,F,WA,7666.0,6316.0,0.0,6316,0.82,Gas,2023,-28.8815658,121.3308768
Looma NGD power Station,F,WA,2469.0,1831.0,0.0,1831,0.74,Diesel,2023,-18.0398016,124.1493803
Lucas Heights 1 LFG Power Station,F,NSW,20809.0,1610.0,4.0,1614,0.08,Landfill Gas,2023,-34.0506403,150.9872444
Lucas Heights 2 LFG Power Station,F,NSW,114956.0,9043.0,4.0,9047,0.08,Landfill Gas,2023,-34.0506403,150.9872444
McArthur River Power Station,F,NT,293703.0,141369.0,0.0,141369,0.48,Gas,2023,-16.11427123151219,136.3288903783971
Moranbah North CMM Power Station,F,QLD,385077.0,245586.0,7.0,245593,0.64,Waste Coal Mine Gas,2023,-21.8853292,147.9657585
Oaky Creek II WCMG Power Station,F,QLD,98994.0,56230.0,15.0,56245,0.57,Waste Coal Mine Gas,2023,-28.1913043,152.9375365
Oaky Creek WCMG Power Station,F,QLD,93442.0,48500.0,26.0,48526,0.52,Waste Coal Mine Gas,2023,-28.1913043,152.9375365
Pine Creek A Power Station,F,NT,196221.0,91717.0,0.0,91717,0.47,Gas,2023,-13.8226918,131.8344229
Red Hill LFG Power Station,F,WA,25375.0,1952.0,2.0,1954,0.08,Landfill Gas,2023,-31.8548072,116.0538776
Springvale LFG Power Station,F,VIC,4495.0,353.0,9.0,362,0.08,Landfill Gas,2023,-37.9487211,145.1529433
Tahmoor WCMG Power Station,F,NSW,44379.0,25246.0,10.0,25256,0.57,Waste Coal Mine Gas,2023,-34.2246566,150.5929466
Tamala Park LFG Power Station,F,WA,33084.0,2547.0,2.0,2549,0.08,Landfill Gas,2023,-31.7077611,115.7266133
Tower CSM Power Station,F,NSW,164117.0,114966.0,5.0,114971,0.7,Waste Coal Mine Gas,2023,-31.2532183,146.921099
Warmun Facility,F,WA,2638.0,1980.0,0.0,1980,0.75,Diesel,2023,-17.029704,128.2108177
Weipa Solar Power Station,F,QLD,2163.0,0.0,8.0,8,0.0,Solar,2023,-12.6492936,141.8469901
Wingfield 1 LFG Power Station,F,SA,3714.0,531.0,5.0,536,0.14,Landfill Gas,2023,-34.8413535,138.54613
Wingfield 2 LFG Power Station,F,SA,16424.0,1253.0,3.0,1256,0.08,Landfill Gas,2023,-34.8413535,138.54613
Wonthaggi Wind Farm,F,VIC,25200.0,4.0,39.0,43,0.0,Wind,2023,-38.6073719,145.547975
Clare Solar Farm,F,QLD,181824.0,114.0,90.0,204,0.0,Solar,2023,-19.8396942,147.2103537
Barron Gorge Power Station,F,QLD,335420.0,249.0,342.0,591,0.0,Hydro,2023,-16.8509999,145.6468624
Kareeya Power Station,F,QLD,402310.0,83.0,3545.0,3628,0.0,Hydro,2023,-17.767023,145.5780181
Swanbank E Power Station,F,QLD,839557.0,336668.0,3823.0,340491,0.4,Gas,2023,-27.6541138,152.8165514
Wivenhoe Power Station,F,QLD,502177.0,714.0,515482.0,516196,0.0,Hydro,2023,-22.575197,144.0847926
Collgar Wind Farm,F,WA,669912.0,163.0,1077.0,1240,0.0,Wind,2023,-31.9509006,115.8496117
Royalla Solar Farm,F,ACT,32482.0,0.0,159.0,159,0.0,Solar,2023,-35.4897929,149.1430018
Dundonnell Wind Farm,F,VIC,1026461.0,227.0,1531.0,1758,0.0,Wind,2023,-37.8411508,142.8755802
Darlington Point Solar Farm Pty Ltd,F,NSW,521021.0,203.0,0.0,203,0.0,Solar,2023,-34.6473191,146.0357394
Gannawarra Solar Farm Pty Ltd,F,VIC,104644.0,26.0,0.0,26,0.0,Solar,2023,-35.7350558,143.7794624
GESS ProjectCo Pty Ltd,F,VIC,0.0,15.0,2430.0,2445,0.0,Battery,2023,-36.9847807,143.3906074
Hamilton Solar Farm Pty Ltd,F,NT,114610.0,31.0,0.0,31,0.0,Solar,2023,-19.4914108,132.5509603
The Daydream Solar Farm Trust,F,QLD,319719.0,79.0,0.0,79,0.0,Solar,2023,-22.575197,144.0847926
The Hayman Solar Farm Trust,F,QLD,93913.0,34.0,0.0,34,0.0,Solar,2023,-20.4875155,147.7447776
Alkimos Beach Community Battery,F,WA,0.0,1.0,20.0,21,0.0,Battery,2023,-31.6283614,115.69034
Bremer Bay Wind Diesel Power Station,F,WA,1772.0,5.0,0.0,5,0.0,Wind,2023,-34.3928168,119.378766
Cockburn Power Station,F,WA,1306506.0,487712.0,0.0,487712,0.37,Gas,2023,-32.2003779,115.7740725
Collie Power Station,F,WA,817477.0,776663.0,1381.0,778044,0.95,Black Coal,2023,-33.341898,116.2622544
Coral Bay Wind Diesel Power Station,F,WA,3462.0,1204.0,0.0,1204,0.35,Diesel,2023,-23.1422976,113.7723112
Hopetoun Wind Diesel Power Station,F,WA,5504.0,2691.0,0.0,2691,0.49,Diesel,2023,-33.9216173,120.1350156
Kalbarri Wind Farm,F,WA,2641.0,0.0,0.0,0,0.0,Wind,2023,-27.8983075,114.1945476
Kalgoorlie Gas Turbine Station,F,WA,4465.0,4655.0,0.0,4655,1.04,Gas,2023,-30.749,121.466
Kwinana Battery Energy Storage Site,F,WA,0.0,280.0,200.0,480,0.0,Battery,2023,-32.1982443,115.7785157
Kwinana Power Station,F,WA,1070204.0,542823.0,312.0,543135,0.51,Gas,2023,-32.2002686,115.7759049
Muja Power Station,F,WA,3033023.0,2868892.0,856.0,2869748,0.95,Black Coal,2023,-33.446204,116.3065633
Mungarra Gas Turbine Station,F,WA,5255.0,4687.0,0.0,4687,0.89,Gas,2023,-22.6849341,117.7945579
Pinjar Gas Turbine Station,F,WA,718062.0,669979.0,0.0,669979,0.93,Gas,2023,-31.62058739999999,115.8208094
VPP4S,F,WA,0.0,0.0,78.0,78,0.0,Battery,2023,-27.6728168,121.6283098
Ravensthorpe Power Station,F,WA,423.0,331.0,0.0,331,0.78,Diesel,2023,-33.5817351,120.0470727
Bungala One Solar Farm,F,SA,231834.0,0.0,0.0,0,0.0,Solar,2023,-32.4157497,137.8486525
Bungala Two Solar Farm,F,SA,237371.0,0.0,0.0,0,0.0,Solar,2023,-35.44673379682987,138.3113974590745
Cohuna Solar Farm,F,VIC,36796.0,0.0,0.0,0,0.0,Solar,2023,-35.8806392,144.2214594
Aurukun Remote generation,F,QLD,6634.0,4365.0,0.0,4365,0.66,Diesel,2023,-13.3550159,141.728558
Badu Island Remote Generation,F,QLD,3549.0,2421.0,0.0,2421,0.68,Diesel,2023,-10.116416,142.1275481
Bamaga Remote Generation,F,QLD,16781.0,11256.0,0.0,11256,0.67,Diesel,2023,-10.892344,142.3871554
Barcaldine Power Station Facility,F,QLD,5486.0,6667.0,365.0,7032,1.22,Gas,2023,-23.5523795,145.3140957
Bedourie Remote Generation,F,QLD,1171.0,781.0,0.0,781,0.67,Diesel,2023,-24.5351302,139.5678767
Birdsville Remote Generation,F,QLD,1502.0,973.0,0.0,973,0.65,Diesel,2023,-25.898242,139.3534879
Boigu Island Remote Generation,F,QLD,1446.0,1034.0,0.0,1034,0.72,Diesel,2023,-9.2305459,142.2196134
Boulia Remote Generation,F,QLD,2803.0,1926.0,0.0,1926,0.69,Diesel,2023,-22.9110493,139.9118532
Burketown Remote Generation,F,QLD,2309.0,1440.0,0.0,1440,0.62,Diesel,2023,-17.7422259,139.5479392
Camooweal Remote Generation,F,QLD,2215.0,1557.0,0.0,1557,0.7,Diesel,2023,-19.9214739,138.1200749
Coconut Island Remote Generation,F,QLD,1185.0,853.0,0.0,853,0.72,Diesel,2023,-10.0499406,143.0676416
Coen Remote Generation,F,QLD,1942.0,1292.0,0.0,1292,0.67,Diesel,2023,-13.945214,143.198799
Darnley Island Remote Generation,F,QLD,1681.0,1199.0,0.0,1199,0.71,Diesel,2023,-9.5974691,143.7614205
Dauan Island Remote Generation,F,QLD,1066.0,784.0,0.0,784,0.74,Diesel,2023,-9.4201831,142.5345281
Domain Shopping centre Solar Farm,F,QLD,2183.0,0.0,0.0,0,0.0,Solar,2023,-22.575197,144.0847926
Doomadgee Remote Generation,F,QLD,7161.0,4634.0,0.0,4634,0.65,Diesel,2023,-17.9399667,138.8292283
Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,844.0,404.0,309.0,713,0.48,Diesel,2023,-27.981644,152.9673844
Energy Impact - Generation - Facility,F,QLD,703.0,495.0,0.0,495,0.7,Diesel,2023,-22.575197,144.0847926
Grand Central Shopping Centre Solar Farm,F,QLD,1288.0,0.0,0.0,0,0.0,Solar,2023,-27.5615522,151.950838
Gununa Remote Generation,F,QLD,6395.0,4510.0,0.0,4510,0.71,Diesel,2023,-16.6665486,139.1839483
Hammond Island,F,QLD,971.0,724.0,0.0,724,0.75,Diesel,2023,-10.5585847,142.2071605
Jundah Remote Generation,F,QLD,1101.0,732.0,0.0,732,0.66,Diesel,2023,-24.8316136,143.0589714
Kowanyama Remote Generation,F,QLD,5684.0,3754.0,0.0,3754,0.66,Diesel,2023,-15.4748788,141.7452429
Kubin Island Remote Generation,F,QLD,2482.0,1678.0,0.0,1678,0.68,Diesel,2023,-10.170563,142.254972
Lockhart River Remote Generation,F,QLD,3311.0,2209.0,0.0,2209,0.67,Diesel,2023,-12.7860548,143.3418664
Logan Hyperdome Solar Farm,F,QLD,6157.0,0.0,0.0,0,0.0,Solar,2023,-27.658892,153.1716019
Mabuig Island Remote Generation,F,QLD,1164.0,858.0,0.0,858,0.74,Diesel,2023,-9.9553248,142.1832671
Mapoon Remote Generation,F,QLD,1927.0,1217.0,0.0,1217,0.63,Diesel,2023,-12.0236898,141.9047365
Murray Island Remote Generation,F,QLD,2077.0,1433.0,0.0,1433,0.69,Diesel,2023,-9.9146646,144.0410985
Palm Island Remote Generation,F,QLD,9257.0,6399.0,0.0,6399,0.69,Diesel,2023,-18.7344761,146.579811
Pormpuraaw,F,QLD,3397.0,2294.0,0.0,2294,0.68,Diesel,2023,-14.8999292,141.6190745
Robina Shopping Centre Solar Farm,F,QLD,7096.0,0.0,0.0,0,0.0,Solar,2023,-28.073177,153.3777443
Sabai Island Remote Generation,F,QLD,1827.0,1283.0,0.0,1283,0.7,Diesel,2023,-9.37806,142.6219811
Stephen Island Remote Generation,F,QLD,527.0,385.0,0.0,385,0.73,Diesel,2023,-9.5078041,143.5459797
Thursday Island Remote Generation,F,QLD,28643.0,18418.0,0.0,18418,0.64,Diesel,2023,-10.5802361,142.2210964
Warraber Island Remote Generation,F,QLD,1507.0,1069.0,0.0,1069,0.71,Diesel,2023,-10.2082232,142.8245693
Wasaga Remote Generation,F,QLD,4802.0,3396.0,0.0,3396,0.71,Diesel,2023,-10.5925609,142.249371
Water Gardens Shopping Centre Solar Farm,F,VIC,2707.0,0.0,0.0,0,0.0,Solar,2023,-37.6995475,144.7773828
Windorah Remote Generation,F,QLD,1278.0,823.0,0.0,823,0.64,Diesel,2023,-25.4225397,142.6559128
Yam Island,F,QLD,1787.0,1205.0,0.0,1205,0.67,Diesel,2023,-9.9029808,142.775032
York Island,F,QLD,1559.0,1093.0,0.0,1093,0.7,Diesel,2023,-9.7516447,143.4081551
EnergyAustralia Virtual Power Plant (EA VPP),F,VIC,0.0,0.0,0.0,0,0.0,Battery,2023,-37.8205666,144.9515086
Hallett Power Station,F,SA,70602.0,51466.0,579.0,52045,0.73,Gas,2023,-33.3522796,138.7536186
Jeeralang Power Station,F,VIC,51904.0,41995.0,4750.0,46745,0.81,Gas,2023,-38.3670385,146.4391023
Mt Piper Power Station,F,NSW,5896325.0,5124791.0,16531.0,5141322,0.87,Black Coal,2023,-33.358008,150.0320006
Newport Power Station,F,VIC,432895.0,235076.0,22482.0,257558,0.54,Gas,2023,-37.8411815,144.8944409
Tallawarra Power Station,F,NSW,1216119.0,452109.0,5873.0,457982,0.37,Gas,2023,-34.5248325,150.8065789
Virtual Power Plant,F,VIC,982.0,0.0,0.0,0,0.0,Solar,2023,-36.9847807,143.3906074
Yallourn Power Station,F,VIC,8830350.0,11478271.0,131437.0,11609708,1.3,Brown Coal,2023,-38.1814386,146.3479385
