reportingEntity,facilityName,type,state,electricityProductionGJ,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,gridConnected,grid,primaryFuel,importantNotes,year
BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,F,WA,6078158.0,1688377.0,1377635.0,1775.0,1379410.0,0.82,On,SWIS,Black Coal,,2015
BLUEWATERS POWER 2 PTY LTD,Corporate Total,C,,6078158.0,1688377.0,1377635.0,1775.0,1379410.0,,,,,,2015
BPIH PTY LIMITED,Brookfield District Energy (GX) Pty Ltd,F,NSW,78204.0,21723.0,11861.0,22049.0,33910.0,0.55,On,NEM,Gas,,2015
BPIH PTY LIMITED,Corporate Total,C,,78204.0,21723.0,11861.0,22049.0,33910.0,,,,,,2015
CANUNDA POWER PTY LTD,Canunda Wind Farm,F,SA,445274.0,123687.0,17.0,156.0,173.0,0.0,On,NEM,Wind,,2015
CANUNDA POWER PTY LTD,Corporate Total,C,,445274.0,123687.0,17.0,156.0,173.0,,,,,,2015
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,643940.0,178872.0,6032.0,1423.0,7455.0,0.03,On,NEM,Bagasse,,2015
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,375693.0,104359.0,3007.0,1687.0,4694.0,0.03,On,NEM,Bagasse,,2015
CAPE BYRON MANAGEMENT PTY LTD,Corporate Total,C,,1019633.0,283231.0,9039.0,3110.0,12149.0,,,,,,2015
CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Daandine Power Station,F,QLD,,,125058.0,0.0,125058.0,,On,NEM,Coal Seam Methane,"The electricity production data is unavailable for this facility, pending further clarification of the data reported and/or pending outcome of regulatory matters.  The data on this facility may be made available in future publications.",2015
CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Corporate Total,C,,,,125058.0,0.0,125058.0,,,,,,2015
CONTRACT POWER AUSTRALIA PTY LTD,FMG Cloud Break Mine Site Power Station,F,WA,643454.0,178737.0,110575.0,0.0,110575.0,0.62,Off,Off-grid,Diesel,,2015
CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,F,WA,50926.0,14146.0,10193.0,0.0,10193.0,0.72,Off,Off-grid,Diesel,,2015
CONTRACT POWER AUSTRALIA PTY LTD,Corporate Total,C,,694380.0,192883.0,120768.0,0.0,120768.0,,,,,,2015
CS ENERGY LIMITED,Callide A Power Station,F,QLD,362952.0,100820.0,123177.0,43885.0,167062.0,1.22,On,NEM,Black Coal,,2015
CS ENERGY LIMITED,Callide B Power Station,F,QLD,12706326.0,3529535.0,3285158.0,34530.0,3319688.0,0.93,On,NEM,Black Coal,,2015
CS ENERGY LIMITED,Callide C Power Station,F,QLD,19988727.0,5552424.0,4961514.0,20952.0,4982466.0,0.89,On,NEM,Black Coal,"Please note that in some circumstances Joint Venture partners are required to report a full amount for each facility they have in a Joint Venture. This results in that facility appearing twice. The identified Joint Venture participants have each included the same data for the Callide C Power Station in their NGER reports. This is because neither participant had the greatest ability to introduce and implement the operating and environmental policies in relation to the facility, and a nomination of operational control has not been made.",2015
CS ENERGY LIMITED,Kogan Creek Power Station,F,QLD,20633364.0,5731490.0,4761463.0,2411.0,4763874.0,0.83,On,NEM,Black Coal,,2015
CS ENERGY LIMITED,Wivenhoe Power Station,F,QLD,72877.0,20244.0,23.0,50466.0,50489.0,0.0,On,NEM,Hydro,,2015
CS ENERGY LIMITED,Corporate Total,C,,53764246.0,14934513.0,13131335.0,152244.0,13283579.0,,,,,,2015
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2566405.0,712890.0,227.0,611.0,838.0,0.0,On,SWIS,Wind,,2015
CWF HOLDINGS PTY LTD,Corporate Total,C,,2566405.0,712890.0,227.0,611.0,838.0,,,,,,2015
CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,751603.0,208779.0,55.0,720.0,775.0,0.0,On,NEM,Wind,,2015
CWP RENEWABLES PTY LTD,Taralga Wind Farm Pty Ltd,F,NSW,265563.0,73768.0,20.0,128.0,148.0,0.0,On,NEM,Wind,,2015
CWP RENEWABLES PTY LTD,Corporate Total,C,,1017166.0,282546.0,75.0,848.0,923.0,,,,,,2015
DELTA ELECTRICITY,Brown Mountain Power Station,F,NSW,48431.0,13453.0,6.0,0.0,6.0,0.0,On,NEM,Hydro,,2015
DELTA ELECTRICITY,Colongra PS,F,NSW,258467.0,71796.0,41565.0,3913.0,45478.0,0.58,On,NEM,Gas,,2015
DELTA ELECTRICITY,Vales Point Power Station,F,NSW,24972675.0,6936854.0,6020229.0,47711.0,6067940.0,0.87,On,NEM,Black Coal,,2015
DELTA ELECTRICITY,Corporate Total,C,,25279573.0,7022104.0,6061800.0,51624.0,6113424.0,,,,,,2015
DIAMANTINA HOLDING COMPANY PTY LIMITED,Diamantina Power Station,F,QLD,5410680.0,1502967.0,613667.0,95.0,613762.0,0.41,On,Mt Isa,Gas,,2015
DIAMANTINA HOLDING COMPANY PTY LIMITED,Corporate Total,C,,5410680.0,1502967.0,613667.0,95.0,613762.0,,,,,,2015
ECOGEN HOLDINGS PTY LTD,Jeeralang Power Station,F,VIC,79794.0,22165.0,15640.0,6730.0,22370.0,0.71,On,NEM,Gas,,2015
ECOGEN HOLDINGS PTY LTD,Newport Power Station,F,VIC,342893.0,95248.0,52641.0,24749.0,77390.0,0.55,On,NEM,Gas,,2015
ECOGEN HOLDINGS PTY LTD,Corporate Total,C,,422687.0,117413.0,68281.0,31479.0,99760.0,,,,,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,F,WA,347600.0,96556.0,13.0,7.0,20.0,0.0,On,SWIS,Wind,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel System,FA,WA,6664.0,1851.0,220.0,3.0,223.0,0.12,On,SWIS,Wind/Diesel,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,F,WA,2369340.0,658150.0,260404.0,0.0,260404.0,0.4,On,SWIS,Gas,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,F,WA,8061797.0,2239388.0,2024283.0,3244.0,2027527.0,0.9,On,SWIS,Black Coal,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel System,FA,WA,12118.0,3366.0,1813.0,0.0,1813.0,0.54,Off,Off-grid,Wind/Diesel,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,F,WA,6871.0,1909.0,0.0,1.0,1.0,0.0,Off,Off-grid,Wind,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,52851.0,14681.0,0.0,8.0,8.0,0.0,Off,Off-grid,Wind,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Geraldton Gas Turbine Station,F,WA,80.0,22.0,29.0,0.0,29.0,1.31,On,SWIS,Gas,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel System,FA,WA,19713.0,5476.0,2671.0,0.0,2671.0,0.49,Off,Off-grid,Wind/Diesel,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Photovoltaic,F,WA,81.0,23.0,0.0,4.0,4.0,0.0,On,SWIS,Solar,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,F,WA,15140.0,4206.0,0.0,6.0,6.0,0.0,On,SWIS,Wind,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,6739.0,1872.0,1751.0,0.0,1751.0,0.94,On,SWIS,Gas,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,F,WA,3520116.0,977810.0,602488.0,700.0,603188.0,0.62,On,SWIS,Gas,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,F,WA,13831474.0,3842076.0,3744318.0,1655.0,3745973.0,0.97,On,SWIS,Black Coal,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,348804.0,96890.0,82909.0,0.0,82909.0,0.86,On,SWIS,Gas,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,F,WA,1670548.0,464041.0,376980.0,0.0,376980.0,0.81,On,SWIS,Gas,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,South West Cogeneration Joint Venture,F,WA,3568929.0,991369.0,623890.0,37.0,623927.0,0.63,On,SWIS,Gas,,2015
ELECTRICITY GENERATION AND RETAIL CORPORATION,Corporate Total,C,,33838865.0,9399685.0,7721769.0,5665.0,7727434.0,,,,,,2015
ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,701.0,195.0,138.0,0.0,138.0,0.71,On,SWIS,Liquid Fuel,,2015
ELECTRICITY NETWORKS CORPORATION,Corporate Total,C,,701.0,195.0,138.0,0.0,138.0,,,,,,2015
ENERGEX LIMITED,Energy Impact - Bromelton Peak Generation Plant,F,QLD,6745.0,1874.0,1402.0,427.0,1829.0,0.75,On,NEM,Liquid Fuel,,2015
ENERGEX LIMITED,Energy Impact - Generation,F,QLD,4125.0,1146.0,799.0,0.0,799.0,0.7,On,NEM,Liquid Fuel,,2015
ENERGEX LIMITED,Corporate Total,C,,10870.0,3019.0,2201.0,427.0,2628.0,,,,,,2015
ENERGY DEVELOPMENTS LIMITED,Appin CSM Power Station,F,NSW,588901.0,163584.0,124621.0,85.0,124706.0,0.76,On,NEM,Coal Seam Methane,,2015
ENERGY DEVELOPMENTS LIMITED,Ardyaloon Remote Power Station,F,WA,6385.0,1774.0,1275.0,0.0,1275.0,0.72,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Beagle Bay Remote Power Station,F,WA,5835.0,1621.0,1151.0,0.0,1151.0,0.71,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Belrose and Grange Avenue LFG Power Stations,FA,NSW,46595.0,12943.0,815.0,6.0,821.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Berwick LFG Power Station,F,VIC,86977.0,24160.0,1539.0,810.0,2349.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Bidyadanga Remote Power Staiton,F,WA,10466.0,2907.0,2094.0,0.0,2094.0,0.72,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Broadmeadows LFG Power Station,F,VIC,69413.0,19281.0,1230.0,10.0,1240.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Brooklyn LFG Power Station,F,VIC,61195.0,16999.0,1054.0,5.0,1059.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Broome LNG Power Station,F,WA,485698.0,134916.0,82255.0,0.0,82255.0,0.61,Off,Off-grid,Gas/Diesel,,2015
ENERGY DEVELOPMENTS LIMITED,Browns Plains LFG Power Station,F,QLD,40383.0,11218.0,712.0,4.0,716.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Century Power Station,FA,QLD,4393.0,1220.0,848.0,0.0,848.0,0.69,On,Mt Isa,Diesel,,2015
ENERGY DEVELOPMENTS LIMITED,Clayton LFG Power Station,F,VIC,290315.0,80643.0,4503.0,321.0,4824.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Coober Pedy Remote Power Station,F,SA,42860.0,11906.0,8348.0,0.0,8348.0,0.7,Off,Off-grid,Diesel,,2015
ENERGY DEVELOPMENTS LIMITED,Cue Remote Power Station,F,WA,6804.0,1890.0,1363.0,0.0,1363.0,0.72,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Derby LNG Power Station,F,WA,128739.0,35761.0,18528.0,0.0,18528.0,0.52,Off,Off-grid,Gas/Diesel,,2015
ENERGY DEVELOPMENTS LIMITED,Djarandjin Remote Power Station,F,WA,5837.0,1621.0,1157.0,0.0,1157.0,0.71,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Eastern Creek LFG Power Station,F,NSW,58449.0,16236.0,931.0,3.0,934.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,EDL LFG (VIC),FA,VIC,28317.0,7866.0,502.0,7.0,509.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Fitzroy Crossing LNG Power Station,F,WA,52066.0,14463.0,7074.0,0.0,7074.0,0.49,Off,Off-grid,Gas/Diesel,,2015
ENERGY DEVELOPMENTS LIMITED,Gascoyne Junction Remote Power Station,F,WA,2847.0,791.0,603.0,0.0,603.0,0.76,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,German Creek CMM Power Station,F,QLD,1101467.0,305963.0,166630.0,0.0,166630.0,0.54,On,NEM,Waste Coal Mine Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Glennies Creek Power Station,F,NSW,326588.0,90719.0,53189.0,5.0,53194.0,0.59,On,NEM,Waste Coal Mine Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Halls Creek LNG Power Station,F,WA,41237.0,11455.0,6357.0,0.0,6357.0,0.55,Off,Off-grid,Gas/Diesel,,2015
ENERGY DEVELOPMENTS LIMITED,Highbury and Tea Tree Gully Power Stations,FA,SA,12141.0,3373.0,220.0,42.0,262.0,0.07,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Jacks Gully LFG Power Station,F,NSW,56366.0,15657.0,991.0,1.0,992.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Karumba Power Station,F,QLD,51753.0,14376.0,9935.0,8.0,9943.0,0.69,Off,Off-grid,Diesel,,2015
ENERGY DEVELOPMENTS LIMITED,Laverton Remote Power Station,F,WA,13825.0,3840.0,2685.0,0.0,2685.0,0.7,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Leonora Remote Power Station,F,WA,32000.0,8889.0,6446.0,0.0,6446.0,0.73,Off,Off-grid,Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Looma Power Station,FA,WA,9329.0,2591.0,2076.0,0.0,2076.0,0.8,Off,Off-grid,Gas/Diesel,,2015
ENERGY DEVELOPMENTS LIMITED,Lucas Heights 1 LFG Power Station,F,NSW,81911.0,22753.0,1447.0,3.0,1450.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Lucas Heights 2 LFG Power Station,F,NSW,363270.0,100908.0,6422.0,3.0,6425.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,McArthur River Power Station,F,NT,1028823.0,285784.0,132182.0,0.0,132182.0,0.46,Off,Off-grid,Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Meekatharra Remote Power Station,F,WA,23382.0,6495.0,4675.0,0.0,4675.0,0.72,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Menzies Remote Power Station,F,WA,2620.0,728.0,560.0,0.0,560.0,0.77,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Moranbah North CMM Power Station,F,QLD,1581863.0,439406.0,238554.0,0.0,238554.0,0.54,On,NEM,Waste Coal Mine Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Mt Magnet Remote Power Station,F,WA,12419.0,3450.0,2514.0,0.0,2514.0,0.73,Off,Off-grid,Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Mugga Lane LFG Power Station,F,ACT,79427.0,22063.0,1398.0,1.0,1399.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Oaky Creek Power Station,F,QLD,481153.0,133654.0,77508.0,23.0,77531.0,0.58,On,NEM,Coal Seam Methane,,2015
ENERGY DEVELOPMENTS LIMITED,Pedler Creek LFG Power Station,F,SA,68940.0,19150.0,1210.0,2.0,1212.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Pine Creek A Power Station,F,NT,651894.0,181082.0,90532.0,0.0,90532.0,0.5,On,DKIS,Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Roghan Road LFG Power Station,FA,QLD,4877.0,1355.0,83.0,44.0,127.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Sandstone Remote Power Station,F,WA,1831.0,509.0,406.0,0.0,406.0,0.8,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Springvale LFG Power Station,F,VIC,60010.0,16669.0,1066.0,13.0,1079.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Tahmoor Power Station,F,NSW,167241.0,46456.0,29870.0,10.0,29880.0,0.64,On,NEM,Waste Coal Mine Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Teralba Power Station,F,NSW,41260.0,11461.0,7316.0,32.0,7348.0,0.64,On,NEM,Coal Seam Methane,,2015
ENERGY DEVELOPMENTS LIMITED,Tower CSM Power Station,F,NSW,727327.0,202035.0,145425.0,9.0,145434.0,0.72,On,NEM,Coal Seam Methane,,2015
ENERGY DEVELOPMENTS LIMITED,Warmun Remote Power Station,F,WA,9744.0,2707.0,1967.0,0.0,1967.0,0.73,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,West Belconnen LFG Power Station,F,ACT,11163.0,3101.0,201.0,8.0,209.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Wiluna Remote Power Station,F,WA,8252.0,2292.0,1657.0,0.0,1657.0,0.72,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Wingfield 1 LFG Power Station,F,SA,57947.0,16096.0,1019.0,1.0,1020.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Wingfield 2 LFG Power Station,F,SA,59665.0,16574.0,1049.0,1.0,1050.0,0.06,On,NEM,Landfill Gas,,2015
ENERGY DEVELOPMENTS LIMITED,Yalgoo Remote Power Station,F,WA,2895.0,804.0,616.0,0.0,616.0,0.77,Off,Off-grid,Liquid Fuel,,2015
ENERGY DEVELOPMENTS LIMITED,Corporate Total,C,,9195095.0,2554193.0,1256809.0,1457.0,1258266.0,,,,,,2015
ENERGY WORLD CORPORATION LTD,Brewer Power Station,F,NT,169861.0,47184.0,30511.0,14.0,30525.0,0.65,Off,Off-grid,Gas,,2015
ENERGY WORLD CORPORATION LTD,Corporate Total,C,,169861.0,47184.0,30511.0,14.0,30525.0,,,,,,2015
ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,F,SA,620421.0,172339.0,65.0,128.0,193.0,0.0,On,NEM,Wind,,2015
ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,80235.0,22288.0,23349.0,2735.0,26084.0,1.05,On,NEM,Gas/Diesel,,2015
ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,22617530.0,6282647.0,5432906.0,35153.0,5468059.0,0.86,On,NEM,Black Coal,,2015
ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,7496610.0,2082392.0,758611.0,2381.0,760992.0,0.36,On,NEM,Gas,,2015
ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,F,SA,1063581.0,295439.0,66.0,226.0,292.0,0.0,On,NEM,Wind,,2015
ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,F,VIC,40512852.0,11253570.0,14318960.0,301769.0,14620729.0,1.27,On,NEM,Brown Coal,,2015
ENERGYAUSTRALIA HOLDINGS LIMITED,Corporate Total,C,,72391229.0,20108675.0,20533957.0,342392.0,20876349.0,,,,,,2015
ERM POWER LIMITED,Newgen Neerabup Power Station,F,WA,449321.0,124811.0,75996.0,3033.0,79029.0,0.61,On,SWIS,Gas,,2015
ERM POWER LIMITED,Oakey Power Station,F,QLD,1796909.0,499141.0,311168.0,1956.0,313124.0,0.62,On,NEM,Gas,,2015
ERM POWER LIMITED,Corporate Total,C,,2246230.0,623953.0,387164.0,4989.0,392153.0,,,,,,2015
ESPERANCE POWER STATION PTY LTD,Esperance Power Station,F,WA,271834.0,75509.0,58134.0,0.0,58134.0,0.77,Off,Off-grid,Gas/Diesel,,2015
ESPERANCE POWER STATION PTY LTD,Corporate Total,C,,271834.0,75509.0,58134.0,0.0,58134.0,,,,,,2015
ESSENTIAL ENERGY,Essential Energy Generation Facilities,FA,NSW,1795.0,499.0,692.0,183.0,875.0,1.39,On,NEM,Multiple sources,,2015
ESSENTIAL ENERGY,Corporate Total,C,,1795.0,499.0,692.0,183.0,875.0,,,,,,2015
FPC 30 LIMITED,FPC Green Energy,F,QLD,355463.0,98740.0,3769.0,1645.0,5414.0,0.04,On,NEM,Biofuel,,2015
FPC 30 LIMITED,Corporate Total,C,,355463.0,98740.0,3769.0,1645.0,5414.0,,,,,,2015
GOLDFIELDS POWER PTY LTD,Parkeston Power Station,F,WA,814460.0,226239.0,134782.0,0.0,134782.0,0.6,On,SWIS,Gas/Diesel,,2015
GOLDFIELDS POWER PTY LTD,Corporate Total,C,,814460.0,226239.0,134782.0,0.0,134782.0,,,,,,2015
GSP ENERGY PTY LTD,Blayney Wind Farm,F,NSW,72296.0,20082.0,0.0,49.0,49.0,0.0,On,NEM,Wind,,2015
GSP ENERGY PTY LTD,Burrinjuck Power Station,F,NSW,305092.0,84748.0,0.0,105.0,105.0,0.0,On,NEM,Hydro,,2015
GSP ENERGY PTY LTD,Crookwell Wind Farm,F,NSW,28521.0,7923.0,0.0,33.0,33.0,0.0,On,NEM,Wind,,2015
GSP ENERGY PTY LTD,Hume Power Station,F,NSW,755051.0,209736.0,0.0,298.0,298.0,0.0,On,NEM,Hydro,,2015
GSP ENERGY PTY LTD,Keepit Power Station,F,NSW,10253.0,2848.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2015
GSP ENERGY PTY LTD,Corporate Total,C,,1171213.0,325337.0,0.0,485.0,485.0,,,,,,2015
HRL LIMITED,Energy Brix Australia Corporation,F,VIC,150097.0,41694.0,100703.0,18935.0,119638.0,2.42,On,NEM,Brown Coal,,2015
HRL LIMITED,Corporate Total,C,,150097.0,41694.0,100703.0,18935.0,119638.0,,,,,,2015
HYDRO POWER PTY. LIMITED,Wyangala A,F,NSW,138482.0,38467.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2015
HYDRO POWER PTY. LIMITED,Corporate Total,C,,138482.0,38467.0,0.0,0.0,0.0,,,,,,2015
HYDRO-ELECTRIC CORPORATION,Bastyan Hydro Power Station,F,TAS,1289717.0,358255.0,0.0,221.0,221.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Butlers Gorge Hydro Power Station,F,TAS,330501.0,91806.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Catagunya Hydro Power Station,F,TAS,781824.0,217173.0,0.0,22.0,22.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Cethana Hydro Power Station,F,TAS,870760.0,241878.0,0.0,98.0,98.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Cluny Hydro Power Station,F,TAS,293141.0,81428.0,0.0,9.0,9.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Devils Gate Hydro Power Station,F,TAS,942101.0,261695.0,0.0,27.0,27.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Fisher Hydro Power Station,F,TAS,460680.0,127967.0,0.0,3.0,3.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,13110.0,3642.0,2457.0,4.0,2461.0,0.67,Off,Off-grid,Wind/Diesel,,2015
HYDRO-ELECTRIC CORPORATION,Gordon Hydro Power Station,F,TAS,3822412.0,1061781.0,0.0,114.0,114.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,John Butters Hydro Power Station,F,TAS,1766518.0,490699.0,0.0,631.0,631.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,King Island Power Station,F,TAS,45436.0,12621.0,5037.0,4.0,5041.0,0.4,Off,Off-grid,Wind/Diesel,,2015
HYDRO-ELECTRIC CORPORATION,Lake Echo Hydro Power Station,F,TAS,120795.0,33554.0,0.0,21.0,21.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Lake Margaret Lower Hydro Power station,F,TAS,20435.0,5676.0,0.0,3.0,3.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Lake Margaret Upper Hydro Power Station,F,TAS,170131.0,47259.0,0.0,1.0,1.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Lemonthyme Hydro Power Station,F,TAS,926469.0,257353.0,0.0,55.0,55.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Liapootah Hydro Power Station,F,TAS,1491643.0,414345.0,0.0,467.0,467.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Mackintosh Hydro Power Station,F,TAS,1227923.0,341090.0,0.0,776.0,776.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Meadowbank Hydro Power Station,F,TAS,158933.0,44148.0,0.0,56.0,56.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Paloona Hydro Power Station,F,TAS,335083.0,93079.0,0.0,45.0,45.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Parangana Hydro Power Station,F,TAS,15066.0,4185.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Poatina Hydro Power Station,F,TAS,3798355.0,1055099.0,0.0,1994.0,1994.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Reece Hydro Power Station,F,TAS,3295055.0,915293.0,0.0,1976.0,1976.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Repulse Hydro Power Station,F,TAS,500556.0,139043.0,0.0,10.0,10.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Rowallan Hydro Power Station,F,TAS,84911.0,23586.0,0.0,8.0,8.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Tamar Valley Power Station,F,TAS,63619.0,17672.0,9276.0,2570.0,11846.0,0.52,On,NEM,Gas,,2015
HYDRO-ELECTRIC CORPORATION,Tarraleah Hydro Power Station,F,TAS,2275240.0,632011.0,0.0,102.0,102.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Tods Corner Hydro Power Station,F,TAS,20731.0,5759.0,0.0,3.0,3.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Trevallyn Hydro Power Station,F,TAS,1256107.0,348919.0,0.0,80.0,80.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Tribute Hydro Power Station,F,TAS,788456.0,219016.0,0.0,67.0,67.0,0.0,On,NEM,Hydro,,2015
HYDRO-ELECTRIC CORPORATION,Tungatinah Hydro Power Station,F,TAS,1530728.0,425202.0,0.0,156.0,156.0,0.0,On,NEM,Hydro,,2015
