reportingEntity,facilityName,type,state,electricityProductionGJ,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,gridConnected,grid,primaryFuel,importantNotes,year
AGL Energy Limited,Bayswater Power Station,F,NSW,57455186.0,,,,14115413.0,,On,NEM,Black Coal,,2019
AGL Energy Limited,Bogong Power Station,F,VIC,285290.0,,,,939.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Broken Hill Solar Plant,F,NSW,445268.0,,,,425.0,,On,NEM,Solar,,2019
AGL Energy Limited,Burrendong Hydro,F,NSW,22225.0,,,,54.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Clover Hydro,F,VIC,126367.0,,,,298.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Coopers Cogeneration,F,SA,51189.0,,,,10449.0,,On,NEM,Gas,,2019
AGL Energy Limited,Copeton Hydro,F,NSW,135016.0,,,,28.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Dartmouth Hydro,F,VIC,1799330.0,,,,179.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Eildon Hydro,F,VIC,647219.0,,,,1463.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Glenbawn Hydro,F,NSW,7601.0,,,,10.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Glenorchy Landfill Generation,F,TAS,6546.0,,,,105.0,,On,NEM,Landfill Gas,,2019
AGL Energy Limited,Hallett (Stage 1) Wind Farm,F,SA,1160489.0,,,,303.0,,On,NEM,Wind,,2019
AGL Energy Limited,Hallett (Stage 2) Wind Farm,F,SA,942452.0,,,,225.0,,On,NEM,Wind,,2019
AGL Energy Limited,Hallett (Stage 4) Wind Farm,F,SA,1692633.0,,,,495.0,,On,NEM,Wind,,2019
AGL Energy Limited,Hallett (Stage 5) Wind Farm,F,SA,567813.0,,,,235.0,,On,NEM,Wind,,2019
AGL Energy Limited,Hobart Landfill Generation,F,TAS,4694.0,,,,74.0,,On,NEM,Landfill Gas,,2019
AGL Energy Limited,Hunter Valley Gas Turbines,F,NSW,9061.0,,,,3790.0,,On,NEM,Gas,,2019
AGL Energy Limited,Kemps Creek Landfill Generation,F,NSW,3707.0,,,,66.0,,On,NEM,Landfill Gas,,2019
AGL Energy Limited,Kincumber Landfill Generation,F,NSW,1407.0,,,,32.0,,On,NEM,Landfill Gas,,2019
AGL Energy Limited,Liddell Power Station,F,NSW,33269876.0,,,,8528422.0,,On,NEM,Black Coal,,2019
AGL Energy Limited,Loy Yang Power Station and Mine,F,VIC,57454359.0,,,,18798519.0,,On,NEM,Brown Coal,,2019
AGL Energy Limited,Macarthur Wind Farm,F,VIC,3837422.0,,,,3476.0,,On,NEM,Wind,,2019
AGL Energy Limited,McKay Creek Hydro,F,VIC,357324.0,,,,5221.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Moranbah Power Station,F,QLD,31820.0,,,,5205.0,,On,NEM,Coal Seam Methane,,2019
AGL Energy Limited,Nyngan Solar Plant,F,NSW,885827.0,,,,913.0,,On,NEM,Solar,,2019
AGL Energy Limited,Oaklands Hill Wind Farm,F,VIC,676822.0,,,,707.0,,On,NEM,Wind,,2019
AGL Energy Limited,Pindari Hydro,F,NSW,3551.0,,,,24.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Rockingham Landfill Generation,F,WA,14213.0,,,,186.0,,On,SWIS,Landfill Gas,,2019
AGL Energy Limited,Rubicon Hydro Scheme,F,VIC,96135.0,,,,268.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Silverton Wind Farm,F,NSW,949891.0,,,,924.0,,On,NEM,Wind,,2019
AGL Energy Limited,Somerton Power Station,F,VIC,370484.0,,,,76435.0,,On,NEM,Gas,,2019
AGL Energy Limited,Torrens Island Power Station,F,SA,9383475.0,,,,1502265.0,,On,NEM,Gas,,2019
AGL Energy Limited,Wattle Point Wind Farm,F,SA,973725.0,,,,209.0,,On,NEM,Wind,,2019
AGL Energy Limited,Werribee Biogas Generator,F,VIC,47512.0,,,,902.0,,On,NEM,Sludge Biogas,,2019
AGL Energy Limited,West Kiewa Hydro,F,VIC,510310.0,,,,1173.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Wilpena Pound Solar Generation,F,SA,2502.0,,,,683.0,,Off,Off-grid,Solar,,2019
AGL Energy Limited,Woy Woy Landfill Generation,F,NSW,6016.0,,,,93.0,,On,NEM,Landfill Gas,,2019
AGL Energy Limited,Yarrawonga Hydro,F,VIC,94596.0,,,,39.0,,On,NEM,Hydro,,2019
AGL Energy Limited,Corporate Total,C,,174482621.0,,,,43060268.0,,,,,,2019
Alcoa Australian Holdings Pty Ltd,Alinta Pinjarra Generation Facility,F,WA,7645593.0,,,,1416546.0,,On,SWIS,Gas,,2019
Alcoa Australian Holdings Pty Ltd,Corporate Total,C,,7645593.0,,,,1416546.0,,,,,,2019
APT Pipelines Limited,Badgingarra Wind Farm,F,WA,829490.0,,,,332.0,,On,SWIS,Wind,,2019
APT Pipelines Limited,Daandine Power Station,F,QLD,598740.0,,,,86396.0,,On,NEM,Coal Seam Methane,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times.
APT PIPELINES LIMITED and CLARKE ENERGY (AUSTRALIA) PTY. LTD., have each included the same data for the Daandine Power Station in their NGER reports.",2019
APT Pipelines Limited,Darling Downs Solar Farm Pty Ltd,F,QLD,553117.0,,,,327.0,,On,NEM,Solar,,2019
APT Pipelines Limited,Diamantina Power Station,F,QLD,6070307.0,,,,695943.0,,On,Mt Isa,Gas,,2019
APT Pipelines Limited,Emu Downs Solar Farm,F,WA,149347.0,,,,78.0,,On,SWIS,Solar,,2019
APT Pipelines Limited,Emu Downs Wind Farm,F,WA,837691.0,,,,462.0,,On,SWIS,Wind,,2019
APT Pipelines Limited,Corporate Total,C,,9038692.0,,,,783538.0,,,,,,2019
Arrow Energy Holdings Pty Ltd,Braemar 2 Power Station,F,QLD,1629858.0,,,,279764.0,,On,NEM,Coal Seam Methane,,2019
Arrow Energy Holdings Pty Ltd,Corporate Total,C,,1629858.0,,,,279764.0,,,,,,2019
ATCO AUSTRALIA PTY LTD,Karratha Power Station,F,WA,264568.0,,,,59834.0,,On,NWIS,Gas,,2019
ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,2822286.0,,,,321789.0,,On,NEM,Gas,,2019
ATCO AUSTRALIA PTY LTD,Corporate Total,C,,3086854.0,,,,381623.0,,,,,,2019
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,2118642.0,,,,1166.0,,On,NEM,Wind,,2019
AWF AUS HOLD OP CO PTY LTD,Corporate Total,C,,2118642.0,,,,1166.0,,,,,,2019
Bald Hills WF Holdings Pty Ltd,Bald Hills Wind Farm Pty Ltd,F,VIC,1194048.0,,,,830.0,,On,NEM,Wind,,2019
Bald Hills WF Holdings Pty Ltd,Corporate Total,C,,1194048.0,,,,830.0,,,,,,2019
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Gullen Solar Pty Ltd,F,NSW,71564.0,,,,180.0,,On,NEM,Solar,,2019
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1684985.0,,,,243.0,,On,NEM,Wind,,2019
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Corporate Total,C,,1756549.0,,,,423.0,,,,,,2019
BHP Billiton Limited,Yarnima Power Station,F,WA,2614535.0,,,,307802.0,,Off,Off-grid,Gas,,2019
BHP Billiton Limited,Corporate Total,C,,2614535.0,,,,307802.0,,,,,,2019
Bluewaters Power 1 Pty Ltd,Bluewaters Power 1,F,WA,5991996.0,,,,1510130.0,,On,SWIS,Black Coal,,2019
Bluewaters Power 1 Pty Ltd,Corporate Total,C,,5991996.0,,,,1510130.0,,,,,,2019
Bluewaters Power 2 Pty Ltd,Bluewaters Power 2,F,WA,5889305.0,,,,1443941.0,,On,SWIS,Black Coal,,2019
Bluewaters Power 2 Pty Ltd,Corporate Total,C,,5889305.0,,,,1443941.0,,,,,,2019
BPIH Utilities Holdings Pty Ltd,Enwave Central Park Pty Ltd,F,NSW,12571.0,,,,4777.0,,On,NEM,Gas,,2019
BPIH Utilities Holdings Pty Ltd,Enwave Mascot Pty Ltd,F,NSW,102706.0,,,,17478.0,,On,NEM,Gas,,2019
BPIH Utilities Holdings Pty Ltd,Corporate Total,C,,115277.0,,,,22255.0,,,,,,2019
C S Energy Limited,Callide B Power Station,F,QLD,17356352.0,,,,4597768.0,,On,NEM,Black Coal,,2019
C S Energy Limited,Callide C Power Station,F,QLD,22352040.0,,,,5811226.0,,On,NEM,Black Coal,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times.
C S ENERGY LIMITED and OZGEN HOLDINGS AUSTRALIA PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports.",2019
C S Energy Limited,Kogan Creek Power Station,F,QLD,22421876.0,,,,5108944.0,,On,NEM,Black Coal,,2019
C S Energy Limited,Wivenhoe Power Station,F,QLD,414271.0,,,,161462.0,,On,NEM,Hydro,,2019
C S Energy Limited,Corporate Total,C,,62544539.0,,,,15679400.0,,,,,,2019
Cape Byron Management Pty Ltd,Broadwater Power Plant,F,NSW,852273.0,,,,8465.0,,On,NEM,Bagasse,,2019
Cape Byron Management Pty Ltd,Condong Power Plant,F,NSW,788625.0,,,,6437.0,,On,NEM,Bagasse,,2019
Cape Byron Management Pty Ltd,Corporate Total,C,,1640898.0,,,,14902.0,,,,,,2019
CBWF Holdings Pty Limited,Facility,F,VIC,296983.0,,,,97.0,,On,NEM,Wind,,2019
CBWF Holdings Pty Limited,Corporate Total,C,,296983.0,,,,97.0,,,,,,2019
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1914008.0,,,,481.0,,On,NEM,Wind,,2019
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,Corporate Total,C,,1914008.0,,,,481.0,,,,,,2019
CK William Australia Holdings Pty Ltd,Appin CSM Power Station,F,NSW,815398.0,,,,157667.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Ardyaloon Facility,F,WA,6603.0,,,,1291.0,,Off,Off-grid,Diesel,,2019
CK William Australia Holdings Pty Ltd,Beagle Bay Facility,F,WA,6316.0,,,,1239.0,,Off,Off-grid,Diesel,,2019
CK William Australia Holdings Pty Ltd,Belrose LFG Power Station,F,NSW,10558.0,,,,163.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Berwick LFG Power Station,F,VIC,39320.0,,,,785.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Bidyadanga Facility,F,WA,10937.0,,,,2196.0,,Off,Off-grid,Diesel,,2019
CK William Australia Holdings Pty Ltd,Broadmeadows LFG Power Station,F,VIC,47372.0,,,,780.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Brooklyn LFG Power Station,F,VIC,35959.0,,,,562.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Broome LNG Power Station,F,WA,488274.0,,,,76055.0,,Off,Off-grid,Gas,,2019
CK William Australia Holdings Pty Ltd,Browns Plains LFG Power Station,F,QLD,52792.0,,,,852.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Clayton LFG Power Station,F,VIC,321110.0,,,,4714.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Coober Pedy Facility,F,SA,60368.0,,,,1846.0,,Off,Off-grid,Wind,,2019
CK William Australia Holdings Pty Ltd,Corio LFG Power Station,F,VIC,26917.0,,,,393.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Cullerin Range Wind Farm,F,NSW,378098.0,,,,106.0,,On,NEM,Wind,,2019
CK William Australia Holdings Pty Ltd,Derby LNG Power Station,F,WA,123198.0,,,,20497.0,,Off,Off-grid,Gas,,2019
CK William Australia Holdings Pty Ltd,Djarindjin Facility,F,WA,6566.0,,,,1282.0,,Off,Off-grid,Diesel,,2019
CK William Australia Holdings Pty Ltd,Eastern Creek LFG Power Station,F,NSW,24398.0,,,,370.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Fitzroy Crossing LNG Power Station,F,WA,56409.0,,,,10069.0,,Off,Off-grid,Gas,,2019
CK William Australia Holdings Pty Ltd,Gascoyne Facility,F,WA,2671.0,,,,591.0,,Off,Off-grid,Diesel,,2019
CK William Australia Holdings Pty Ltd,German Creek CMM Power Station,F,QLD,1136412.0,,,,166725.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Glennies Creek WCMG Power Station,F,NSW,272987.0,,,,39311.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Grange Avenue LFG Power Station,F,NSW,16910.0,,,,267.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Grosvenor 1 WCMG Power Station,F,QLD,539603.0,,,,83617.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Grosvenor 2 WCMG Power Station,F,QLD,416344.0,,,,65361.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Halls Creek LNG Power Station,F,WA,44315.0,,,,8201.0,,Off,Off-grid,Gas,,2019
CK William Australia Holdings Pty Ltd,Jack's Gully LFG Power Station,F,NSW,39524.0,,,,640.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Kalamunda Power Station,F,WA,25.0,,,,7.0,,On,SWIS,Diesel,,2019
CK William Australia Holdings Pty Ltd,Laverton Facility,F,WA,14188.0,,,,2748.0,,Off,Off-grid,Diesel,,2019
CK William Australia Holdings Pty Ltd,Leonora Facility,F,WA,30659.0,,,,6247.0,,Off,Off-grid,Gas,,2019
CK William Australia Holdings Pty Ltd,Looma NGD power Station,F,WA,8887.0,,,,2053.0,,Off,Off-grid,Diesel,,2019
CK William Australia Holdings Pty Ltd,Lucas Heights 1 LFG Power Station,F,NSW,51529.0,,,,840.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Lucas Heights 2 LFG Power Station,F,NSW,376337.0,,,,6009.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,McArthur River Power Station,F,NT,1065042.0,,,,139771.0,,Off,Off-grid,Gas,,2019
CK William Australia Holdings Pty Ltd,Menzies Facility,F,WA,2591.0,,,,562.0,,Off,Off-grid,Diesel,,2019
CK William Australia Holdings Pty Ltd,Moranbah North CMM Power Station,F,QLD,1575597.0,,,,245998.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Mugga Lane LFG Power Station,F,ACT,104783.0,,,,1682.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Oaky Creek II WCMG Power Station,F,QLD,393455.0,,,,55809.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Oaky Creek WCMG Power Station,F,QLD,478980.0,,,,68128.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Pine Creek A Power Station,F,NT,522590.0,,,,85034.0,,On,DKIS,Gas,,2019
CK William Australia Holdings Pty Ltd,Red Hill LFG Power Station,F,WA,93668.0,,,,1270.0,,On,SWIS,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Roghan Road LFG Power Station,F,QLD,1058.0,,,,45.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Springvale LFG Power Station,F,VIC,45234.0,,,,637.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Tahmoor WCMG Power Station,F,NSW,167358.0,,,,26064.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Tamala Park LFG Power Station,F,WA,133649.0,,,,1814.0,,On,SWIS,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Tower CSM Power Station,F,NSW,380832.0,,,,70284.0,,On,NEM,Waste Coal Mine Gas,,2019
CK William Australia Holdings Pty Ltd,Warmun Facility,F,WA,10273.0,,,,2109.0,,Off,Off-grid,Diesel,,2019
CK William Australia Holdings Pty Ltd,Weipa Solar Power Station,F,QLD,9167.0,,,,11.0,,Off,Off-grid,Solar,,2019
CK William Australia Holdings Pty Ltd,West Belconnen LFG Power Station,F,ACT,6230.0,,,,137.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Wingfield 1 LFG Power Station,F,SA,55487.0,,,,755.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Wingfield 2 LFG Power Station,F,SA,44492.0,,,,607.0,,On,NEM,Landfill Gas,,2019
CK William Australia Holdings Pty Ltd,Wonthaggi Wind Farm,F,VIC,105209.0,,,,55.0,,On,NEM,Wind,,2019
CK William Australia Holdings Pty Ltd,Corporate Total,C,,10656679.0,,,,1364256.0,,,,,,2019
CLARE SOLAR FARM HOLDINGS PTY LTD,Clare Solar Farm,F,QLD,532632.0,,,,1060.0,,On,NEM,Solar,,2019
CLARE SOLAR FARM HOLDINGS PTY LTD,Corporate Total,C,,532632.0,,,,1060.0,,,,,,2019
Clarke Energy (Australia) Pty Ltd,Daandine Power Station,F,QLD,598740.0,,,,86396.0,,On,NEM,Coal Seam Methane,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times.
APT PIPELINES LIMITED and CLARKE ENERGY (AUSTRALIA) PTY. LTD., have each included the same data for the Daandine Power Station in their NGER reports.",2019
Clarke Energy (Australia) Pty Ltd,Corporate Total,C,,598740.0,,,,86396.0,,,,,,2019
Contract Power Australia Pty Ltd,Cue Town Powerstation,F,WA,12189.0,,,,2379.0,,Off,Off-grid,Diesel,,2019
Contract Power Australia Pty Ltd,Meekatharra Town Powerstation,F,WA,23184.0,,,,4359.0,,Off,Off-grid,Diesel,,2019
Contract Power Australia Pty Ltd,Mt Magnet Town Powerstation,F,WA,13822.0,,,,2411.0,,Off,Off-grid,Gas,,2019
Contract Power Australia Pty Ltd,Norseman Gold Power Station,F,WA,13099.0,,,,2602.0,,Off,Off-grid,Diesel,,2019
Contract Power Australia Pty Ltd,Sandstone Town Powerstation,F,WA,2396.0,,,,502.0,,Off,Off-grid,Diesel,,2019
Contract Power Australia Pty Ltd,Wiluna Town Powerstation,F,WA,8958.0,,,,1792.0,,Off,Off-grid,Diesel,,2019
Contract Power Australia Pty Ltd,Yalgoo Town Powerstation,F,WA,3476.0,,,,752.0,,Off,Off-grid,Diesel,,2019
Contract Power Australia Pty Ltd,Corporate Total,C,,77124.0,,,,14797.0,,,,,,2019
CWF Holdings Pty Ltd,Collgar Wind Farm,F,WA,2575810.0,,,,868.0,,On,SWIS,Wind,,2019
CWF Holdings Pty Ltd,Corporate Total,C,,2575810.0,,,,868.0,,,,,,2019
CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,1352497.0,,,,812.0,,On,NEM,Wind,,2019
CWP RENEWABLES PTY LTD,Corporate Total,C,,1352497.0,,,,812.0,,,,,,2019
Delta Electricity Pty Ltd,Vales Point Power Station,F,NSW,28253057.0,,,,6802304.0,,On,NEM,Black Coal,,2019
Delta Electricity Pty Ltd,Corporate Total,C,,28253057.0,,,,6802304.0,,,,,,2019
DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm,F,ACT,136968.0,,,,181.0,,On,NEM,Solar,,2019
DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Corporate Total,C,,136968.0,,,,181.0,,,,,,2019
Edify Energy Pty Ltd,GESS ProjectCo Pty Ltd,F,VIC,0.0,,,,1196.0,,On,NEM,Battery,,2019
Edify Energy Pty Ltd,Hamilton Solar Farm Pty Ltd,F,QLD,332932.0,,,,41.0,,On,NEM,Solar,,2019
Edify Energy Pty Ltd,The Daydream Solar Farm Trust,F,QLD,496757.0,,,,34.0,,On,NEM,Solar,,2019
Edify Energy Pty Ltd,The Hayman Solar Farm Trust,F,QLD,95807.0,,,,16.0,,On,NEM,Solar,,2019
Edify Energy Pty Ltd,Whitsunday Solar Farm Pty,F,QLD,303123.0,,,,40.0,,On,NEM,Solar,,2019
Edify Energy Pty Ltd,Corporate Total,C,,1228619.0,,,,1327.0,,,,,,2019
Electricity Generation and Retail Corporation,Albany Wind Farm,F,WA,110693.0,,,,13.0,,On,SWIS,Wind,,2019
Electricity Generation and Retail Corporation,Bremer Bay Wind Diesel Power Station,F,WA,6230.0,,,,15.0,,On,SWIS,Wind,,2019
Electricity Generation and Retail Corporation,Cockburn Power Station,F,WA,344322.0,,,,37334.0,,On,SWIS,Gas,,2019
Electricity Generation and Retail Corporation,Collie Power Station,F,WA,5700563.0,,,,1442981.0,,On,SWIS,Black Coal,,2019
Electricity Generation and Retail Corporation,Coral Bay Wind Diesel Power Station,F,WA,12206.0,,,,1696.0,,Off,Off-grid,Diesel,,2019
Electricity Generation and Retail Corporation,Denham Wind Farm,F,WA,6513.0,,,,1.0,,Off,Off-grid,Wind,,2019
Electricity Generation and Retail Corporation,Esperance Wind Farm,F,WA,55845.0,,,,7.0,,Off,Off-grid,Wind,,2019
Electricity Generation and Retail Corporation,Hopetoun Wind Diesel Power Station,F,WA,17106.0,,,,2138.0,,Off,Off-grid,Diesel,,2019
Electricity Generation and Retail Corporation,Kalbarri Wind Farm,F,WA,14254.0,,,,2.0,,On,SWIS,Wind,,2019
Electricity Generation and Retail Corporation,Kalgoorlie Gas Turbine Station,F,WA,11234.0,,,,2998.0,,On,SWIS,Gas,,2019
Electricity Generation and Retail Corporation,Kwinana Power Station,F,WA,3224177.0,,,,463992.0,,On,SWIS,Gas,,2019
Electricity Generation and Retail Corporation,Muja Power Station,F,WA,13806671.0,,,,3530016.0,,On,SWIS,Black Coal,,2019
Electricity Generation and Retail Corporation,Mungarra Gas Turbine Station,F,WA,19911.0,,,,4294.0,,On,SWIS,Gas,,2019
Electricity Generation and Retail Corporation,Pinjar Gas Turbine Station,F,WA,1875732.0,,,,428939.0,,On,SWIS,Gas,,2019
Electricity Generation and Retail Corporation,Corporate Total,C,,25205457.0,,,,5914426.0,,,,,,2019
Electricity Networks Corporation,Ravensthorpe Power Station,F,WA,1006.0,,,,187.0,,On,SWIS,Diesel,,2019
Electricity Networks Corporation,Corporate Total,C,,1006.0,,,,187.0,,,,,,2019
ENERGY QUEENSLAND LIMITED,Aurukun Remote generation,F,QLD,22917.0,,,,4414.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Badu Island Remote Generation,F,QLD,10925.0,,,,2132.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Bamaga Remote Generation,F,QLD,50931.0,,,,9921.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,F,QLD,8884.0,,,,5948.0,,On,NEM,Gas,,2019
ENERGY QUEENSLAND LIMITED,Bedourie Remote Generation,F,QLD,5027.0,,,,929.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Birdsville Remote Generation,F,QLD,6940.0,,,,1259.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Boigu Island Remote Generation,F,QLD,4262.0,,,,881.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Boulia Remote Generation,F,QLD,10209.0,,,,1729.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Burketown Remote Generation,F,QLD,9014.0,,,,2038.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Camooweal Remote Generation,F,QLD,8565.0,,,,1658.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Coconut Island Remote Generation,F,QLD,3673.0,,,,756.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Coen Remote Generation,F,QLD,6271.0,,,,1164.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Darnley Island Remote Generation,F,QLD,5048.0,,,,1029.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Dauan Island Remote Generation,F,QLD,3028.0,,,,627.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Doomadgee Remote Generation,F,QLD,25221.0,,,,4474.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,1008.0,,,,647.0,,On,NEM,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,1189.0,,,,233.0,,On,NEM,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Gununa Remote Generation,F,QLD,22007.0,,,,4282.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Hammond Island,F,QLD,2383.0,,,,527.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Jundah Remote Generation,F,QLD,3680.0,,,,750.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Kowanyama Remote Generation,F,QLD,17735.0,,,,3427.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Kubin Island Remote Generation,F,QLD,7614.0,,,,1450.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Lockhart River Remote Generation,F,QLD,9184.0,,,,1843.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Mabuig Island Remote Generation,F,QLD,3897.0,,,,807.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Mapoon Remote Generation,F,QLD,5612.0,,,,1066.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Murray Island Remote Generation,F,QLD,7875.0,,,,1454.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Palm Island Remote Generation,F,QLD,27964.0,,,,5442.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Pormpuraaw,F,QLD,11442.0,,,,2246.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Sabai Island Remote Generation,F,QLD,5438.0,,,,1088.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Stephen Island Remote Generation,F,QLD,1490.0,,,,315.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Thursday Island Remote Generation,F,QLD,87610.0,,,,16454.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Warraber Island Remote Generation,F,QLD,4700.0,,,,946.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Wasaga Remote Generation,F,QLD,15077.0,,,,3088.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Windorah Remote Generation,F,QLD,4064.0,,,,787.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,Yam Island,F,QLD,5771.0,,,,1066.0,,Off,Off-grid,Diesel,,2019
ENERGY QUEENSLAND LIMITED,York Island,F,QLD,5088.0,,,,941.0,,Off,Off-grid,Diesel,,2019
