facilityName,type,state,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,primaryFuel,year
Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,,,,615.0,,Diesel,2018
Exmouth Power Station Pty Ltd,F,WA,,,,17343.0,,Gas,2018
Solomon Power Station,F,WA,,,,115169.0,,Gas,2018
Kidston Solar One - Solar – Qld,F,QLD,,,,0.0,,Solar,2018
Parkeston Power Station,F,WA,,,,92650.0,,Gas,2018
Wyangala A,F,NSW,,,,0.0,,Hydro,2018
Wyangala B,F,NSW,,,,0.0,,Hydro,2018
Bastyan Hydro Power Station,F,TAS,,,,23.0,,Hydro,2018
Butlers Gorge Hydro Power Station,F,TAS,,,,0.0,,Hydro,2018
Catagunya Hydro Power Station,F,TAS,,,,21.0,,Hydro,2018
Cethana Hydro Power Station,F,TAS,,,,276.0,,Hydro,2018
Cluny Hydro Power Station,F,TAS,,,,40.0,,Hydro,2018
Devils Gate Hydro Power Station,F,TAS,,,,20.0,,Hydro,2018
Fisher Hydro Power Station,F,TAS,,,,0.0,,Hydro,2018
Flinders Island Power Station,F,TAS,,,,1906.0,,Wind,2018
Gordon Hydro Power Station,F,TAS,,,,59.0,,Hydro,2018
John Butters Hydro Power Station,F,TAS,,,,334.0,,Hydro,2018
King Island Power Station,F,TAS,,,,4199.0,,Wind,2018
Lake Echo Hydro Power Station,F,TAS,,,,13.0,,Hydro,2018
Lake Margaret Lower Hydro Power station,F,TAS,,,,2.0,,Hydro,2018
Lake Margaret Upper Hydro Power Station,F,TAS,,,,8.0,,Hydro,2018
Lemonthyme Hydro Power Station,F,TAS,,,,36.0,,Hydro,2018
Liapootah Hydro Power Station,F,TAS,,,,57.0,,Hydro,2018
Mackintosh Hydro Power Station,F,TAS,,,,113.0,,Hydro,2018
Meadowbank Hydro Power Station,F,TAS,,,,16.0,,Hydro,2018
Paloona Hydro Power Station,F,TAS,,,,12.0,,Hydro,2018
Parangana Hydro Power Station,F,TAS,,,,0.0,,Hydro,2018
Poatina Hydro Power Station,F,TAS,,,,854.0,,Hydro,2018
Reece Hydro Power Station,F,TAS,,,,1271.0,,Hydro,2018
Repulse Hydro Power Station,F,TAS,,,,13.0,,Hydro,2018
Rowallan Hydro Power Station,F,TAS,,,,2.0,,Hydro,2018
Tamar Valley Power Station,F,TAS,,,,354911.0,,Gas,2018
Tarraleah Hydro Power Station,F,TAS,,,,85.0,,Hydro,2018
Tods Corner Hydro Power Station,F,TAS,,,,7.0,,Hydro,2018
Trevallyn Hydro Power Station,F,TAS,,,,47.0,,Hydro,2018
Tribute Hydro Power Station,F,TAS,,,,45.0,,Hydro,2018
Tungatinah Hydro Power Station,F,TAS,,,,107.0,,Hydro,2018
Wayatinah Hydro Power Station,F,TAS,,,,33.0,,Hydro,2018
Wilmot Hydro Power Station,F,TAS,,,,32.0,,Hydro,2018
Alinta Wind Farm,F,WA,,,,762.0,,Wind,2018
Capital East Solar Farm,F,NSW,,,,5.0,,Solar,2018
Capital Wind Farm,F,NSW,,,,995.0,,Wind,2018
"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,,,,663.0,,Wind,2018
Woodlawn Wind Farm,F,NSW,,,,265.0,,Wind,2018
Kwinana Cogeneration Plant,F,WA,,,,454837.0,,Gas,2018
Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,,,,123.0,,Solar,2018
Kiata Wind Farm Pty Ltd,F,VIC,,,,134.0,,Wind,2018
Kalamunda Power Station,F,WA,,,,6.0,,Diesel,2018
Red Hill LFG Power Station,F,WA,,,,1629.0,,Landfill Gas,2018
Tamala Park LFG Power Station,F,WA,,,,2678.0,,Landfill Gas,2018
Albury Renewable Energy Facility,F,NSW,,,,427.0,,Landfill Gas,2018
Atlas Renewable Energy Facility,F,WA,,,,128.0,,Landfill Gas,2018
Awaba Renewable Energy Facility,F,NSW,,,,451.0,,Landfill Gas,2018
Ballarat Renewable Energy Facility,F,VIC,,,,396.0,,Landfill Gas,2018
Bendigo Renewable Energy Facility,F,VIC,,,,236.0,,Landfill Gas,2018
Birkdale Renewable Energy Facility,F,QLD,,,,328.0,,Landfill Gas,2018
Darwin Renewable Energy Facility,F,NT,,,,504.0,,Landfill Gas,2018
Eastern Creek 2 Renewable Energy Facility,F,NSW,,,,3036.0,,Landfill Gas,2018
Hampton Park Renewable Energy Facility,F,VIC,,,,3266.0,,Landfill Gas,2018
Ipswich Renewable Energy Facility,F,QLD,,,,299.0,,Landfill Gas,2018
Mornington Peninsula Renewable Energy Facility,F,VIC,,,,343.0,,Landfill Gas,2018
NAWMA Renewable Energy Facility,F,SA,,,,311.0,,Landfill Gas,2018
NAWMA Solar Facility,F,SA,,,,0.0,,Solar,2018
Newcastle Renewable Energy Facility,F,NSW,,,,998.0,,Landfill Gas,2018
Remount Renewable Energy Facility,F,TAS,,,,456.0,,Landfill Gas,2018
Rochedale Renewable Energy Facility,F,QLD,,,,2108.0,,Landfill Gas,2018
Shepparton Renewable Energy Facility,F,VIC,,,,296.0,,Landfill Gas,2018
South Cardup Renewable Energy Facility,F,WA,,,,1656.0,,Landfill Gas,2018
Stapylton Renewable Energy Facility,F,QLD,,,,1122.0,,Landfill Gas,2018
Swanbank Renewable Energy Facility,F,QLD,,,,699.0,,Landfill Gas,2018
Wollert Renewable Energy Facility,F,VIC,,,,3244.0,,Landfill Gas,2018
Wyndham Renewable Energy Facility,F,VIC,,,,759.0,,Landfill Gas,2018
Wyong Renewable Energy Facility,F,NSW,,,,1059.0,,Landfill Gas,2018
Burrinjuck Hydro,F,NSW,,,,38.0,,Hydro,2018
Hume Hydro,F,NSW,,,,152.0,,Hydro,2018
Keepit Hydro,F,NSW,,,,68.0,,Hydro,2018
Mt Mercer Wind farm Pty Ltd,F,VIC,,,,69.0,,Wind,2018
Mt Millar Wind Farm Pty Ltd,F,SA,,,,54.0,,Wind,2018
Alfred Hospital Cogeneration Plant,F,VIC,,,,16364.0,,Gas,2018
Dandenong Hospital Cogeneration Plant,F,VIC,,,,16259.0,,Gas,2018
Geelong Hospital Cogeneration Plant,F,VIC,,,,12657.0,,Gas,2018
Royal Melbourne Hospital Cogeneration Plant,F,VIC,,,,31008.0,,Gas,2018
ST. Vincent’s Hospital Cogeneration Plant,F,VIC,,,,15634.0,,Gas,2018
Mortons Lane Windfarm Pty Ltd,F,VIC,,,,57.0,,Wind,2018
Mumbida Wind Farm Pty Ltd,F,WA,,,,474.0,,Wind,2018
DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,,,,430.0,,Solar,2018
DUBBO SOLAR HUB PTY LTD,F,NSW,,,,16.0,,Solar,2018
GRIFFITH SOLAR FARM PTY LTD,F,NSW,,,,60.0,,Solar,2018
HORNSDALE POWER RESERVE PTY LTD,F,SA,,,,13118.0,,Battery,2018
HWF1 PTY LTD,F,SA,,,,119.0,,Wind,2018
HWF2 PTY LTD,F,SA,,,,113.0,,Wind,2018
HWF3 PTY LTD,F,SA,,,,95.0,,Wind,2018
PARKES SOLAR FARM PTY LTD,F,NSW,,,,145.0,,Solar,2018
Kwinana Gas Fired Power Station,F,WA,,,,811085.0,,Gas,2018
Gladstone Power Station,F,QLD,,,,8547021.0,,Black Coal,2018
Onslow Power Station,F,WA,,,,8704.0,,Gas,2018
Australand,F,NSW,,,,377.0,,Gas,2018
Ballarat Solar Park,F,VIC,,,,2.0,,Solar,2018
Bendigo Solar Park,F,VIC,,,,4.0,,Solar,2018
Blackmores,F,NSW,,,,964.0,,Gas,2018
Bond,F,NSW,,,,598.0,,Gas,2018
Chifley Square,F,NSW,,,,625.0,,Gas,2018
Dandenong,F,VIC,,,,592.0,,Gas,2018
Darling Downs Power Station,F,QLD,,,,944682.0,,Gas,2018
Drapac,F,VIC,,,,403.0,,Gas,2018
Eraring Power Station,F,NSW,,,,14914916.0,,Black Coal,2018
Exhibition Street,F,VIC,,,,1484.0,,Gas,2018
Kent Street,F,NSW,,,,2006.0,,Gas,2018
La Trobe,F,VIC,,,,377.0,,Gas,2018
Ladbroke Grove Power Station,F,SA,,,,103852.0,,Gas,2018
Mirvac,F,NSW,,,,2852.0,,Gas,2018
Mortlake Power Station,F,VIC,,,,707978.0,,Gas,2018
Mount,F,NSW,,,,1204.0,,Gas,2018
Mt Stuart Power Station,F,QLD,,,,13869.0,,Kerosene,2018
Quarantine Power Station,F,SA,,,,125361.0,,Gas,2018
Roma Power Station,F,QLD,,,,21667.0,,Gas,2018
Shoalhaven Scheme,F,NSW,,,,116371.0,,Hydro,2018
Stockland Headquarters,F,NSW,,,,905.0,,Gas,2018
University of NSW,F,NSW,,,,1398.0,,Gas,2018
Uranquinty Power Station,F,NSW,,,,340854.0,,Gas,2018
Millmerran Power Station (facility),F,QLD,,,,5794351.0,,Black Coal,2018
Waterloo Wind Farm,F,SA,,,,270.0,,Wind,2018
Pelican Point Power Station,F,SA,,,,1088112.0,,Gas,2018
Kwinana Swift Power Station,F,WA,,,,70022.0,,Gas,2018
Cape Lambert Power Station,F,WA,,,,94474.0,,Gas,2018
Paraburdoo Power Station,F,WA,,,,278826.0,,Gas,2018
West Angelas Power Station,F,WA,,,,243391.0,,Gas,2018
Yurralyi Maya Power Station,F,WA,,,,330538.0,,Gas,2018
Bairnsdale Power Station,F,VIC,,,,137803.0,,Gas,2018
Braemar Power Station,F,QLD,,,,250678.0,,Coal Seam Methane,2018
Loy Yang B Power Station,F,VIC,,,,10132776.0,,Brown Coal,2018
Newman Power Station,F,WA,,,,188790.0,,Gas,2018
Port Hedland Power Station,F,WA,,,,400838.0,,Gas,2018
Wagerup Power Station,F,WA,,,,194988.0,,Gas,2018
Alpurrurulam (Lake Nash),F,NT,,,,1178.0,,Diesel,2018
Amanbidgi (Kildurk),F,NT,,,,250.0,,Diesel,2018
"Ampilatwatja (Alparra, Ammaroo)",F,NT,,,,2229.0,,Diesel,2018
Amunturangu (Mount Liebig),F,NT,,,,559.0,,Diesel,2018
Aputula (Finke),F,NT,,,,697.0,,Diesel,2018
Areyonga (Utju),F,NT,,,,694.0,,Diesel,2018
Atitjere (Harts Range),F,NT,,,,696.0,,Diesel,2018
Borroloola Generation,F,NT,,,,4359.0,,Diesel,2018
Bulla Camp,F,NT,,,,389.0,,Diesel,2018
Bulman,F,NT,,,,896.0,,Diesel,2018
Daly Waters Generation,F,NT,,,,813.0,,Diesel,2018
Elliot Generation,F,NT,,,,2020.0,,Gas,2018
Engawala (Alcoota),F,NT,,,,422.0,,Diesel,2018
Epenarra (Wutunugurra),F,NT,,,,613.0,,Diesel,2018
Eva Valley,F,NT,,,,298.0,,Diesel,2018
Galiwinku (Elcho Island),F,NT,,,,4954.0,,Diesel,2018
Gapuwiyak (Lake Evella),F,NT,,,,2177.0,,Diesel,2018
Gunbalanya (Oenpelli),F,NT,,,,3642.0,,Diesel,2018
Ikuntji (Haasts Bluff),F,NT,,,,578.0,,Diesel,2018
Imangara (Murray Downs),F,NT,,,,237.0,,Diesel,2018
Imanpa (Mount Ebenezer),F,NT,,,,449.0,,Diesel,2018
Kalkaringi (Wave Hill),F,NT,,,,1859.0,,Diesel,2018
Kaltukatjara (Docker River),F,NT,,,,992.0,,Diesel,2018
Lajamanu (Hooker Creek),F,NT,,,,2051.0,,Diesel,2018
Laramba (Napperby),F,NT,,,,689.0,,Diesel,2018
Maningrida,F,NT,,,,5349.0,,Diesel,2018
Milikapiti (Snake Bay),F,NT,,,,1591.0,,Diesel,2018
Milingimbi,F,NT,,,,2766.0,,Diesel,2018
Milyakburra (Bickerton Island),F,NT,,,,653.0,,Diesel,2018
Minjilang (Croker Island),F,NT,,,,1051.0,,Diesel,2018
Minyerri (Hodgson Downs),F,NT,,,,1708.0,,Diesel,2018
Nauiyu Nambiyu (Daly River),F,NT,,,,2018.0,,Diesel,2018
Nguiu (Bathurst Island),F,NT,,,,4927.0,,Diesel,2018
Ngukurr (Roper River),F,NT,,,,3355.0,,Diesel,2018
Numbulwar (Rose River),F,NT,,,,2138.0,,Diesel,2018
Nyirripi (Waite Creek),F,NT,,,,619.0,,Diesel,2018
Orwaitilla (Canteen Creek),F,NT,,,,706.0,,Diesel,2018
Palumpa,F,NT,,,,1040.0,,Diesel,2018
Papunya,F,NT,,,,1373.0,,Diesel,2018
Peppimenarti,F,NT,,,,853.0,,Diesel,2018
Pidgeon Hole,F,NT,,,,377.0,,Diesel,2018
Pirlangimpi (Garden Point),F,NT,,,,1530.0,,Diesel,2018
Ramingining,F,NT,,,,1871.0,,Diesel,2018
Robinson River,F,NT,,,,839.0,,Diesel,2018
Tara (Neutral Junction),F,NT,,,,276.0,,Diesel,2018
Ti Tree Generation,F,NT,,,,1703.0,,Diesel,2018
Timber Creek,F,NT,,,,2114.0,,Diesel,2018
Titjikala (Maryvale),F,NT,,,,745.0,,Diesel,2018
Umbakumba,F,NT,,,,1945.0,,Diesel,2018
Wadeye (Port Keats),F,NT,,,,5651.0,,Gas,2018
Walungurru (Kintore),F,NT,,,,1116.0,,Diesel,2018
Warruwi (Goulburn Is),F,NT,,,,1260.0,,Diesel,2018
Wilora (Stirling),F,NT,,,,277.0,,Diesel,2018
Wirliyatjarrayi (Willowra),F,NT,,,,697.0,,Diesel,2018
Yarralin,F,NT,,,,929.0,,Diesel,2018
Yuendumu,F,NT,,,,3361.0,,Diesel,2018
Channel Island Power Station,F,NT,,,,615463.0,,Gas,2018
Katherine Power Station,F,NT,,,,15454.0,,Gas,2018
Kings Canyon,F,NT,,,,864.0,,Solar,2018
Owen Springs Power Station,F,NT,,,,46056.0,,Gas,2018
Ron Goodin Power Station,F,NT,,,,90139.0,,Gas,2018
Tennant Creek Power Station,F,NT,,,,20950.0,,Gas,2018
Weddell Power Station,F,NT,,,,214572.0,,Gas,2018
Yulara Power Station,F,NT,,,,12751.0,,Gas,2018
Visy Energy - Coolaroo Co-gen,F,VIC,,,,36916.0,,Biofuel,2018
Visy Power Generation - Smithfield Energy Facility,F,NSW,,,,4237.0,,Gas,2018
Condamine Power Station,F,QLD,,,,377557.0,,Gas,2018
Kemerton Power Station,F,WA,,,,52344.0,,Gas,2018
Starfish Hill Wind Farm,F,SA,,,,75.0,,Wind,2018
Toora Wind Farm,F,VIC,,,,243.0,,Wind,2018
Townsville Power Station,F,QLD,,,,115534.0,,Coal Seam Methane,2018
Windy Hill Wind Farm,F,QLD,,,,43.0,,Wind,2018
Carnarvon Power Station & Distribution network,F,WA,,,,22440.0,,Gas,2018
Denham Power Station & Denham Distribution network,F,WA,,,,2674.0,,Diesel,2018
Kalumburu Power Station & Distribution network,F,WA,,,,1434.0,,Diesel,2018
Kununurra Power Station & Kununurra Distribution network,F,WA,,,,267.0,,Diesel,2018
Marble Bar Power Station & Marble Bar Distribution network,F,WA,,,,1091.0,,Diesel,2018
Murchison Radio Astronomy Power Station and Distribution Network,F,WA,,,,2397.0,,Diesel,2018
Nullagine Power Station & Nullagine Distribution network,F,WA,,,,620.0,,Diesel,2018
Onslow Power Station Horizon Power back-up & Onslow Distribtion Network,F,WA,,,,4539.0,,Gas,2018
Wyndham Power Station & Distribution network,F,WA,,,,113.0,,Diesel,2018
Yungngora Power Station & Yungngora Distribution Network,F,WA,,,,966.0,,Diesel,2018
Wonthaggi Wind Farm,F,VIC,,,,66.0,,Wind,2018
FPC Green Energy,F,QLD,,,,4562.0,,Bagasse,2018
Wilga Park Power Station,F,NSW,,,,50006.0,,Coal Seam Methane,2018
Musselroe Wind Farm Pty Ltd,F,TAS,,,,343.0,,Wind,2018
Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,,,,113.0,,Wind,2018
Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,,,,109.0,,Wind,2018
SNOWTOWN SOUTH WIND FARM,F,SA,,,,189.0,,Wind,2018
Snowtown Wind Farm,F,SA,,,,451.0,,Wind,2018
SNOWTOWN WIND FARM STAGE 2,F,SA,,,,252.0,,Wind,2018
Angaston Power Station,F,SA,,,,2249.0,,Diesel,2018
Colongra Power Station,F,NSW,,,,15043.0,,Gas,2018
Laverton North Power Station,F,VIC,,,,111411.0,,Gas,2018
Lonsdale/Port Stanvac Power Station,F,SA,,,,4129.0,,Diesel,2018
Snowy Hydro Ltd,F,NSW,,,,216445.0,,Hydro,2018
Valley Power,F,VIC,,,,20336.0,,Gas,2018
Moree Solar Farm,F,NSW,,,,636.0,,Solar,2018
Challicum Hills Wind Farm,F,VIC,,,,58.0,,Wind,2018
Clements Gap Wind Farm,F,SA,,,,120.0,,Wind,2018
Codrington Wind Farm,F,VIC,,,,23.0,,Wind,2018
Crowlands Wind Farm,F,VIC,,,,1086.0,,Wind,2018
Eildon Pondage Hydro,F,VIC,,,,2.0,,Hydro,2018
Glenmaggie Hydro,F,VIC,,,,5.0,,Hydro,2018
Ord Hydro,F,WA,,,,29.0,,Hydro,2018
Portland Wind Farms,F,VIC,,,,60.0,,Wind,2018
Taralga Wind Farm,F,NSW,,,,91.0,,Wind,2018
The Drop Hydro,F,NSW,,,,5.0,,Hydro,2018
William Hovell Hydro,F,VIC,,,,4.0,,Hydro,2018
Yaloak South Wind Farm,F,VIC,,,,164.0,,Wind,2018
Yambuk Wind Farm,F,VIC,,,,37.0,,Wind,2018
Barron Gorge Power Station,F,QLD,,,,675.0,,Hydro,2018
Kareeya Power Station,F,QLD,,,,1733.0,,Hydro,2018
Mackay Gas Turbine,F,QLD,,,,261.0,,Diesel,2018
Mica Creek Power Station,F,QLD,,,,91696.0,,Gas,2018
Stanwell Power Station,F,QLD,,,,7637735.0,,Black Coal,2018
Swanbank E Power Station,F,QLD,,,,262428.0,,Gas,2018
Tarong Power Stations,F,QLD,,,,10473950.0,,Black Coal,2018
Vales Point Power Station,F,NSW,,,,7015626.0,,Black Coal,2018
SWF 1 Operations Holdings Pty Ltd,F,NSW,,,,3555.0,,Wind,2018
Dry Creek Power Station,F,SA,,,,11006.0,,Gas,2018
Mintaro Power Station,F,SA,,,,32456.0,,Gas,2018
Port Lincoln Power Station,F,SA,,,,3001.0,,Diesel,2018
Snuggery Power Station,F,SA,,,,1276.0,,Diesel,2018
Midlands Power Station,F,TAS,,,,0.0,,Hydro,2018
Kalgoorlie Power Station,F,WA,,,,148040.0,,Gas,2018
Kambalda Power Station,F,WA,,,,148433.0,,Gas,2018
Leinster Power Station,F,WA,,,,169107.0,,Gas,2018
Mt Keith Power Station,F,WA,,,,222682.0,,Gas,2018
Solomon Power Station,F,WA,,,,58143.0,,Gas,2018
South Hedland Power Station,F,WA,,,,208477.0,,Gas,2018
Cocos Keeling Islands - Home Island Generation,F,WA,,,,1735.0,,Diesel,2018
Cocos Keeling Islands - West Island Generation,F,WA,,,,1981.0,,Diesel,2018
Weipa Solar Power Station,F,QLD,,,,4.0,,Solar,2018
YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,,,,28078.0,,Gas,2018
Cathedral Rocks Wind Farm,F,SA,,,,252.0,,Wind,2019
Gunning Wind Farm,F,NSW,,,,239.0,,Wind,2019
Mt Gellibrand Wind Farm,F,VIC,,,,900.0,,Wind,2019
Waubra Wind Farm,F,VIC,,,,993.0,,Wind,2019
Banimboola Hydro,F,VIC,,,,21.0,,Hydro,2019
Bayswater Power Station,F,NSW,,,,14115413.0,,Black Coal,2019
Bogong Power Station,F,VIC,,,,939.0,,Hydro,2019
Broken Hill Solar Plant,F,NSW,,,,425.0,,Solar,2019
Burrendong Hydro,F,NSW,,,,54.0,,Hydro,2019
Clover Hydro,F,VIC,,,,298.0,,Hydro,2019
Coopers Cogeneration,F,SA,,,,10449.0,,Gas,2019
Copeton Hydro,F,NSW,,,,28.0,,Hydro,2019
Dartmouth Hydro,F,VIC,,,,179.0,,Hydro,2019
Eildon Hydro,F,VIC,,,,1463.0,,Hydro,2019
Glenbawn Hydro,F,NSW,,,,10.0,,Hydro,2019
Glenorchy Landfill Generation,F,TAS,,,,105.0,,Landfill Gas,2019
Hallett (Stage 1) Wind Farm,F,SA,,,,303.0,,Wind,2019
Hallett (Stage 2) Wind Farm,F,SA,,,,225.0,,Wind,2019
Hallett (Stage 4) Wind Farm,F,SA,,,,495.0,,Wind,2019
Hallett (Stage 5) Wind Farm,F,SA,,,,235.0,,Wind,2019
Hobart Landfill Generation,F,TAS,,,,74.0,,Landfill Gas,2019
Hunter Valley Gas Turbines,F,NSW,,,,3790.0,,Gas,2019
Kemps Creek Landfill Generation,F,NSW,,,,66.0,,Landfill Gas,2019
Kincumber Landfill Generation,F,NSW,,,,32.0,,Landfill Gas,2019
Liddell Power Station,F,NSW,,,,8528422.0,,Black Coal,2019
Loy Yang Power Station and Mine,F,VIC,,,,18798519.0,,Brown Coal,2019
Macarthur Wind Farm,F,VIC,,,,3476.0,,Wind,2019
McKay Creek Hydro,F,VIC,,,,5221.0,,Hydro,2019
Moranbah Power Station,F,QLD,,,,5205.0,,Coal Seam Methane,2019
Nyngan Solar Plant,F,NSW,,,,913.0,,Solar,2019
Oaklands Hill Wind Farm,F,VIC,,,,707.0,,Wind,2019
Pindari Hydro,F,NSW,,,,24.0,,Hydro,2019
Rockingham Landfill Generation,F,WA,,,,186.0,,Landfill Gas,2019
Rubicon Hydro Scheme,F,VIC,,,,268.0,,Hydro,2019
Silverton Wind Farm,F,NSW,,,,924.0,,Wind,2019
Somerton Power Station,F,VIC,,,,76435.0,,Gas,2019
Torrens Island Power Station,F,SA,,,,1502265.0,,Gas,2019
Wattle Point Wind Farm,F,SA,,,,209.0,,Wind,2019
Werribee Biogas Generator,F,VIC,,,,902.0,,Sludge Biogas,2019
West Kiewa Hydro,F,VIC,,,,1173.0,,Hydro,2019
Wilpena Pound Solar Generation,F,SA,,,,683.0,,Solar,2019
Woy Woy Landfill Generation,F,NSW,,,,93.0,,Landfill Gas,2019
Yarrawonga Hydro,F,VIC,,,,39.0,,Hydro,2019
Alinta Pinjarra Generation Facility,F,WA,,,,1416546.0,,Gas,2019
Badgingarra Wind Farm,F,WA,,,,332.0,,Wind,2019
Darling Downs Solar Farm Pty Ltd,F,QLD,,,,327.0,,Solar,2019
Diamantina Power Station,F,QLD,,,,695943.0,,Gas,2019
Emu Downs Solar Farm,F,WA,,,,78.0,,Solar,2019
Emu Downs Wind Farm,F,WA,,,,462.0,,Wind,2019
Braemar 2 Power Station,F,QLD,,,,279764.0,,Coal Seam Methane,2019
Karratha Power Station,F,WA,,,,59834.0,,Gas,2019
Osborne facility,F,SA,,,,321789.0,,Gas,2019
Facility,F,VIC,,,,1166.0,,Wind,2019
Bald Hills Wind Farm Pty Ltd,F,VIC,,,,830.0,,Wind,2019
Gullen Solar Pty Ltd,F,NSW,,,,180.0,,Solar,2019
New Gullen Range Wind Farm Pty Ltd,F,NSW,,,,243.0,,Wind,2019
Yarnima Power Station,F,WA,,,,307802.0,,Gas,2019
Bluewaters Power 1,F,WA,,,,1510130.0,,Black Coal,2019
Bluewaters Power 2,F,WA,,,,1443941.0,,Black Coal,2019
Enwave Central Park Pty Ltd,F,NSW,,,,4777.0,,Gas,2019
Enwave Mascot Pty Ltd,F,NSW,,,,17478.0,,Gas,2019
Callide B Power Station,F,QLD,,,,4597768.0,,Black Coal,2019
Kogan Creek Power Station,F,QLD,,,,5108944.0,,Black Coal,2019
Wivenhoe Power Station,F,QLD,,,,161462.0,,Hydro,2019
Broadwater Power Plant,F,NSW,,,,8465.0,,Bagasse,2019
Condong Power Plant,F,NSW,,,,6437.0,,Bagasse,2019
Facility,F,VIC,,,,97.0,,Wind,2019
White Rock Wind Farm Pty Ltd,F,NSW,,,,481.0,,Wind,2019
Appin CSM Power Station,F,NSW,,,,157667.0,,Waste Coal Mine Gas,2019
Ardyaloon Facility,F,WA,,,,1291.0,,Diesel,2019
Beagle Bay Facility,F,WA,,,,1239.0,,Diesel,2019
Belrose LFG Power Station,F,NSW,,,,163.0,,Landfill Gas,2019
Berwick LFG Power Station,F,VIC,,,,785.0,,Landfill Gas,2019
Bidyadanga Facility,F,WA,,,,2196.0,,Diesel,2019
Broadmeadows LFG Power Station,F,VIC,,,,780.0,,Landfill Gas,2019
Brooklyn LFG Power Station,F,VIC,,,,562.0,,Landfill Gas,2019
Broome LNG Power Station,F,WA,,,,76055.0,,Gas,2019
Browns Plains LFG Power Station,F,QLD,,,,852.0,,Landfill Gas,2019
Clayton LFG Power Station,F,VIC,,,,4714.0,,Landfill Gas,2019
Coober Pedy Facility,F,SA,,,,1846.0,,Wind,2019
Corio LFG Power Station,F,VIC,,,,393.0,,Landfill Gas,2019
Cullerin Range Wind Farm,F,NSW,,,,106.0,,Wind,2019
Derby LNG Power Station,F,WA,,,,20497.0,,Gas,2019
Djarindjin Facility,F,WA,,,,1282.0,,Diesel,2019
Eastern Creek LFG Power Station,F,NSW,,,,370.0,,Landfill Gas,2019
Fitzroy Crossing LNG Power Station,F,WA,,,,10069.0,,Gas,2019
Gascoyne Facility,F,WA,,,,591.0,,Diesel,2019
German Creek CMM Power Station,F,QLD,,,,166725.0,,Waste Coal Mine Gas,2019
Glennies Creek WCMG Power Station,F,NSW,,,,39311.0,,Waste Coal Mine Gas,2019
Grange Avenue LFG Power Station,F,NSW,,,,267.0,,Landfill Gas,2019
Grosvenor 1 WCMG Power Station,F,QLD,,,,83617.0,,Waste Coal Mine Gas,2019
Grosvenor 2 WCMG Power Station,F,QLD,,,,65361.0,,Waste Coal Mine Gas,2019
Halls Creek LNG Power Station,F,WA,,,,8201.0,,Gas,2019
Jack's Gully LFG Power Station,F,NSW,,,,640.0,,Landfill Gas,2019
Kalamunda Power Station,F,WA,,,,7.0,,Diesel,2019
Laverton Facility,F,WA,,,,2748.0,,Diesel,2019
Leonora Facility,F,WA,,,,6247.0,,Gas,2019
Looma NGD power Station,F,WA,,,,2053.0,,Diesel,2019
Lucas Heights 1 LFG Power Station,F,NSW,,,,840.0,,Landfill Gas,2019
Lucas Heights 2 LFG Power Station,F,NSW,,,,6009.0,,Landfill Gas,2019
McArthur River Power Station,F,NT,,,,139771.0,,Gas,2019
Menzies Facility,F,WA,,,,562.0,,Diesel,2019
Moranbah North CMM Power Station,F,QLD,,,,245998.0,,Waste Coal Mine Gas,2019
Mugga Lane LFG Power Station,F,ACT,,,,1682.0,,Landfill Gas,2019
Oaky Creek II WCMG Power Station,F,QLD,,,,55809.0,,Waste Coal Mine Gas,2019
Oaky Creek WCMG Power Station,F,QLD,,,,68128.0,,Waste Coal Mine Gas,2019
Pine Creek A Power Station,F,NT,,,,85034.0,,Gas,2019
Red Hill LFG Power Station,F,WA,,,,1270.0,,Landfill Gas,2019
Roghan Road LFG Power Station,F,QLD,,,,45.0,,Landfill Gas,2019
Springvale LFG Power Station,F,VIC,,,,637.0,,Landfill Gas,2019
Tahmoor WCMG Power Station,F,NSW,,,,26064.0,,Waste Coal Mine Gas,2019
Tamala Park LFG Power Station,F,WA,,,,1814.0,,Landfill Gas,2019
Tower CSM Power Station,F,NSW,,,,70284.0,,Waste Coal Mine Gas,2019
Warmun Facility,F,WA,,,,2109.0,,Diesel,2019
Weipa Solar Power Station,F,QLD,,,,11.0,,Solar,2019
West Belconnen LFG Power Station,F,ACT,,,,137.0,,Landfill Gas,2019
Wingfield 1 LFG Power Station,F,SA,,,,755.0,,Landfill Gas,2019
Wingfield 2 LFG Power Station,F,SA,,,,607.0,,Landfill Gas,2019
Wonthaggi Wind Farm,F,VIC,,,,55.0,,Wind,2019
Clare Solar Farm,F,QLD,,,,1060.0,,Solar,2019
Cue Town Powerstation,F,WA,,,,2379.0,,Diesel,2019
Meekatharra Town Powerstation,F,WA,,,,4359.0,,Diesel,2019
Mt Magnet Town Powerstation,F,WA,,,,2411.0,,Gas,2019
Norseman Gold Power Station,F,WA,,,,2602.0,,Diesel,2019
