facilityName,type,state,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,primaryFuel,year
"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,666716.0,,,908.0,0.0,Wind,2017
Woodlawn Wind Farm,F,NSW,146912.0,,,446.0,0.0,Wind,2017
Kwinana Cogeneration Plant,F,WA,854565.0,,,471033.0,0.55,Gas,2017
Loy Yang B Power Station,F,VIC,8572256.0,,,9634137.0,1.12,Brown Coal,2017
Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,5373.0,,,0.0,0.0,Solar,2017
Albury Renewable Energy Facility,F,NSW,8581.0,,,467.0,0.05,Landfill Gas,2017
Atlas Renewable Energy Facility,F,WA,3393.0,,,201.0,0.06,Landfill Gas,2017
Awaba Renewable Energy Facility,F,NSW,8086.0,,,441.0,0.05,Landfill Gas,2017
Ballarat Renewable Energy Facility,F,VIC,6663.0,,,370.0,0.06,Landfill Gas,2017
Bendigo Renewable Energy Facility,F,VIC,4189.0,,,231.0,0.06,Solar,2017
Birkdale Renewable Energy Facility,F,QLD,5804.0,,,331.0,0.06,Landfill Gas,2017
Darwin Renewable Energy Facility,F,NT,7612.0,,,464.0,0.06,Landfill Gas,2017
Eastern Creek 2 Renewable Energy Facility,F,NSW,60975.0,,,3198.0,0.05,Landfill Gas,2017
Hampton Park Renewable Energy Facility,F,VIC,58454.0,,,3059.0,0.05,Landfill Gas,2017
Ipswich Renewable Energy Facility,F,QLD,6342.0,,,351.0,0.06,Landfill Gas,2017
Mornington Peninsula Renewable Energy Facility,F,VIC,6338.0,,,359.0,0.06,Landfill Gas,2017
Newcastle Renewable Energy Facility,F,NSW,16996.0,,,912.0,0.05,Landfill Gas,2017
Remount Renewable Energy Facility,F,TAS,12554.0,,,695.0,0.06,Landfill Gas,2017
Rochedale Renewable Energy Facility,F,QLD,35649.0,,,1932.0,0.05,Landfill Gas,2017
Shepparton Renewable Energy Facility,F,VIC,5606.0,,,313.0,0.06,Landfill Gas,2017
South Cardup Renewable Energy Facility,F,WA,25132.0,,,1406.0,0.06,Landfill Gas,2017
Stapylton Renewable Energy Facility,F,QLD,13954.0,,,788.0,0.06,Landfill Gas,2017
Swanbank Renewable Energy Facility,F,QLD,12705.0,,,692.0,0.05,Landfill Gas,2017
Wollert Renewable Energy Facility,F,VIC,55058.0,,,3041.0,0.06,Landfill Gas,2017
Wyndham Renewable Energy Facility,F,VIC,14795.0,,,753.0,0.05,Landfill Gas,2017
Wyong Renewable Energy Facility,F,NSW,18173.0,,,999.0,0.05,Landfill Gas,2017
Mt Mercer Wind farm Pty Ltd,F,VIC,362339.0,,,87.0,0.0,Wind,2017
Mt Millar Wind Farm Pty Ltd,F,SA,160278.0,,,41.0,0.0,Wind,2017
Alfred Hospital Cogeneration Plant,F,VIC,14028.0,,,14223.0,0.98,Gas,2017
Dandenong Hospital Cogeneration Plant,F,VIC,12526.0,,,11388.0,0.88,Gas,2017
Geelong Hospital Cogeneration Plant,F,VIC,13914.0,,,12734.0,0.88,Gas,2017
Royal Melbourne Hospital Cogeneration Plant,F,VIC,30690.0,,,26844.0,0.86,Gas,2017
ST. Vincent’s Hospital Cogeneration Plant,F,VIC,12946.0,,,13656.0,1.02,Gas,2017
Mortons Lane Windfarm Pty Ltd,F,VIC,60945.0,,,49.0,,Wind,2017
Hazelwood Power Station,F,VIC,7700208.0,,,10969387.0,1.41,Brown Coal,2017
New Gullen Range Wind Farm Pty Ltd,F,NSW,473414.0,,,453.0,,Wind,2017
Kwinana Gas Fired Power Station,F,WA,2159697.0,,,846107.0,0.39,Gas,2017
Gladstone Power Station,F,QLD,6662610.0,,,6442894.0,0.96,Black Coal,2017
Onslow Power Station,F,WA,13282.0,,,7615.0,0.57,Gas,2017
Australand,F,NSW,1241.0,,,790.0,0.59,Gas,2017
Ballarat Solar Park,F,VIC,441.0,,,2.0,,Solar,2017
Bendigo Solar Park,F,VIC,493.0,,,3.0,,Solar,2017
Blackmores,F,NSW,1268.0,,,969.0,0.72,Gas,2017
Bond,F,NSW,991.0,,,598.0,0.56,Gas,2017
Chifley Square,F,NSW,880.0,,,509.0,0.54,Gas,2017
Cullerin Wind Farm,F,NSW,4645.0,,,10.0,0.0,Wind,2017
Dandenong,F,VIC,2938.0,,,1984.0,0.61,Gas,2017
Darling Downs Power Station,F,QLD,3342947.0,,,1397750.0,0.42,Gas,2017
Drapac,F,VIC,663.0,,,459.0,0.64,Gas,2017
Eraring Power Station,F,NSW,14993469.0,,,12918969.0,0.86,Black Coal,2017
Exhibition Street,F,VIC,2201.0,,,1348.0,0.56,Gas,2017
Kent Street,F,NSW,3500.0,,,1883.0,0.5,Gas,2017
La Trobe,F,VIC,665.0,,,440.0,0.61,Gas,2017
Ladbroke Grove Power Station,F,SA,211147.0,,,110282.0,0.52,Gas,2017
Mirvac,F,NSW,4323.0,,,2561.0,0.55,Gas,2017
Mortlake Power Station,F,VIC,1102918.0,,,614867.0,0.55,Gas,2017
Mount,F,NSW,1916.0,,,1154.0,0.56,Gas,2017
Mt Stuart Power Station,F,QLD,73408.0,,,74708.0,0.97,Kerosene,2017
Quarantine Power Station,F,SA,264028.0,,,173596.0,0.65,Gas,2017
Roma Power Station,F,QLD,41739.0,,,28029.0,0.65,Gas,2017
Shoalhaven Scheme,F,NSW,117187.0,,,124409.0,0.0,Hydro,2017
Stockland Headquarters,F,NSW,1457.0,,,910.0,0.58,Gas,2017
University of NSW,F,NSW,2330.0,,,1556.0,0.63,Gas,2017
Uranquinty Power Station,F,NSW,636399.0,,,393507.0,0.61,Gas,2017
Millmerran Power Station (facility),F,QLD,6608557.0,,,5413009.0,0.82,Black Coal,2017
Pelican Point Power Station,F,SA,1209624.0,,,497611.0,0.41,Gas,2017
Kwinana Swift Power Station,F,WA,57688.0,,,34248.0,0.58,Gas,2017
Merredin Energy Power Station,F,WA,442.0,,,997.0,1.07,Gas,2017
Paraburdoo Power Station,F,WA,545527.0,,,288580.0,0.53,Gas,2017
West Angelas Power Station,F,WA,380221.0,,,205655.0,0.54,Gas,2017
Yurralyi Maya Power Station,F,WA,756219.0,,,414906.0,0.55,Gas,2017
Bairnsdale Power Station,F,VIC,168524.0,,,94392.0,0.55,Gas,2017
Braemar Power Station,F,QLD,649747.0,,,382051.0,0.59,Coal Seam Methane,2017
Newman Power Station,F,WA,187149.0,,,159852.0,0.85,Gas,2017
Port Hedland Power Station,F,WA,481108.0,,,375138.0,0.78,Gas,2017
Wagerup Power Station,F,WA,50385.0,,,30949.0,0.6,Gas,2017
Alpurrurulam (Lake Nash),F,NT,1846.0,,,1191.0,0.65,Diesel,2017
Amanbidgi (Kildurk),F,NT,270.0,,,256.0,0.95,Diesel,2017
"Ampilatwatja (Alparra, Ammaroo)",F,NT,3345.0,,,2373.0,0.71,Diesel,2017
Amunturangu (Mount Liebig),F,NT,759.0,,,604.0,0.8,Diesel,2017
Aputula (Finke),F,NT,1004.0,,,720.0,0.72,Diesel,2017
Areyonga (Utju),F,NT,1078.0,,,757.0,0.7,Diesel,2017
Atitjere (Harts Range),F,NT,868.0,,,649.0,0.75,Diesel,2017
Borroloola Generation,F,NT,6344.0,,,4358.0,0.69,Diesel,2017
Bulla Camp,F,NT,423.0,,,398.0,0.94,Diesel,2017
Bulman,F,NT,1221.0,,,934.0,0.76,Diesel,2017
Daly Waters Generation,F,NT,1044.0,,,792.0,0.76,Diesel,2017
Elliot Generation,F,NT,2703.0,,,1927.0,0.71,Gas,2017
Engawala (Alcoota),F,NT,548.0,,,435.0,0.79,Diesel,2017
Epenarra (Wutunugurra),F,NT,683.0,,,579.0,0.85,Diesel,2017
Eva Valley,F,NT,358.0,,,316.0,0.88,Diesel,2017
Galiwinku (Elcho Island),F,NT,7021.0,,,4994.0,0.71,Diesel,2017
Gapuwiyak (Lake Evella),F,NT,2906.0,,,2107.0,0.73,Diesel,2017
Gunbalanya (Oenpelli),F,NT,4982.0,,,3557.0,0.71,Diesel,2017
Ikuntji (Haasts Bluff),F,NT,726.0,,,579.0,0.8,Diesel,2017
Imangara (Murray Downs),F,NT,292.0,,,243.0,0.83,Diesel,2017
Imanpa (Mount Ebenezer),F,NT,580.0,,,457.0,0.79,Diesel,2017
Kalkaringi (Wave Hill),F,NT,3006.0,,,1727.0,0.57,Diesel,2017
Kaltukatjara (Docker River),F,NT,1452.0,,,1042.0,0.72,Diesel,2017
Lajamanu (Hooker Creek),F,NT,2945.0,,,2112.0,0.72,Diesel,2017
Laramba (Napperby),F,NT,934.0,,,685.0,0.73,Diesel,2017
Maningrida,F,NT,8919.0,,,5945.0,0.67,Diesel,2017
Milikapiti (Snake Bay),F,NT,2093.0,,,1583.0,0.76,Diesel,2017
Milingimbi,F,NT,3669.0,,,2724.0,0.74,Diesel,2017
Milyakburra (Bickerton Island),F,NT,944.0,,,690.0,0.73,Diesel,2017
Minjilang (Croker Island),F,NT,1291.0,,,989.0,0.77,Diesel,2017
Minyerri (Hodgson Downs),F,NT,2257.0,,,1652.0,0.73,Diesel,2017
Nauiyu Nambiyu (Daly River),F,NT,3104.0,,,2178.0,0.7,Diesel,2017
Nguiu (Bathurst Island),F,NT,6508.0,,,4766.0,0.73,Diesel,2017
Ngukurr (Roper River),F,NT,4573.0,,,3306.0,0.72,Diesel,2017
Numbulwar (Rose River),F,NT,3031.0,,,2134.0,0.7,Diesel,2017
Nyirripi (Waite Creek),F,NT,979.0,,,687.0,0.7,Diesel,2017
Orwaitilla (Canteen Creek),F,NT,962.0,,,679.0,0.71,Diesel,2017
Palumpa,F,NT,1531.0,,,1072.0,0.7,Diesel,2017
Papunya,F,NT,1884.0,,,1359.0,0.72,Diesel,2017
Peppimenarti,F,NT,1208.0,,,873.0,0.72,Diesel,2017
Pidgeon Hole,F,NT,494.0,,,384.0,0.78,Diesel,2017
Pirlangimpi (Garden Point),F,NT,2010.0,,,1611.0,0.8,Diesel,2017
Ramingining,F,NT,3227.0,,,2173.0,0.67,Diesel,2017
Robinson River,F,NT,1061.0,,,787.0,0.74,Diesel,2017
Tara (Neutral Junction),F,NT,325.0,,,286.0,0.88,Diesel,2017
Ti Tree Generation,F,NT,2443.0,,,1588.0,0.65,Diesel,2017
Timber Creek,F,NT,2883.0,,,2072.0,0.72,Diesel,2017
Titjikala (Maryvale),F,NT,1113.0,,,765.0,0.69,Diesel,2017
Umbakumba,F,NT,2631.0,,,2021.0,0.77,Diesel,2017
Wadeye (Port Keats),F,NT,9420.0,,,6064.0,0.64,Gas,2017
Walungurru (Kintore),F,NT,1756.0,,,1278.0,0.73,Diesel,2017
Warruwi (Goulburn Is),F,NT,1895.0,,,1300.0,0.69,Diesel,2017
Wilora (Stirling),F,NT,293.0,,,256.0,0.88,Diesel,2017
Wirliyatjarrayi (Willowra),F,NT,888.0,,,633.0,0.71,Diesel,2017
Yarralin,F,NT,1375.0,,,985.0,0.72,Diesel,2017
Yuendumu,F,NT,5177.0,,,3576.0,0.69,Diesel,2017
Channel Island Power Station,F,NT,1039472.0,,,612232.0,0.59,Gas,2017
Katherine Power Station,F,NT,24293.0,,,17816.0,0.73,Gas,2017
Kings Canyon,F,NT,874.0,,,699.0,0.8,Solar,2017
Owen Springs Power Station,F,NT,85233.0,,,50040.0,0.59,Gas,2017
Ron Goodin Power Station,F,NT,113878.0,,,83638.0,0.73,Gas,2017
Tennant Creek Power Station,F,NT,29403.0,,,21094.0,0.72,Gas,2017
Weddell Power Station,F,NT,380063.0,,,220184.0,0.58,Gas,2017
Yulara Power Station,F,NT,19885.0,,,13173.0,0.66,Gas,2017
Visy Energy - Coolaroo Co-gen,F,VIC,18290.0,,,40277.0,1.52,Biofuel,2017
Condamine Power Station,F,QLD,960791.0,,,388742.0,0.4,Gas,2017
Kemerton Power Station,F,WA,107769.0,,,74562.0,0.67,Gas,2017
Starfish Hill Wind Farm,F,SA,63834.0,,,117.0,0.0,Wind,2017
Toora Wind Farm,F,VIC,49514.0,,,259.0,0.0,Wind,2017
Townsville Power Station,F,QLD,524547.0,,,229293.0,0.43,Gas,2017
Windy Hill Wind Farm,F,QLD,27826.0,,,45.0,0.0,Wind,2017
Carnarvon Power Station & Distribution network,F,WA,41241.0,,,24958.0,0.61,Gas,2017
Denham Power Station & Denham Distribution network,F,WA,3157.0,,,2275.0,0.72,Diesel,2017
Kalumburu Power Station & Distribution network,F,WA,2270.0,,,1524.0,0.67,Diesel,2017
Kununurra Power Station & Kununurra Distribution network,F,WA,248.0,,,356.0,1.44,Diesel,2017
Marble Bar Power Station & Marble Bar Distribution network,F,WA,2290.0,,,1193.0,0.52,Diesel,2017
Murchison Radio Astronomy Power Station and Distribution Network,F,WA,2404.0,,,1553.0,0.65,Diesel,2017
Nullagine Power Station & Nullagine Distribution network,F,WA,1114.0,,,616.0,0.55,Diesel,2017
Onslow Power Station Horizon Power back-up & Onslow Distribtion Network,F,WA,6548.0,,,4927.0,0.67,Gas,2017
South Hedland Temporary Generation Power Station,F,WA,58520.0,,,39885.0,0.68,Gas,2017
Wyndham Power Station & Distribution network,F,WA,143.0,,,115.0,0.81,Diesel,2017
Yungngora Power Station & Yungngora Distribution Network,F,WA,1530.0,,,872.0,0.57,Diesel,2017
FPC Green Energy,F,QLD,41705.0,,,3561.0,0.04,Biofuel,2017
Wilga Park Power Station,F,NSW,89631.0,,,49679.0,0.55,Coal Seam Methane,2017
Musselroe Wind Farm Pty Ltd,F,TAS,601719.0,,,308.0,0.0,Wind,2017
Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,230332.0,,,97.0,0.0,Wind,2017
Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,266405.0,,,111.0,0.0,Wind,2017
SNOWTOWN SOUTH WIND FARM,F,SA,416691.0,,,283.0,0.0,Wind,2017
Snowtown Wind Farm,F,SA,310426.0,,,468.0,0.0,Wind,2017
SNOWTOWN WIND FARM STAGE 2,F,SA,406591.0,,,390.0,0.0,Wind,2017
Angaston Power Station,F,SA,7650.0,,,5624.0,0.69,Liquid Fuel,2017
Colongra Power Station,F,NSW,14008.0,,,16036.0,0.66,Gas,2017
Laverton North Power Station,F,VIC,79521.0,,,52074.0,0.61,Gas,2017
Lonsdale/Port Stanvac Power Station,F,SA,17818.0,,,9421.0,0.51,Diesel,2017
Snowy Hydro Ltd,F,NSW,5459820.0,,,268141.0,0.0,Hydro,2017
Valley Power,F,VIC,4109.0,,,6887.0,0.95,Gas,2017
Moree Solar Farm,F,NSW,143225.0,,,615.0,,Solar,2017
Challicum Hills Wind Farm,F,VIC,127162.0,,,55.0,0.0,Wind,2017
Clements Gap Wind Farm,F,SA,160728.0,,,55.0,0.0,Wind,2017
Codrington Wind Farm,F,VIC,41482.0,,,17.0,0.0,Wind,2017
Eildon Pondage Hydro,F,VIC,8517.0,,,3.0,0.0,Hydro,2017
Glenmaggie Hydro,F,VIC,10229.0,,,6.0,0.0,Hydro,2017
Ord Hydro,F,WA,212622.0,,,60.0,0.0,Hydro,2017
Portland Wind Farms,F,VIC,467950.0,,,68.0,0.0,Wind,2017
Taralga Wind Farm,F,NSW,288398.0,,,100.0,0.0,Wind,2017
The Drop Hydro,F,NSW,5364.0,,,6.0,0.0,Hydro,2017
William Hovell Hydro,F,VIC,5467.0,,,4.0,0.0,Hydro,2017
Yambuk Wind Farm,F,VIC,86713.0,,,20.0,0.0,Wind,2017
Barron Gorge Power Station,F,QLD,127770.0,,,937.0,0.01,Hydro,2017
Kareeya Power Station,F,QLD,487803.0,,,741.0,0.0,Hydro,2017
Mackay Gas Turbine,F,QLD,390.0,,,496.0,1.27,Diesel,2017
Mica Creek Power Station,F,QLD,5022.0,,,7925.0,1.3,Gas,2017
Stanwell Power Station,F,QLD,9267250.0,,,7971930.0,0.86,Black Coal,2017
Tarong Power Stations,F,QLD,12311031.0,,,10712635.0,0.87,Black Coal,2017
Vales Point Power Station,F,NSW,8130715.0,,,6941108.0,0.85,Black Coal,2017
Dry Creek Power Station,F,SA,9695.0,,,12006.0,1.2,Gas,2017
Mintaro Power Station,F,SA,29629.0,,,23163.0,0.78,Gas,2017
Port Lincoln Power Station,F,SA,2212.0,,,4401.0,1.82,Diesel,2017
Snuggery Power Station,F,SA,3197.0,,,4089.0,1.13,Diesel,2017
Kalgoorlie Power Station,F,WA,255819.0,,,145265.0,0.57,Gas,2017
Kambalda Power Station,F,WA,259556.0,,,143358.0,0.55,Gas,2017
Leinster Power Station,F,WA,313843.0,,,168384.0,0.54,Gas,2017
Mt Keith Power Station,F,WA,378016.0,,,219180.0,0.58,Gas,2017
Solomon Power Station,F,WA,273578.0,,,175216.0,0.64,Gas,2017
South Hedland Power Station,F,WA,69614.0,,,38842.0,0.56,Gas,2017
Cocos Keeling Islands - Home Island Generation,F,WA,2511.0,,,1757.0,0.7,Liquid Fuel,2017
Cocos Keeling Islands - West Island Generation,F,WA,2523.0,,,1896.0,0.75,Liquid Fuel,2017
Utilities Production and Supply,F,WA,33088.0,,,41695.0,1.26,Gas,2017
Cathedral Rocks Wind Farm,F,SA,,,,184.0,,Wind,2018
Gunning Wind Farm,F,NSW,,,,249.0,,Wind,2018
Mt Gellibrand Wind Farm,F,VIC,,,,22.0,,Wind,2018
Waubra Wind Farm,F,VIC,,,,1098.0,,Wind,2018
Banimboola Hydro,F,VIC,,,,63.0,,Hydro,2018
Bayswater Power Station,F,NSW,,,,13725965.0,,Black Coal,2018
Bogong Power Station,F,VIC,,,,934.0,,Hydro,2018
Broken Hill Solar Plant,F,NSW,,,,423.0,,Solar,2018
Burrendong Hydro,F,NSW,,,,37.0,,Hydro,2018
Clover Hydro,F,VIC,,,,270.0,,Hydro,2018
Coopers Cogeneration,F,SA,,,,17509.0,,Gas,2018
Copeton Hydro,F,NSW,,,,44.0,,Hydro,2018
Dartmouth Hydro,F,VIC,,,,637.0,,Hydro,2018
Eildon Hydro,F,VIC,,,,680.0,,Hydro,2018
Glenbawn Hydro,F,NSW,,,,11.0,,Hydro,2018
Glenorchy Landfill Generation,F,TAS,,,,518.0,,Landfill Gas,2018
Hallett (Stage 1) Wind Farm,F,SA,,,,287.0,,Wind,2018
Hallett (Stage 2) Wind Farm,F,SA,,,,229.0,,Wind,2018
Hallett (Stage 4) Wind Farm,F,SA,,,,529.0,,Wind,2018
Hallett (Stage 5) Wind Farm,F,SA,,,,286.0,,Wind,2018
Hobart Landfill Generation,F,TAS,,,,359.0,,Landfill Gas,2018
Hunter Valley Gas Turbines,F,NSW,,,,1969.0,,Gas,2018
Kemps Creek Landfill Generation,F,NSW,,,,651.0,,Landfill Gas,2018
Kincumber Landfill Generation,F,NSW,,,,161.0,,Landfill Gas,2018
Liddell Power Station,F,NSW,,,,7840239.0,,Black Coal,2018
Loy Yang Power Station and Mine,F,VIC,,,,20107115.0,,Brown Coal,2018
Macarthur Wind Farm,F,VIC,,,,3257.0,,Wind,2018
McKay Creek Hydro,F,VIC,,,,4699.0,,Hydro,2018
Moranbah Power Station,F,QLD,,,,33575.0,,Coal Seam Methane,2018
Nyngan Solar Plant,F,NSW,,,,913.0,,Solar,2018
Oaklands Hill Wind Farm,F,VIC,,,,694.0,,Wind,2018
Pindari Hydro,F,NSW,,,,22.0,,Hydro,2018
Rockingham Landfill Generation,F,WA,,,,1480.0,,Landfill Gas,2018
Rubicon Hydro Scheme,F,VIC,,,,39.0,,Hydro,2018
Shoalhaven Landfill Generation,F,NSW,,,,85.0,,Landfill Gas,2018
Somerton Power Station,F,VIC,,,,63291.0,,Gas,2018
Torrens Island Power Station,F,SA,,,,1581207.0,,Gas,2018
Wattle Point Wind Farm,F,SA,,,,219.0,,Wind,2018
Werribee Biogas Generator,F,VIC,,,,4245.0,,Biogas,2018
West Kiewa Hydro,F,VIC,,,,1272.0,,Hydro,2018
Wilpena Pound Solar Generation,F,SA,,,,686.0,,Solar,2018
Woy Woy Landfill Generation,F,NSW,,,,474.0,,Landfill Gas,2018
Yarrawonga Hydro,F,VIC,,,,40.0,,Hydro,2018
Alinta Pinjarra Generation Facility,F,WA,,,,1410553.0,,Gas,2018
Diamantina Power Station,F,QLD,,,,656938.0,,Gas,2018
Emu Downs Solar Farm,F,WA,,,,33.0,,Solar,2018
Emu Downs Wind Farm,F,WA,,,,396.0,,Wind,2018
Braemar 2 Power Station,F,QLD,,,,158353.0,,Coal Seam Methane,2018
Karratha Power Station,F,WA,,,,63721.0,,Gas,2018
Osborne facility,F,SA,,,,542656.0,,Gas,2018
Facility,F,VIC,,,,1707.0,,Wind,2018
Smithfield Power Partnership,F,NSW,,,,35109.0,,Gas,2018
Bald Hills Wind Farm Pty Ltd,F,VIC,,,,927.0,,Wind,2018
New Gullen Range Wind Farm Pty Ltd,F,NSW,,,,231.0,,Wind,2018
Yarnima Power Station,F,WA,,,,309875.0,,Gas,2018
Bluewaters Power 1,F,WA,,,,1444218.0,,Black Coal,2018
Bluewaters Power 2,F,WA,,,,1522333.0,,Black Coal,2018
Enwave Central Park Pty Ltd,F,NSW,,,,2857.0,,Gas,2018
Enwave Mascot Pty Ltd,F,NSW,,,,17143.0,,Gas,2018
Callide B Power Station,F,QLD,,,,5103540.0,,Black Coal,2018
Kogan Creek Power Station,F,QLD,,,,4360686.0,,Black Coal,2018
Wivenhoe Power Station,F,QLD,,,,57695.0,,Hydro,2018
Canunda Wind Farm,F,SA,,,,33.0,,Wind,2018
Broadwater Power Plant,F,NSW,,,,8143.0,,Bagasse,2018
Condong Power Plant,F,NSW,,,,6699.0,,Bagasse,2018
Facility,F,VIC,,,,83.0,,Wind,2018
White Rock Wind Farm Pty Ltd,F,NSW,,,,839.0,,Wind,2018
Cue Town Powerstation,F,WA,,,,2060.0,,Diesel,2018
Meekatharra Town Powerstation,F,WA,,,,4610.0,,Diesel,2018
Mt Magnet Town Powerstation,F,WA,,,,2140.0,,Gas,2018
Norseman Gold Power Station,F,WA,,,,3213.0,,Diesel,2018
Sandstone Town Powerstation,F,WA,,,,528.0,,Diesel,2018
Wiluna Town Powerstation,F,WA,,,,1706.0,,Diesel,2018
Yalgoo Town Powerstation,F,WA,,,,760.0,,Diesel,2018
Cullerin Range Wind Farm,F,NSW,,,,110.0,,Wind,2018
Collgar Wind Farm,F,WA,,,,978.0,,Wind,2018
Boco Rock Wind Farm Pty Ltd,F,NSW,,,,1149.0,,Wind,2018
Royalla Solar Farm,F,ACT,,,,181.0,,Solar,2018
Glennies Creek WCMG Power Station,F,NSW,,,,40164.0,,Waste Coal Mine Gas,2018
Oaky Creek II WCMG Power Station,F,QLD,,,,55057.0,,Waste Coal Mine Gas,2018
Oaky Creek WCMG Power Station,F,QLD,,,,68592.0,,Waste Coal Mine Gas,2018
Tahmoor WCMG Power Station,F,NSW,,,,18923.0,,Waste Coal Mine Gas,2018
Appin CSM Power Station,F,NSW,,,,73634.0,,Waste Coal Mine Gas,2018
Tower CSM Power Station,F,NSW,,,,143425.0,,Waste Coal Mine Gas,2018
German Creek CMM Power Station,F,QLD,,,,160373.0,,Waste Coal Mine Gas,2018
Mugga Lane LFG Power Station,F,ACT,,,,2014.0,,Landfill Gas,2018
West Belconnen LFG Power Station,F,ACT,,,,160.0,,Landfill Gas,2018
Belrose LFG Power Station,F,NSW,,,,185.0,,Landfill Gas,2018
Eastern Creek LFG Power Station,F,NSW,,,,526.0,,Landfill Gas,2018
Grange Avenue LFG Power Station,F,NSW,,,,329.0,,Landfill Gas,2018
Jack's Gully LFG Power Station,F,NSW,,,,800.0,,Landfill Gas,2018
Lucas Heights 1 LFG Power Station,F,NSW,,,,900.0,,Landfill Gas,2018
Lucas Heights 2 LFG Power Station,F,NSW,,,,6381.0,,Landfill Gas,2018
Browns Plains LFG Power Station,F,QLD,,,,875.0,,Landfill Gas,2018
Roghan Road LFG Power Station,F,QLD,,,,107.0,,Landfill Gas,2018
Wingfield 1 LFG Power Station,F,SA,,,,1001.0,,Landfill Gas,2018
Wingfield 2 LFG Power Station,F,SA,,,,940.0,,Landfill Gas,2018
Berwick LFG Power Station,F,VIC,,,,1097.0,,Landfill Gas,2018
Broadmeadows LFG Power Station,F,VIC,,,,952.0,,Landfill Gas,2018
Brooklyn LFG Power Station,F,VIC,,,,707.0,,Landfill Gas,2018
Clayton LFG Power Station,F,VIC,,,,5056.0,,Landfill Gas,2018
Corio LFG Power Station,F,VIC,,,,484.0,,Landfill Gas,2018
Springvale LFG Power Station,F,VIC,,,,791.0,,Landfill Gas,2018
McArthur River Power Station,F,NT,,,,134067.0,,Gas,2018
Pine Creek A Power Station,F,NT,,,,83976.0,,Gas,2018
Broome LNG Power Station,F,WA,,,,77522.0,,Gas,2018
Derby LNG Power Station,F,WA,,,,19928.0,,Gas,2018
Fitzroy Crossing LNG Power Station,F,WA,,,,9437.0,,Gas,2018
Halls Creek LNG Power Station,F,WA,,,,7253.0,,Gas,2018
Looma NGD Power Station,F,WA,,,,2065.0,,Diesel,2018
Grosvenor 1 WCMG Power Station,F,QLD,,,,86059.0,,Waste Coal Mine Gas,2018
Grosvenor 2 WCMG Power Station,F,QLD,,,,48259.0,,Waste Coal Mine Gas,2018
Moranbah North CMM Power Station,F,QLD,,,,260078.0,,Waste Coal Mine Gas,2018
Albany Wind Farm,F,WA,,,,22.0,,Wind,2018
Bremer Bay Wind Diesel Power Station,F,WA,,,,66.0,,Wind,2018
Cockburn Power Station,F,WA,,,,45893.0,,Gas,2018
Collie Power Station,F,WA,,,,1848693.0,,Black Coal,2018
Coral Bay Wind Diesel Power Station,F,WA,,,,1592.0,,Wind,2018
Denham Wind Farm,F,WA,,,,1.0,,Wind,2018
Esperance Wind Farm,F,WA,,,,6.0,,Wind,2018
Greenough River Solar Farm,F,WA,,,,113.0,,Solar,2018
Hopetoun Wind Diesel Power Station,F,WA,,,,2134.0,,Wind,2018
Kalbarri Wind Farm,F,WA,,,,1.0,,Wind,2018
Kalgoorlie Gas Turbine Station,F,WA,,,,1402.0,,Gas,2018
Kwinana Power Station,F,WA,,,,429764.0,,Gas,2018
Muja Power Station,F,WA,,,,3982663.0,,Black Coal,2018
Mungarra Gas Turbine Station,F,WA,,,,15542.0,,Gas,2018
Pinjar Gas Turbine Station,F,WA,,,,446643.0,,Gas,2018
Ravensthorpe Power Station,F,WA,,,,146.0,,Diesel,2018
Ardyaloon Facility,F,WA,,,,1420.0,,Diesel,2018
Beagle Bay Facility,F,WA,,,,1263.0,,Diesel,2018
Bidyadanga Facility,F,WA,,,,2117.0,,Diesel,2018
Coober Pedy Facility,F,SA,,,,2913.0,,Wind,2018
Djarindjin Facility,F,WA,,,,1390.0,,Diesel,2018
Gascoyne Facility,F,WA,,,,586.0,,Diesel,2018
Laverton Facility,F,WA,,,,3064.0,,Diesel,2018
Leonora Facility,F,WA,,,,6248.0,,Gas,2018
Menzies Facility,F,WA,,,,538.0,,Diesel,2018
Warmun Facility,F,WA,,,,1976.0,,Diesel,2018
Barcaldine Power Station Facility,F,QLD,,,,4706.0,,Gas,2018
Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,,,,694.0,,Diesel,2018
Energy Impact - Generation - Facility,F,QLD,,,,384.0,,Diesel,2018
Hallett Power Station,F,SA,,,,20635.0,,Gas,2018
Jeeralang Power Station,F,VIC,,,,100090.0,,Gas,2018
Mt Piper Power Station,F,NSW,,,,6841302.0,,Black Coal,2018
Newport Power Station,F,VIC,,,,559518.0,,Gas,2018
Tallawarra Power Station,F,NSW,,,,550385.0,,Gas,2018
Waterloo Wind Farm,F,SA,,,,35.0,,Wind,2018
Yallourn Power Station,F,VIC,,,,13856313.0,,Brown Coal,2018
Newgen Neerabup Power Station,F,WA,,,,156947.0,,Gas,2018
Oakey Power Station,F,QLD,,,,49280.0,,Gas,2018
Esperance Power Station,F,WA,,,,55006.0,,Gas,2018
