Code,Label,Year,Total number of businesses,Technicians and trades workers (no.),Total persons employed aged 15 years and over (no.),Labourers (no.),"Electricity, gas, water and waste services (no.)","Electricity, gas, water and waste services (%)",lat,lng
107041147,Helensburgh,2024,782,,,,3,,-34.1913797,150.9820056
107041148,Thirroul - Austinmer - Coalcliff,2011,,,5246,,,0.9,-34.2459622,150.9740335
107041148,Thirroul - Austinmer - Coalcliff,2016,,,5498,,,0.8,-34.2459622,150.9740335
107041148,Thirroul - Austinmer - Coalcliff,2017,,,,,,,-34.2459622,150.9740335
107041148,Thirroul - Austinmer - Coalcliff,2018,,,,,,,-34.2459622,150.9740335
107041148,Thirroul - Austinmer - Coalcliff,2019,,,,,,,-34.2459622,150.9740335
107041148,Thirroul - Austinmer - Coalcliff,2020,1095,,,,4,,-34.2459622,150.9740335
107041148,Thirroul - Austinmer - Coalcliff,2021,1116,,5821,,3,0.9,-34.2459622,150.9740335
107041148,Thirroul - Austinmer - Coalcliff,2022,1136,,,,7,,-34.2459622,150.9740335
107041148,Thirroul - Austinmer - Coalcliff,2023,1169,,,,5,,-34.2459622,150.9740335
107041148,Thirroul - Austinmer - Coalcliff,2024,1164,,,,3,,-34.2459622,150.9740335
107041150,Woonona - Bulli - Russell Vale,2011,,,8458,,,1.3,-34.358,150.901
107041150,Woonona - Bulli - Russell Vale,2016,,,9070,,,1.1,-34.358,150.901
107041150,Woonona - Bulli - Russell Vale,2017,,,,,,,-34.358,150.901
107041150,Woonona - Bulli - Russell Vale,2018,,,,,,,-34.358,150.901
107041150,Woonona - Bulli - Russell Vale,2019,,,,,,,-34.358,150.901
107041150,Woonona - Bulli - Russell Vale,2020,1168,,,,3,,-34.358,150.901
107041150,Woonona - Bulli - Russell Vale,2021,1224,,9613,,3,0.9,-34.358,150.901
107041150,Woonona - Bulli - Russell Vale,2022,1261,,,,,,-34.358,150.901
107041150,Woonona - Bulli - Russell Vale,2023,1279,,,,,,-34.358,150.901
107041150,Woonona - Bulli - Russell Vale,2024,1335,,,,,,-34.358,150.901
107041548,Wollongong - East,2011,,,5820,,,0.9,-34.4248336,150.8931132
107041548,Wollongong - East,2016,,,6312,,,0.8,-34.4248336,150.8931132
107041548,Wollongong - East,2017,,,,,,,-34.4248336,150.8931132
107041548,Wollongong - East,2018,,,,,,,-34.4248336,150.8931132
107041548,Wollongong - East,2019,,,,,,,-34.4248336,150.8931132
107041548,Wollongong - East,2020,2513,,,,3,,-34.4248336,150.8931132
107041548,Wollongong - East,2021,2662,,8416,,3,0.7,-34.4248336,150.8931132
107041548,Wollongong - East,2022,2686,,,,3,,-34.4248336,150.8931132
107041548,Wollongong - East,2023,2738,,,,4,,-34.4248336,150.8931132
107041548,Wollongong - East,2024,2831,,,,5,,-34.4248336,150.8931132
107041549,Wollongong - West,2011,,,6455,,,0.8,-34.4238566,150.8678386
107041549,Wollongong - West,2016,,,7234,,,0.6,-34.4238566,150.8678386
107041549,Wollongong - West,2017,,,,,,,-34.4238566,150.8678386
107041549,Wollongong - West,2018,,,,,,,-34.4238566,150.8678386
107041549,Wollongong - West,2019,,,,,,,-34.4238566,150.8678386
107041549,Wollongong - West,2020,987,,,,,,-34.4238566,150.8678386
107041549,Wollongong - West,2021,1012,,8083,,,0.7,-34.4238566,150.8678386
107041549,Wollongong - West,2022,1135,,,,,,-34.4238566,150.8678386
107041549,Wollongong - West,2023,1177,,,,3,,-34.4238566,150.8678386
107041549,Wollongong - West,2024,1229,,,,3,,-34.4238566,150.8678386
108011151,Bulahdelah - Stroud,2011,,,1900,,,1.6,-32.4058464,151.9683598
108011151,Bulahdelah - Stroud,2016,,,1857,,,1.7,-32.4058464,151.9683598
108011151,Bulahdelah - Stroud,2017,,,,,,,-32.4058464,151.9683598
108011151,Bulahdelah - Stroud,2018,,,,,,,-32.4058464,151.9683598
108011151,Bulahdelah - Stroud,2019,,,,,,,-32.4058464,151.9683598
108011151,Bulahdelah - Stroud,2020,564,,,,3,,-32.4058464,151.9683598
108011151,Bulahdelah - Stroud,2021,571,,2079,,3,1.5,-32.4058464,151.9683598
108011151,Bulahdelah - Stroud,2022,598,,,,3,,-32.4058464,151.9683598
108011151,Bulahdelah - Stroud,2023,594,,,,4,,-32.4058464,151.9683598
108011151,Bulahdelah - Stroud,2024,580,,,,4,,-32.4058464,151.9683598
108011152,Forster,2011,,,4329,,,1.6,-32.1943225,152.5142797
108011152,Forster,2016,,,4569,,,1.8,-32.1943225,152.5142797
108011152,Forster,2017,,,,,,,-32.1943225,152.5142797
108011152,Forster,2018,,,,,,,-32.1943225,152.5142797
108011152,Forster,2019,,,,,,,-32.1943225,152.5142797
108011152,Forster,2020,882,,,,,,-32.1943225,152.5142797
108011152,Forster,2021,920,,5072,,,1.0,-32.1943225,152.5142797
108011152,Forster,2022,984,,,,,,-32.1943225,152.5142797
108011152,Forster,2023,1038,,,,,,-32.1943225,152.5142797
108011152,Forster,2024,1030,,,,,,-32.1943225,152.5142797
108011153,Forster-Tuncurry Surrounds,2011,,,1915,,,1.2,-32.1976019,152.5262868
108011153,Forster-Tuncurry Surrounds,2016,,,2022,,,2.0,-32.1976019,152.5262868
108011153,Forster-Tuncurry Surrounds,2017,,,,,,,-32.1976019,152.5262868
108011153,Forster-Tuncurry Surrounds,2018,,,,,,,-32.1976019,152.5262868
108011153,Forster-Tuncurry Surrounds,2019,,,,,,,-32.1976019,152.5262868
108011153,Forster-Tuncurry Surrounds,2020,532,,,,,,-32.1976019,152.5262868
108011153,Forster-Tuncurry Surrounds,2021,562,,2550,,,1.0,-32.1976019,152.5262868
108011153,Forster-Tuncurry Surrounds,2022,639,,,,,,-32.1976019,152.5262868
108011153,Forster-Tuncurry Surrounds,2023,651,,,,,,-32.1976019,152.5262868
108011153,Forster-Tuncurry Surrounds,2024,658,,,,3,,-32.1976019,152.5262868
108011154,Tuncurry,2011,,,1576,,,2.0,-32.1683406,152.4966491
108011154,Tuncurry,2016,,,1640,,,2.3,-32.1683406,152.4966491
108011154,Tuncurry,2017,,,,,,,-32.1683406,152.4966491
108011154,Tuncurry,2018,,,,,,,-32.1683406,152.4966491
108011154,Tuncurry,2019,,,,,,,-32.1683406,152.4966491
108011154,Tuncurry,2020,359,,,,11,,-32.1683406,152.4966491
108011154,Tuncurry,2021,363,,1907,,11,2.3,-32.1683406,152.4966491
108011154,Tuncurry,2022,376,,,,8,,-32.1683406,152.4966491
108011154,Tuncurry,2023,380,,,,9,,-32.1683406,152.4966491
108011154,Tuncurry,2024,379,,,,6,,-32.1683406,152.4966491
108021155,Kempsey,2011,,,4426,,,1.4,-31.0804831,152.8418039
108021155,Kempsey,2016,,,4468,,,1.0,-31.0804831,152.8418039
108021155,Kempsey,2017,,,,,,,-31.0804831,152.8418039
108021155,Kempsey,2018,,,,,,,-31.0804831,152.8418039
108021155,Kempsey,2019,,,,,,,-31.0804831,152.8418039
108021155,Kempsey,2020,923,,,,5,,-31.0804831,152.8418039
108021155,Kempsey,2021,945,,5082,,6,1.2,-31.0804831,152.8418039
108021155,Kempsey,2022,990,,,,5,,-31.0804831,152.8418039
108021155,Kempsey,2023,1002,,,,6,,-31.0804831,152.8418039
108021155,Kempsey,2024,982,,,,4,,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2011,,,3348,,,1.3,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2016,,,3413,,,1.2,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2017,,,,,,,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2018,,,,,,,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2019,,,,,,,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2020,938,,,,3,,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2021,982,,3739,,4,1.2,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2022,1066,,,,4,,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2023,1062,,,,4,,-31.0804831,152.8418039
108021156,Kempsey Surrounds,2024,1049,,,,5,,-31.0804831,152.8418039
108021157,Macksville - Scotts Head,2011,,,1530,,,1.0,-30.7097946,152.9161732
108021157,Macksville - Scotts Head,2016,,,1602,,,0.7,-30.7097946,152.9161732
108021157,Macksville - Scotts Head,2017,,,,,,,-30.7097946,152.9161732
108021157,Macksville - Scotts Head,2018,,,,,,,-30.7097946,152.9161732
108021157,Macksville - Scotts Head,2019,,,,,,,-30.7097946,152.9161732
108021157,Macksville - Scotts Head,2020,400,,,,,,-30.7097946,152.9161732
108021157,Macksville - Scotts Head,2021,424,,1779,,,0.8,-30.7097946,152.9161732
108021157,Macksville - Scotts Head,2022,412,,,,,,-30.7097946,152.9161732
108021157,Macksville - Scotts Head,2023,421,,,,,,-30.7097946,152.9161732
108021157,Macksville - Scotts Head,2024,427,,,,,,-30.7097946,152.9161732
108021158,Nambucca Heads,2011,,,1807,,,0.7,-30.6423737,153.0027894
108021158,Nambucca Heads,2016,,,1833,,,0.8,-30.6423737,153.0027894
108021158,Nambucca Heads,2017,,,,,,,-30.6423737,153.0027894
108021158,Nambucca Heads,2018,,,,,,,-30.6423737,153.0027894
108021158,Nambucca Heads,2019,,,,,,,-30.6423737,153.0027894
108021158,Nambucca Heads,2020,342,,,,3,,-30.6423737,153.0027894
108021158,Nambucca Heads,2021,357,,2119,,,0.8,-30.6423737,153.0027894
108021158,Nambucca Heads,2022,369,,,,,,-30.6423737,153.0027894
108021158,Nambucca Heads,2023,377,,,,3,,-30.6423737,153.0027894
108021158,Nambucca Heads,2024,365,,,,,,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2011,,,2690,,,0.6,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2016,,,2793,,,0.2,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2017,,,,,,,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2018,,,,,,,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2019,,,,,,,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2020,699,,,,3,,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2021,709,,3193,,3,0.8,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2022,760,,,,3,,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2023,796,,,,3,,-30.6423737,153.0027894
108021159,Nambucca Heads Surrounds,2024,834,,,,,,-30.6423737,153.0027894
108021160,South West Rocks,2011,,,1596,,,0.9,-30.89629249999999,153.0400706
108021160,South West Rocks,2016,,,1591,,,0.6,-30.89629249999999,153.0400706
108021160,South West Rocks,2017,,,,,,,-30.89629249999999,153.0400706
108021160,South West Rocks,2018,,,,,,,-30.89629249999999,153.0400706
108021160,South West Rocks,2019,,,,,,,-30.89629249999999,153.0400706
108021160,South West Rocks,2020,335,,,,,,-30.89629249999999,153.0400706
108021160,South West Rocks,2021,346,,1872,,,0.9,-30.89629249999999,153.0400706
108021160,South West Rocks,2022,371,,,,,,-30.89629249999999,153.0400706
108021160,South West Rocks,2023,388,,,,,,-30.89629249999999,153.0400706
108021160,South West Rocks,2024,372,,,,,,-30.89629249999999,153.0400706
108041162,Laurieton - Bonny Hills,2011,,,5185,,,2.7,-31.6502095,152.7967216
108041162,Laurieton - Bonny Hills,2016,,,5493,,,2.0,-31.6502095,152.7967216
108041162,Laurieton - Bonny Hills,2017,,,,,,,-31.6502095,152.7967216
108041162,Laurieton - Bonny Hills,2018,,,,,,,-31.6502095,152.7967216
108041162,Laurieton - Bonny Hills,2019,,,,,,,-31.6502095,152.7967216
108041162,Laurieton - Bonny Hills,2020,993,,,,,,-31.6502095,152.7967216
108041162,Laurieton - Bonny Hills,2021,1007,,6514,,,2.1,-31.6502095,152.7967216
108041162,Laurieton - Bonny Hills,2022,1079,,,,3,,-31.6502095,152.7967216
108041162,Laurieton - Bonny Hills,2023,1132,,,,,,-31.6502095,152.7967216
108041162,Laurieton - Bonny Hills,2024,1155,,,,3,,-31.6502095,152.7967216
108041164,Port Macquarie - West,2011,,,5161,,,4.9,-31.4349036,152.9001817
108041164,Port Macquarie - West,2016,,,6122,,,3.7,-31.4349036,152.9001817
108041164,Port Macquarie - West,2017,,,,,,,-31.4349036,152.9001817
108041164,Port Macquarie - West,2018,,,,,,,-31.4349036,152.9001817
108041164,Port Macquarie - West,2019,,,,,,,-31.4349036,152.9001817
108041164,Port Macquarie - West,2020,1496,,,,4,,-31.4349036,152.9001817
108041164,Port Macquarie - West,2021,1536,,8476,,3,3.0,-31.4349036,152.9001817
108041164,Port Macquarie - West,2022,1711,,,,4,,-31.4349036,152.9001817
108041164,Port Macquarie - West,2023,1736,,,,6,,-31.4349036,152.9001817
108041164,Port Macquarie - West,2024,1831,,,,4,,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2011,,,2229,,,2.1,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2016,,,2292,,,1.3,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2017,,,,,,,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2018,,,,,,,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2019,,,,,,,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2020,758,,,,4,,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2021,790,,2360,,3,2.2,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2022,822,,,,3,,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2023,850,,,,3,,-31.4349036,152.9001817
108041165,Port Macquarie Surrounds,2024,860,,,,3,,-31.4349036,152.9001817
108041166,Wauchope,2011,,,4073,,,2.7,-31.4575902,152.7307675
108041166,Wauchope,2016,,,4245,,,2.1,-31.4575902,152.7307675
108041166,Wauchope,2017,,,,,,,-31.4575902,152.7307675
108041166,Wauchope,2018,,,,,,,-31.4575902,152.7307675
108041166,Wauchope,2019,,,,,,,-31.4575902,152.7307675
108041166,Wauchope,2020,933,,,,4,,-31.4575902,152.7307675
108041166,Wauchope,2021,1011,,5426,,4,2.1,-31.4575902,152.7307675
108041166,Wauchope,2022,1056,,,,3,,-31.4575902,152.7307675
108041166,Wauchope,2023,1098,,,,4,,-31.4575902,152.7307675
108041166,Wauchope,2024,1119,,,,3,,-31.4575902,152.7307675
108041619,Port Macquarie - East,2011,,,4827,,,4.7,-31.4349036,152.9001817
108041619,Port Macquarie - East,2016,,,5001,,,2.9,-31.4349036,152.9001817
108041619,Port Macquarie - East,2017,,,,,,,-31.4349036,152.9001817
108041619,Port Macquarie - East,2018,,,,,,,-31.4349036,152.9001817
108041619,Port Macquarie - East,2019,,,,,,,-31.4349036,152.9001817
108041619,Port Macquarie - East,2020,1165,,,,,,-31.4349036,152.9001817
108041619,Port Macquarie - East,2021,1211,,5587,,3,3.1,-31.4349036,152.9001817
108041619,Port Macquarie - East,2022,1242,,,,3,,-31.4349036,152.9001817
108041619,Port Macquarie - East,2023,1322,,,,3,,-31.4349036,152.9001817
108041619,Port Macquarie - East,2024,1336,,,,,,-31.4349036,152.9001817
108041620,Port Macquarie - South,2011,,,6159,,,6.0,-31.4349036,152.9001817
108041620,Port Macquarie - South,2016,,,6505,,,4.2,-31.4349036,152.9001817
108041620,Port Macquarie - South,2017,,,,,,,-31.4349036,152.9001817
108041620,Port Macquarie - South,2018,,,,,,,-31.4349036,152.9001817
108041620,Port Macquarie - South,2019,,,,,,,-31.4349036,152.9001817
108041620,Port Macquarie - South,2020,962,,,,3,,-31.4349036,152.9001817
108041620,Port Macquarie - South,2021,983,,7239,,,4.1,-31.4349036,152.9001817
108041620,Port Macquarie - South,2022,1048,,,,,,-31.4349036,152.9001817
108041620,Port Macquarie - South,2023,1112,,,,3,,-31.4349036,152.9001817
108041620,Port Macquarie - South,2024,1132,,,,3,,-31.4349036,152.9001817
108051167,Gloucester,2011,,,1956,,,1.2,-32.0244571,151.9534009
108051167,Gloucester,2016,,,1810,,,1.0,-32.0244571,151.9534009
108051167,Gloucester,2017,,,,,,,-32.0244571,151.9534009
108051167,Gloucester,2018,,,,,,,-32.0244571,151.9534009
108051167,Gloucester,2019,,,,,,,-32.0244571,151.9534009
108051167,Gloucester,2020,653,,,,,,-32.0244571,151.9534009
108051167,Gloucester,2021,678,,1993,,3,0.7,-32.0244571,151.9534009
108051167,Gloucester,2022,705,,,,3,,-32.0244571,151.9534009
108051167,Gloucester,2023,712,,,,,,-32.0244571,151.9534009
108051167,Gloucester,2024,711,,,,,,-32.0244571,151.9534009
108051168,Old Bar - Manning Point - Red Head,2011,,,3650,,,1.9,-31.8957941,152.6618873
108051168,Old Bar - Manning Point - Red Head,2016,,,3874,,,1.8,-31.8957941,152.6618873
108051168,Old Bar - Manning Point - Red Head,2017,,,,,,,-31.8957941,152.6618873
108051168,Old Bar - Manning Point - Red Head,2018,,,,,,,-31.8957941,152.6618873
108051168,Old Bar - Manning Point - Red Head,2019,,,,,,,-31.8957941,152.6618873
108051168,Old Bar - Manning Point - Red Head,2020,680,,,,3,,-31.8957941,152.6618873
108051168,Old Bar - Manning Point - Red Head,2021,750,,4755,,,1.1,-31.8957941,152.6618873
108051168,Old Bar - Manning Point - Red Head,2022,804,,,,,,-31.8957941,152.6618873
108051168,Old Bar - Manning Point - Red Head,2023,813,,,,3,,-31.8957941,152.6618873
108051168,Old Bar - Manning Point - Red Head,2024,857,,,,3,,-31.8957941,152.6618873
108051169,Taree,2011,,,6744,,,1.6,-31.9111159,152.453931
108051169,Taree,2016,,,6633,,,1.4,-31.9111159,152.453931
108051169,Taree,2017,,,,,,,-31.9111159,152.453931
108051169,Taree,2018,,,,,,,-31.9111159,152.453931
108051169,Taree,2019,,,,,,,-31.9111159,152.453931
108051169,Taree,2020,1252,,,,,,-31.9111159,152.453931
108051169,Taree,2021,1295,,7260,,3,0.8,-31.9111159,152.453931
108051169,Taree,2022,1294,,,,,,-31.9111159,152.453931
108051169,Taree,2023,1312,,,,,,-31.9111159,152.453931
108051169,Taree,2024,1329,,,,,,-31.9111159,152.453931
108051170,Taree Surrounds,2011,,,4110,,,1.5,-31.9111159,152.453931
108051170,Taree Surrounds,2016,,,4293,,,1.5,-31.9111159,152.453931
108051170,Taree Surrounds,2017,,,,,,,-31.9111159,152.453931
108051170,Taree Surrounds,2018,,,,,,,-31.9111159,152.453931
108051170,Taree Surrounds,2019,,,,,,,-31.9111159,152.453931
108051170,Taree Surrounds,2020,1102,,,,3,,-31.9111159,152.453931
108051170,Taree Surrounds,2021,1167,,4750,,3,1.0,-31.9111159,152.453931
108051170,Taree Surrounds,2022,1226,,,,3,,-31.9111159,152.453931
108051170,Taree Surrounds,2023,1294,,,,,,-31.9111159,152.453931
108051170,Taree Surrounds,2024,1328,,,,3,,-31.9111159,152.453931
108051171,Wingham,2011,,,1884,,,1.9,-31.868692,152.3718041
108051171,Wingham,2016,,,1868,,,1.8,-31.868692,152.3718041
108051171,Wingham,2017,,,,,,,-31.868692,152.3718041
108051171,Wingham,2018,,,,,,,-31.868692,152.3718041
108051171,Wingham,2019,,,,,,,-31.868692,152.3718041
108051171,Wingham,2020,272,,,,,,-31.868692,152.3718041
108051171,Wingham,2021,277,,1988,,,1.2,-31.868692,152.3718041
108051171,Wingham,2022,283,,,,,,-31.868692,152.3718041
108051171,Wingham,2023,297,,,,,,-31.868692,152.3718041
108051171,Wingham,2024,295,,,,,,-31.868692,152.3718041
109011172,Albury - East,2011,,,6462,,,0.7,-36.0751193,146.9094852
109011172,Albury - East,2016,,,7428,,,0.9,-36.0751193,146.9094852
109011172,Albury - East,2017,,,,,,,-36.0751193,146.9094852
109011172,Albury - East,2018,,,,,,,-36.0751193,146.9094852
109011172,Albury - East,2019,,,,,,,-36.0751193,146.9094852
109011172,Albury - East,2020,1064,,,,3,,-36.0751193,146.9094852
109011172,Albury - East,2021,1161,,9109,,4,0.7,-36.0751193,146.9094852
109011172,Albury - East,2022,1241,,,,,,-36.0751193,146.9094852
109011172,Albury - East,2023,1311,,,,3,,-36.0751193,146.9094852
109011172,Albury - East,2024,1408,,,,3,,-36.0751193,146.9094852
109011173,Albury - North,2011,,,4117,,,0.8,-36.0629846,146.9316419
109011173,Albury - North,2016,,,4230,,,0.7,-36.0629846,146.9316419
109011173,Albury - North,2017,,,,,,,-36.0629846,146.9316419
109011173,Albury - North,2018,,,,,,,-36.0629846,146.9316419
109011173,Albury - North,2019,,,,,,,-36.0629846,146.9316419
109011173,Albury - North,2020,513,,,,3,,-36.0629846,146.9316419
109011173,Albury - North,2021,562,,4746,,,0.9,-36.0629846,146.9316419
109011173,Albury - North,2022,617,,,,,,-36.0629846,146.9316419
109011173,Albury - North,2023,614,,,,,,-36.0629846,146.9316419
109011173,Albury - North,2024,631,,,,,,-36.0629846,146.9316419
109011174,Albury - South,2011,,,4968,,,0.7,-36.0751193,146.9094852
109011174,Albury - South,2016,,,4674,,,0.5,-36.0751193,146.9094852
109011174,Albury - South,2017,,,,,,,-36.0751193,146.9094852
109011174,Albury - South,2018,,,,,,,-36.0751193,146.9094852
109011174,Albury - South,2019,,,,,,,-36.0751193,146.9094852
109011174,Albury - South,2020,1815,,,,126,,-36.0751193,146.9094852
109011174,Albury - South,2021,1875,,5022,,130,0.7,-36.0751193,146.9094852
109011174,Albury - South,2022,1945,,,,138,,-36.0751193,146.9094852
109011174,Albury - South,2023,1964,,,,136,,-36.0751193,146.9094852
109011174,Albury - South,2024,1972,,,,138,,-36.0751193,146.9094852
109011175,Albury Surrounds,2011,,,5132,,,0.9,-36.0751193,146.9094852
109011175,Albury Surrounds,2016,,,5285,,,0.7,-36.0751193,146.9094852
109011175,Albury Surrounds,2017,,,,,,,-36.0751193,146.9094852
109011175,Albury Surrounds,2018,,,,,,,-36.0751193,146.9094852
109011175,Albury Surrounds,2019,,,,,,,-36.0751193,146.9094852
109011175,Albury Surrounds,2020,1515,,,,3,,-36.0751193,146.9094852
109011175,Albury Surrounds,2021,1565,,5753,,3,0.7,-36.0751193,146.9094852
109011175,Albury Surrounds,2022,1651,,,,3,,-36.0751193,146.9094852
109011175,Albury Surrounds,2023,1706,,,,5,,-36.0751193,146.9094852
109011175,Albury Surrounds,2024,1736,,,,5,,-36.0751193,146.9094852
109011176,Lavington,2011,,,6211,,,0.8,-36.0432406,146.9477797
109011176,Lavington,2016,,,5811,,,0.8,-36.0432406,146.9477797
109011176,Lavington,2017,,,,,,,-36.0432406,146.9477797
109011176,Lavington,2018,,,,,,,-36.0432406,146.9477797
109011176,Lavington,2019,,,,,,,-36.0432406,146.9477797
109011176,Lavington,2020,814,,,,,,-36.0432406,146.9477797
109011176,Lavington,2021,870,,6625,,3,0.8,-36.0432406,146.9477797
109011176,Lavington,2022,935,,,,3,,-36.0432406,146.9477797
109011176,Lavington,2023,968,,,,3,,-36.0432406,146.9477797
109011176,Lavington,2024,944,,,,3,,-36.0432406,146.9477797
109021177,Hay,2011,,,1337,,,0.8,-34.5042009,144.8444508
109021177,Hay,2016,,,1311,,,0.7,-34.5042009,144.8444508
109021177,Hay,2017,,,,,,,-34.5042009,144.8444508
109021177,Hay,2018,,,,,,,-34.5042009,144.8444508
109021177,Hay,2019,,,,,,,-34.5042009,144.8444508
109021177,Hay,2020,384,,,,3,,-34.5042009,144.8444508
